,MATCH_ID,SCORE
0,Matches/MatchScorecard_ODI.asp?MatchCode=4115,8
4,Matches/MatchScorecard_ODI.asp?MatchCode=4224,8
5,Matches/MatchScorecard_ODI.asp?MatchCode=4226,24
8,Matches/MatchScorecard_ODI.asp?MatchCode=4236,8
9,Matches/MatchScorecard_ODI.asp?MatchCode=4258,8
12,Matches/MatchScorecard_ODI.asp?MatchCode=4268,24
13,Matches/MatchScorecard_ODI.asp?MatchCode=4270,40
15,Matches/MatchScorecard_ODI.asp?MatchCode=4274,8
16,Matches/MatchScorecard_ODI.asp?MatchCode=4275,28
18,Matches/MatchScorecard_ODI.asp?MatchCode=4277,8
19,Matches/MatchScorecard_ODI.asp?MatchCode=4306,44
21,Matches/MatchScorecard_ODI.asp?MatchCode=4316,8
22,Matches/MatchScorecard_ODI.asp?MatchCode=4319,32
23,Matches/MatchScorecard_ODI.asp?MatchCode=4322,32
25,Matches/MatchScorecard_ODI.asp?MatchCode=4336,8
26,Matches/MatchScorecard_ODI.asp?MatchCode=4341,24
27,Matches/MatchScorecard_ODI.asp?MatchCode=4351,12
28,Matches/MatchScorecard_ODI.asp?MatchCode=4354,8
29,Matches/MatchScorecard_ODI.asp?MatchCode=4398,24
32,Matches/MatchScorecard_ODI.asp?MatchCode=4415,16
34,Matches/MatchScorecard_ODI.asp?MatchCode=4421,8
35,Matches/MatchScorecard_ODI.asp?MatchCode=4423,16
