,MATCH_ID,SCORE
76,Matches/MatchScorecard_ODI.asp?MatchCode=3926,24
77,Matches/MatchScorecard_ODI.asp?MatchCode=3928,8
78,Matches/MatchScorecard_ODI.asp?MatchCode=3946,28
79,Matches/MatchScorecard_ODI.asp?MatchCode=3948,8
80,Matches/MatchScorecard_ODI.asp?MatchCode=3949,20
81,Matches/MatchScorecard_ODI.asp?MatchCode=3974,8
82,Matches/MatchScorecard_ODI.asp?MatchCode=3976,8
83,Matches/MatchScorecard_ODI.asp?MatchCode=3978,24
84,Matches/MatchScorecard_ODI.asp?MatchCode=4001,16
85,Matches/MatchScorecard_ODI.asp?MatchCode=4004,20
86,Matches/MatchScorecard_ODI.asp?MatchCode=4005,8
87,Matches/MatchScorecard_ODI.asp?MatchCode=4028,32
88,Matches/MatchScorecard_ODI.asp?MatchCode=4029,24
89,Matches/MatchScorecard_ODI.asp?MatchCode=4030,8
90,Matches/MatchScorecard_ODI.asp?MatchCode=4031,8
91,Matches/MatchScorecard_ODI.asp?MatchCode=4036,20
92,Matches/MatchScorecard_ODI.asp?MatchCode=4041,8
93,Matches/MatchScorecard_ODI.asp?MatchCode=4045,12
94,Matches/MatchScorecard_ODI.asp?MatchCode=4068,16
96,Matches/MatchScorecard_ODI.asp?MatchCode=4072,16
97,Matches/MatchScorecard_ODI.asp?MatchCode=4073,16
98,Matches/MatchScorecard_ODI.asp?MatchCode=4075,12
99,Matches/MatchScorecard_ODI.asp?MatchCode=4108,8
100,Matches/MatchScorecard_ODI.asp?MatchCode=4115,20
101,Matches/MatchScorecard_ODI.asp?MatchCode=4117,16
102,Matches/MatchScorecard_ODI.asp?MatchCode=4123,8
103,Matches/MatchScorecard_ODI.asp?MatchCode=4125,20
104,Matches/MatchScorecard_ODI.asp?MatchCode=4137,36
105,Matches/MatchScorecard_ODI.asp?MatchCode=4138,8
107,Matches/MatchScorecard_ODI.asp?MatchCode=4146,8
108,Matches/MatchScorecard_ODI.asp?MatchCode=4149,8
109,Matches/MatchScorecard_ODI.asp?MatchCode=4166,16
110,Matches/MatchScorecard_ODI.asp?MatchCode=4167,12
111,Matches/MatchScorecard_ODI.asp?MatchCode=4168,24
112,Matches/MatchScorecard_ODI.asp?MatchCode=4169,16
113,Matches/MatchScorecard_ODI.asp?MatchCode=4170,20
114,Matches/MatchScorecard_ODI.asp?MatchCode=4171,12
115,Matches/MatchScorecard_ODI.asp?MatchCode=4173,28
116,Matches/MatchScorecard_ODI.asp?MatchCode=4175,16
118,Matches/MatchScorecard_ODI.asp?MatchCode=4210,24
120,Matches/MatchScorecard_ODI.asp?MatchCode=4212,16
122,Matches/MatchScorecard_ODI.asp?MatchCode=4253,20
125,Matches/MatchScorecard_ODI.asp?MatchCode=4256,32
127,Matches/MatchScorecard_ODI.asp?MatchCode=4287,8
128,Matches/MatchScorecard_ODI.asp?MatchCode=4292,16
130,Matches/MatchScorecard_ODI.asp?MatchCode=4300,20
132,Matches/MatchScorecard_ODI.asp?MatchCode=4308,12
134,Matches/MatchScorecard_ODI.asp?MatchCode=4321,16
135,Matches/MatchScorecard_ODI.asp?MatchCode=4326,8
136,Matches/MatchScorecard_ODI.asp?MatchCode=4331,8
137,Matches/MatchScorecard_ODI.asp?MatchCode=4336,16
138,Matches/MatchScorecard_ODI.asp?MatchCode=4342,8
139,Matches/MatchScorecard_ODI.asp?MatchCode=4346,28
140,Matches/MatchScorecard_ODI.asp?MatchCode=4354,8
141,Matches/MatchScorecard_ODI.asp?MatchCode=4355,8
