,MATCH_ID,SCORE
1,Matches/MatchScorecard_ODI.asp?MatchCode=3468,8
3,Matches/MatchScorecard_ODI.asp?MatchCode=3476,8
4,Matches/MatchScorecard_ODI.asp?MatchCode=3477,16
5,Matches/MatchScorecard_ODI.asp?MatchCode=3479,24
6,Matches/MatchScorecard_ODI.asp?MatchCode=3501,16
8,Matches/MatchScorecard_ODI.asp?MatchCode=3504,16
9,Matches/MatchScorecard_ODI.asp?MatchCode=3507,16
11,Matches/MatchScorecard_ODI.asp?MatchCode=3515,8
12,Matches/MatchScorecard_ODI.asp?MatchCode=3517,48
15,Matches/MatchScorecard_ODI.asp?MatchCode=3555,24
17,Matches/MatchScorecard_ODI.asp?MatchCode=3558,24
18,Matches/MatchScorecard_ODI.asp?MatchCode=3559,44
20,Matches/MatchScorecard_ODI.asp?MatchCode=3600,8
22,Matches/MatchScorecard_ODI.asp?MatchCode=3606,40
23,Matches/MatchScorecard_ODI.asp?MatchCode=3608,16
24,Matches/MatchScorecard_ODI.asp?MatchCode=3622,8
25,Matches/MatchScorecard_ODI.asp?MatchCode=3625,24
26,Matches/MatchScorecard_ODI.asp?MatchCode=3629,16
28,Matches/MatchScorecard_ODI.asp?MatchCode=3638,16
29,Matches/MatchScorecard_ODI.asp?MatchCode=3639,8
30,Matches/MatchScorecard_ODI.asp?MatchCode=3640,32
31,Matches/MatchScorecard_ODI.asp?MatchCode=3641,12
33,Matches/MatchScorecard_ODI.asp?MatchCode=3664,20
34,Matches/MatchScorecard_ODI.asp?MatchCode=3667,8
36,Matches/MatchScorecard_ODI.asp?MatchCode=3672,8
37,Matches/MatchScorecard_ODI.asp?MatchCode=3703,8
39,Matches/MatchScorecard_ODI.asp?MatchCode=3710,28
42,Matches/MatchScorecard_ODI.asp?MatchCode=3716,8
44,Matches/MatchScorecard_ODI.asp?MatchCode=3727,16
45,Matches/MatchScorecard_ODI.asp?MatchCode=3735,44
47,Matches/MatchScorecard_ODI.asp?MatchCode=3744,32
48,Matches/MatchScorecard_ODI.asp?MatchCode=3746,20
49,Matches/MatchScorecard_ODI.asp?MatchCode=3749,8
51,Matches/MatchScorecard_ODI.asp?MatchCode=3761,32
53,Matches/MatchScorecard_ODI.asp?MatchCode=3780,8
54,Matches/MatchScorecard_ODI.asp?MatchCode=3785,16
55,Matches/MatchScorecard_ODI.asp?MatchCode=3804,8
56,Matches/MatchScorecard_ODI.asp?MatchCode=3805,8
58,Matches/MatchScorecard_ODI.asp?MatchCode=3807,8
59,Matches/MatchScorecard_ODI.asp?MatchCode=3830,8
60,Matches/MatchScorecard_ODI.asp?MatchCode=3831,8
62,Matches/MatchScorecard_ODI.asp?MatchCode=3859,24
63,Matches/MatchScorecard_ODI.asp?MatchCode=3861,8
64,Matches/MatchScorecard_ODI.asp?MatchCode=3863,8
66,Matches/MatchScorecard_ODI.asp?MatchCode=3887,8
67,Matches/MatchScorecard_ODI.asp?MatchCode=3889,8
69,Matches/MatchScorecard_ODI.asp?MatchCode=3891,20
70,Matches/MatchScorecard_ODI.asp?MatchCode=3904,16
71,Matches/MatchScorecard_ODI.asp?MatchCode=3906,8
72,Matches/MatchScorecard_ODI.asp?MatchCode=3908,16
74,Matches/MatchScorecard_ODI.asp?MatchCode=3911,12
75,Matches/MatchScorecard_ODI.asp?MatchCode=3925,8
