,MATCH_ID,SCORE
1,Matches/MatchScorecard_ODI.asp?MatchCode=2298,8
2,Matches/MatchScorecard_ODI.asp?MatchCode=2300,48
4,Matches/MatchScorecard_ODI.asp?MatchCode=2334,16
5,Matches/MatchScorecard_ODI.asp?MatchCode=2335,12
8,Matches/MatchScorecard_ODI.asp?MatchCode=2338,16
9,Matches/MatchScorecard_ODI.asp?MatchCode=2360,8
10,Matches/MatchScorecard_ODI.asp?MatchCode=2361,8
11,Matches/MatchScorecard_ODI.asp?MatchCode=2363,24
14,Matches/MatchScorecard_ODI.asp?MatchCode=2371,8
16,Matches/MatchScorecard_ODI.asp?MatchCode=2376,8
17,Matches/MatchScorecard_ODI.asp?MatchCode=2378,12
18,Matches/MatchScorecard_ODI.asp?MatchCode=2379,20
19,Matches/MatchScorecard_ODI.asp?MatchCode=2384,24
20,Matches/MatchScorecard_ODI.asp?MatchCode=2385,8
21,Matches/MatchScorecard_ODI.asp?MatchCode=2388,8
22,Matches/MatchScorecard_ODI.asp?MatchCode=2389,8
24,Matches/MatchScorecard_ODI.asp?MatchCode=2393,28
25,Matches/MatchScorecard_ODI.asp?MatchCode=2394,8
27,Matches/MatchScorecard_ODI.asp?MatchCode=2396,8
30,Matches/MatchScorecard_ODI.asp?MatchCode=2423,8
31,Matches/MatchScorecard_ODI.asp?MatchCode=2426,8
32,Matches/MatchScorecard_ODI.asp?MatchCode=2428,24
33,Matches/MatchScorecard_ODI.asp?MatchCode=2430,24
35,Matches/MatchScorecard_ODI.asp?MatchCode=2457,16
36,Matches/MatchScorecard_ODI.asp?MatchCode=2458,20
37,Matches/MatchScorecard_ODI.asp?MatchCode=2459,8
38,Matches/MatchScorecard_ODI.asp?MatchCode=2460,8
39,Matches/MatchScorecard_ODI.asp?MatchCode=2462,8
40,Matches/MatchScorecard_ODI.asp?MatchCode=2464,8
41,Matches/MatchScorecard_ODI.asp?MatchCode=2465,8
42,Matches/MatchScorecard_ODI.asp?MatchCode=2476,8
43,Matches/MatchScorecard_ODI.asp?MatchCode=2477,24
44,Matches/MatchScorecard_ODI.asp?MatchCode=2478,8
48,Matches/MatchScorecard_ODI.asp?MatchCode=2517,8
49,Matches/MatchScorecard_ODI.asp?MatchCode=2519,24
50,Matches/MatchScorecard_ODI.asp?MatchCode=2523,28
51,Matches/MatchScorecard_ODI.asp?MatchCode=2525,8
52,Matches/MatchScorecard_ODI.asp?MatchCode=2533,8
55,Matches/MatchScorecard_ODI.asp?MatchCode=2552,28
56,Matches/MatchScorecard_ODI.asp?MatchCode=2553,8
57,Matches/MatchScorecard_ODI.asp?MatchCode=2557,8
59,Matches/MatchScorecard_ODI.asp?MatchCode=2587,20
62,Matches/MatchScorecard_ODI.asp?MatchCode=2621,8
63,Matches/MatchScorecard_ODI.asp?MatchCode=2627,16
64,Matches/MatchScorecard_ODI.asp?MatchCode=2629,8
66,Matches/MatchScorecard_ODI.asp?MatchCode=2645,32
67,Matches/MatchScorecard_ODI.asp?MatchCode=2649,8
68,Matches/MatchScorecard_ODI.asp?MatchCode=2657,24
69,Matches/MatchScorecard_ODI.asp?MatchCode=2689,12
70,Matches/MatchScorecard_ODI.asp?MatchCode=2690,20
71,Matches/MatchScorecard_ODI.asp?MatchCode=2695,8
72,Matches/MatchScorecard_ODI.asp?MatchCode=2696,16
73,Matches/MatchScorecard_ODI.asp?MatchCode=2697,36
74,Matches/MatchScorecard_ODI.asp?MatchCode=2701,8
75,Matches/MatchScorecard_ODI.asp?MatchCode=2703,8
76,Matches/MatchScorecard_ODI.asp?MatchCode=2719,16
78,Matches/MatchScorecard_ODI.asp?MatchCode=2724,8
79,Matches/MatchScorecard_ODI.asp?MatchCode=2727,12
81,Matches/MatchScorecard_ODI.asp?MatchCode=2729,52
82,Matches/MatchScorecard_ODI.asp?MatchCode=2730,8
83,Matches/MatchScorecard_ODI.asp?MatchCode=2731,8
84,Matches/MatchScorecard_ODI.asp?MatchCode=2732,12
85,Matches/MatchScorecard_ODI.asp?MatchCode=2734,20
86,Matches/MatchScorecard_ODI.asp?MatchCode=2736,8
87,Matches/MatchScorecard_ODI.asp?MatchCode=2738,24
89,Matches/MatchScorecard_ODI.asp?MatchCode=2742,8
90,Matches/MatchScorecard_ODI.asp?MatchCode=2743,8
91,Matches/MatchScorecard_ODI.asp?MatchCode=2754,12
92,Matches/MatchScorecard_ODI.asp?MatchCode=2755,12
95,Matches/MatchScorecard_ODI.asp?MatchCode=2758,32
