Match-ID,Date,Game
Matches/MatchScorecard_ODI.asp?MatchCode=2786,2008-02-09,2007-2008 New Zealand v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2787,2008-02-10,2007-2008 Commonwealth Bank Series  - 4th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2789,2008-02-12,2007-2008 New Zealand v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2788,2008-02-12,2007-2008 Commonwealth Bank Series  - 5th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2790,2008-02-15,2007-2008 New Zealand v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2792,2008-02-17,2007-2008 Commonwealth Bank Series  - 7th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2793,2008-02-19,2007-2008 Commonwealth Bank Series  - 8th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2794,2008-02-20,2007-2008 New Zealand v England  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2796,2008-02-23,2007-2008 New Zealand v England  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2797,2008-02-24,2007-2008 Commonwealth Bank Series  - 10th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2798,2008-02-26,2007-2008 Commonwealth Bank Series  - 11th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2800,2008-03-02,2007-2008 Commonwealth Bank Series  - 13th ODI (1st Final) - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2801,2008-03-04,2007-2008 Commonwealth Bank Series  - 14th ODI (2nd Final) - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2802,2008-03-09,2007-2008 Bangladesh v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2803,2008-03-12,2007-2008 Bangladesh v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2804,2008-03-14,2007-2008 Bangladesh v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2805,2008-03-18,2007-2008 Bangladesh v Ireland  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2806,2008-03-20,2007-2008 Bangladesh v Ireland  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2807,2008-03-22,2007-2008 Bangladesh v Ireland  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2808,2008-04-08,2007-2008 Pakistan v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2809,2008-04-10,2007-2008 West Indies v Sri Lanka  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2810,2008-04-11,2007-2008 Pakistan v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2811,2008-04-12,2007-2008 West Indies v Sri Lanka  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2812,2008-04-13,2007-2008 Pakistan v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2813,2008-04-15,2007-2008 West Indies v Sri Lanka  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2814,2008-04-16,2007-2008 Pakistan v Bangladesh  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2815,2008-04-19,2007-2008 Pakistan v Bangladesh  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2816,2008-06-08,2007-2008 Kitply Cup  - 1st ODI - Bangladesh v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=2817,2008-06-10,2007-2008 Kitply Cup  - 2nd ODI - India v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=2818,2008-06-12,2007-2008 Kitply Cup  - 3rd ODI - Bangladesh v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2819,2008-06-14,2007-2008 Kitply Cup  - 4th ODI (Final) - India v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=2820,2008-06-15,2008 England v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2821,2008-06-18,2008 England v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2822,2008-06-21,2008 England v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2823,2008-06-24,2007-2008 Asia Cup  - 1st ODI - Bangladesh v United Arab Emirates -  
Matches/MatchScorecard_ODI.asp?MatchCode=2825,2008-06-24,2007-2008 West Indies v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2824,2008-06-24,2007-2008 Asia Cup  - 2nd ODI - Pakistan v Hong Kong -  
Matches/MatchScorecard_ODI.asp?MatchCode=2827,2008-06-25,2007-2008 Asia Cup  - 3rd ODI - Bangladesh v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2828,2008-06-25,2007-2008 Asia Cup  - 4th ODI - Hong Kong v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2826,2008-06-25,2008 England v New Zealand  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2829,2008-06-26,2007-2008 Asia Cup  - 5th ODI - Pakistan v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2831,2008-06-27,2007-2008 West Indies v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2832,2008-06-27,2008 England v New Zealand  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2833,2008-06-28,2007-2008 Asia Cup  - 7th ODI - Bangladesh v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2835,2008-06-29,2007-2008 Asia Cup  - 8th ODI - Pakistan v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2836,2008-06-29,2007-2008 West Indies v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2838,2008-06-30,2007-2008 Asia Cup  - 9th ODI - Bangladesh v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2839,2008-07-01,2008 Associates Tri-Series  - 1st ODI - Ireland v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=2841,2008-07-02,2008 Associates Tri-Series  - 2nd ODI - Scotland v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2842,2008-07-02,2007-2008 Asia Cup  - 10th ODI - Pakistan v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=2844,2008-07-03,2007-2008 Asia Cup  - 11th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2843,2008-07-03,2008 Associates Tri-Series  - 3rd ODI - Scotland v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=2846,2008-07-04,2007-2008 West Indies v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2845,2008-07-04,2007-2008 Asia Cup  - 12th ODI - Pakistan v Bangladesh -  
Matches/MatchScorecard_ODI.asp?MatchCode=2848,2008-07-06,2007-2008 West Indies v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2847,2008-07-06,2007-2008 Asia Cup  - 13th ODI (Final) - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2849,2008-07-28,2008 Ireland v Netherlands  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2851,2008-07-31,2008 Ireland v Scotland  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2858,2008-08-18,2008 Scotland v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2857,2008-08-18,2008-2009 Sri Lanka v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2861,2008-08-20,2008-2009 Scotiabank Series Cup  - 2nd ODI - Bermuda v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=2860,2008-08-20,2008-2009 Sri Lanka v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2864,2008-08-22,2008-2009 Scotiabank Series Cup  - 3rd ODI - Canada v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=2863,2008-08-22,2008 England v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2866,2008-08-24,2008 Ireland v Kenya  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2867,2008-08-24,2008-2009 Scotiabank Series Cup  - 4th ODI (Final) - Canada v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=2865,2008-08-24,2008-2009 Sri Lanka v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2868,2008-08-25,2008 Ireland v Kenya  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2870,2008-08-26,2008 England v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2871,2008-08-27,2008-2009 Sri Lanka v India  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2873,2008-08-29,2008-2009 Sri Lanka v India  - 6th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2874,2008-08-29,2008 England v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2875,2008-08-30,2008-2009 Australia v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2876,2008-08-31,2008 England v South Africa  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2877,2008-09-02,2008-2009 Australia v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2878,2008-09-03,2008 England v South Africa  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2879,2008-09-06,2008-2009 Australia v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2880,2008-10-09,2008-2009 Bangladesh v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2881,2008-10-11,2008-2009 Bangladesh v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2882,2008-10-14,2008-2009 Bangladesh v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2883,2008-10-17,2008-2009 Tri-Nation Tournament in Kenya  - 1st ODI - Ireland v Zimbabwe -  
Matches/MatchScorecard_ODI.asp?MatchCode=2884,2008-10-18,2008-2009 Tri-Nation Tournament in Kenya  - 2nd ODI - Kenya v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2890,2008-10-31,2008-2009 South Africa v Kenya  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2891,2008-11-02,2008-2009 South Africa v Kenya  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2892,2008-11-07,2008-2009 South Africa v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2893,2008-11-09,2008-2009 South Africa v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2894,2008-11-12,2008-2009 Pakistan v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2897,2008-11-14,2008-2009 Pakistan v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2896,2008-11-14,2008-2009 India v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2898,2008-11-16,2008-2009 Pakistan v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2899,2008-11-17,2008-2009 India v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2900,2008-11-20,2008-2009 India v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2903,2008-11-23,2008-2009 India v England  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2905,2008-11-26,2008-2009 India v England  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2908,2008-12-31,2008-2009 New Zealand v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2909,2009-01-03,2008-2009 New Zealand v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2910,2009-01-07,2008-2009 New Zealand v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2912,2009-01-10,2008-2009 Bangladesh Tri-Series  - 1st ODI - Bangladesh v Zimbabwe -  
Matches/MatchScorecard_ODI.asp?MatchCode=2911,2009-01-10,2008-2009 New Zealand v West Indies  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2914,2009-01-13,2008-2009 New Zealand v West Indies  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2915,2009-01-14,2008-2009 Bangladesh Tri-Series  - 3rd ODI - Bangladesh v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2917,2009-01-16,2008-2009 Australia v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2916,2009-01-16,2008-2009 Bangladesh Tri-Series  - 4th ODI (Final) - Bangladesh v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=2918,2009-01-18,2008-2009 Australia v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2919,2009-01-19,2008-2009 Bangladesh v Zimbabwe  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2920,2009-01-20,2008-2009 Pakistan v Sri Lanka  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2922,2009-01-21,2008-2009 Pakistan v Sri Lanka  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2921,2009-01-21,2008-2009 Bangladesh v Zimbabwe  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2924,2009-01-23,2008-2009 Australia v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2923,2009-01-23,2008-2009 Bangladesh v Zimbabwe  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2925,2009-01-24,2008-2009 Pakistan v Sri Lanka  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2926,2009-01-26,2008-2009 Australia v South Africa  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2928,2009-01-28,2008-2009 Sri Lanka v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2930,2009-01-30,2008-2009 Australia v South Africa  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2932,2009-01-31,2008-2009 Sri Lanka v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2933,2009-02-01,2008-2009 Australia v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2935,2009-02-03,2008-2009 Sri Lanka v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2937,2009-02-05,2008-2009 Sri Lanka v India  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2938,2009-02-06,2008-2009 Australia v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2939,2009-02-08,2008-2009 Australia v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2940,2009-02-08,2008-2009 Sri Lanka v India  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2941,2009-02-10,2008-2009 Australia v New Zealand  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2942,2009-02-13,2008-2009 Australia v New Zealand  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2943,2009-03-03,2008-2009 New Zealand v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2944,2009-03-06,2008-2009 New Zealand v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2945,2009-03-08,2008-2009 New Zealand v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2946,2009-03-11,2008-2009 New Zealand v India  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2947,2009-03-14,2008-2009 New Zealand v India  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2948,2009-03-20,2008-2009 West Indies v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2949,2009-03-22,2008-2009 West Indies v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2950,2009-03-27,2008-2009 West Indies v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2951,2009-03-29,2008-2009 West Indies v England  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2952,2009-04-01,2009 ICC World Cup Qualifiers  - 1st ODI - Ireland v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2954,2009-04-03,2008-2009 South Africa v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2955,2009-04-03,2008-2009 West Indies v England  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2956,2009-04-05,2008-2009 South Africa v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2958,2009-04-06,2009 ICC World Cup Qualifiers  - 4th ODI - Canada v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2961,2009-04-09,2008-2009 South Africa v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2962,2009-04-13,2008-2009 South Africa v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2963,2009-04-17,2008-2009 South Africa v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2965,2009-04-19,2009 ICC World Cup Qualifiers  - 8th ODI (Final) - Canada v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2964,2009-04-19,2009 ICC World Cup Qualifiers  - 7th ODI - Afghanistan v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=2967,2009-04-22,2008-2009 Pakistan v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2968,2009-04-24,2008-2009 Pakistan v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2969,2009-04-27,2008-2009 Pakistan v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2970,2009-05-01,2008-2009 Pakistan v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2971,2009-05-03,2008-2009 Pakistan v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2973,2009-05-24,2009 England v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2974,2009-05-26,2009 England v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2975,2009-06-26,2008-2009 West Indies v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2976,2009-06-28,2008-2009 West Indies v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2977,2009-07-03,2008-2009 West Indies v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2978,2009-07-05,2008-2009 West Indies v India  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2981,2009-07-09,2009 Ireland v Kenya  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2983,2009-07-11,2009 Ireland v Kenya  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2984,2009-07-12,2009 Ireland v Kenya  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2986,2009-07-26,2009-2010 West Indies v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2987,2009-07-28,2009-2010 West Indies v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2988,2009-07-30,2009-2010 Sri Lanka v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2989,2009-07-31,2009-2010 West Indies v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2990,2009-07-31,2009-2010 Sri Lanka v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2991,2009-08-03,2009-2010 Sri Lanka v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2992,2009-08-07,2009-2010 Sri Lanka v Pakistan  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2993,2009-08-09,2009-2010 Sri Lanka v Pakistan  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2994,2009-08-09,2009-2010 Zimbabwe v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2995,2009-08-11,2009-2010 Zimbabwe v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2996,2009-08-14,2009-2010 Zimbabwe v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2997,2009-08-16,2009-2010 Zimbabwe v Bangladesh  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=2998,2009-08-18,2009-2010 Zimbabwe v Bangladesh  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3001,2009-08-22,2009 Scotland v Ireland  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3005,2009-08-27,2009 Ireland v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3006,2009-08-28,2009 Scotland v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3007,2009-08-30,2009 Netherlands v Afghanistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3008,2009-09-01,2009 Netherlands v Afghanistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3009,2009-09-04,2009 England v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3010,2009-09-06,2009 England v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3011,2009-09-08,2009-2010 Compaq Cup  - 1st ODI - Sri Lanka v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3012,2009-09-09,2009 England v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3013,2009-09-11,2009-2010 Compaq Cup  - 2nd ODI - India v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3014,2009-09-12,2009-2010 Compaq Cup  - 3rd ODI - Sri Lanka v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3015,2009-09-12,2009 England v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3016,2009-09-14,2009-2010 Compaq Cup  - 4th ODI (Final) - Sri Lanka v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3017,2009-09-15,2009 England v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3018,2009-09-17,2009 England v Australia  - 6th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3019,2009-09-20,2009 England v Australia  - 7th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3020,2009-09-22,2009-2010 ICC Champions Trophy  - 1st ODI - South Africa v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3021,2009-09-23,2009-2010 ICC Champions Trophy  - 2nd ODI - Pakistan v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3022,2009-09-24,2009-2010 ICC Champions Trophy  - 3rd ODI - South Africa v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3023,2009-09-25,2009-2010 ICC Champions Trophy  - 4th ODI - England v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3024,2009-09-26,2009-2010 ICC Champions Trophy  - 5th ODI - Australia v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3025,2009-09-26,2009-2010 ICC Champions Trophy  - 6th ODI - India v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3027,2009-09-27,2009-2010 ICC Champions Trophy  - 8th ODI - South Africa v England -  
Matches/MatchScorecard_ODI.asp?MatchCode=3026,2009-09-27,2009-2010 ICC Champions Trophy  - 7th ODI - New Zealand v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3028,2009-09-28,2009-2010 ICC Champions Trophy  - 9th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3029,2009-09-29,2009-2010 ICC Champions Trophy  - 10th ODI - England v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3031,2009-09-30,2009-2010 ICC Champions Trophy  - 12th ODI - India v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3030,2009-09-30,2009-2010 ICC Champions Trophy  - 11th ODI - Australia v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3032,2009-10-02,2009-2010 ICC Champions Trophy  - 13th ODI (1st Semi-Final) - Australia v England -  
Matches/MatchScorecard_ODI.asp?MatchCode=3033,2009-10-03,2009-2010 ICC Champions Trophy  - 14th ODI (2nd Semi-Final) - New Zealand v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3034,2009-10-05,2009-2010 ICC Champions Trophy  - 15th ODI (Final) - Australia v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3040,2009-10-25,2009-2010 India v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3041,2009-10-27,2009-2010 Bangladesh v Zimbabwe  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3042,2009-10-28,2009-2010 India v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3043,2009-10-29,2009-2010 Bangladesh v Zimbabwe  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3044,2009-10-31,2009-2010 Bangladesh v Zimbabwe  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3045,2009-10-31,2009-2010 India v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3046,2009-11-02,2009-2010 India v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3047,2009-11-03,2009-2010 Pakistan v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3048,2009-11-03,2009-2010 Bangladesh v Zimbabwe  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3049,2009-11-05,2009-2010 Bangladesh v Zimbabwe  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3050,2009-11-05,2009-2010 India v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3051,2009-11-06,2009-2010 Pakistan v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3053,2009-11-08,2009-2010 South Africa v Zimbabwe  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3052,2009-11-08,2009-2010 India v Australia  - 6th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3054,2009-11-09,2009-2010 Pakistan v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3055,2009-11-10,2009-2010 South Africa v Zimbabwe  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3058,2009-11-22,2009-2010 South Africa v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3059,2009-11-27,2009-2010 South Africa v England  - 3rd ODI -  
