name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled
Faf du Plessis,45.278260869565216,0.8844912519109903,0.36607142857142855,0.019534567691523695,21.214285714285715,112,94.5,96.0,5.90625,0.010416666666666666,0.0,11
Ben Wheeler,14.5,1.2340425531914894,0.0,0.0,8.5,4,30.25,24.75,7.333333333333333,0.04040404040404041,1.0,6
David Warner,43.5,0.9565972222222222,0.32710280373831774,0.02199074074074074,25.289719626168225,107,0.0,0.0,8.0,0.0,0.0,1
Hasan Ali,16.0,1.167381974248927,0.06666666666666667,0.07296137339055794,11.6,15,43.0,41.16774193548387,6.267042783262812,0.024290863501018653,4.0,51
Shai Hope,51.75,0.742645300167424,0.375,0.014350633819660369,20.59375,64,0.0,0.0,0.0,0.0,0.0,0
Hamid Hassan,8.916666666666666,0.5911602209944752,0.0,0.06629834254143646,5.2,10,20.5,27.3,4.5054945054945055,0.036630036630036625,11.0,37
Abu Jayed,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
Sharafuddin Ashraf,13.2,0.6804123711340206,0.0,0.05154639175257732,4.0,6,28.77777777777778,42.0,4.111111111111111,0.023809523809523808,2.0,17
Bjorn Fortuin,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
Mirwais Ashraf,15.958333333333334,0.7281368821292775,0.0,0.045627376425855515,9.68421052631579,19,28.08823529411765,39.7764705882353,4.236912156166815,0.025140490979000295,15.0,45
Alex Carey,36.166666666666664,0.9146469968387777,0.18181818181818182,0.02528977871443625,18.545454545454547,22,0.0,0.0,0.0,0.0,0.0,0
Shardul Thakur,25.666666666666668,1.54,0.0,0.06,16.666666666666668,3,61.2,52.92,6.938775510204081,0.018896447467876037,1.0,11
Mohammed Siraj,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
Hayden Walsh,33.0,0.8608695652173913,0.0,0.02608695652173913,50.0,1,29.8,28.079999999999995,6.367521367521368,0.03561253561253562,0.0,10
Sarfaraz Ahmed,33.223880597014926,0.8756884343036979,0.21428571428571427,0.026357199055861525,13.571428571428571,56,0.0,0.0,7.5,0.0,0.0,1
Mohammad Amir,23.666666666666668,0.8294392523364486,0.14285714285714285,0.035046728971962614,12.571428571428571,14,34.935483870967744,42.116129032258065,4.977022058823529,0.023743872549019607,13.0,60
Billy Stanlake,2.0,0.17391304347826086,0.0,0.08695652173913043,0.0,2,40.666666666666664,42.0,5.809523809523809,0.023809523809523808,1.0,7
M S Dhoni,51.0,0.8734497595545432,0.39766081871345027,0.017126465873618494,27.35672514619883,171,0.0,0.0,0.0,0.0,0.0,2
George Dockrell,19.033333333333335,0.7049382716049383,0.05555555555555555,0.037037037037037035,11.555555555555555,18,43.95454545454545,54.531818181818174,4.836209052263066,0.01833791781278653,18.0,85
Glenn Maxwell,34.6625,1.2373940205265506,0.2125,0.035698348951361,21.35,80,55.0,59.21538461538461,5.572876071706937,0.01688750324759678,6.0,86
JJ Smuts,53.0,0.7718446601941747,0.3333333333333333,0.014563106796116505,26.0,3,32.333333333333336,44.0,4.409090909090909,0.022727272727272728,1.0,3
Shuvagata Hom,35.0,0.813953488372093,0.0,0.023255813953488372,12.0,3,0.0,0.0,4.5,0.0,0.0,1
Rohit Sharma,49.924418604651166,0.8874534931789996,0.38953488372093026,0.017775940471269118,27.441860465116278,172,111.75,123.75,5.418181818181818,0.00808080808080808,2.0,38
Matt Parkinson,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
Asif Ali,26.846153846153847,1.2830882352941178,0.0,0.04779411764705882,29.428571428571427,7,0.0,0.0,10.0,0.0,0.0,1
Sam Billings,23.90909090909091,0.9100346020761245,0.1111111111111111,0.03806228373702422,14.222222222222221,9,0.0,0.0,0.0,0.0,0.0,0
Tim Seifert,16.5,1.2222222222222223,0.0,0.07407407407407407,7.0,2,0.0,0.0,0.0,0.0,0.0,0
Niall O'Brien,28.0561797752809,0.7073654390934844,0.15555555555555556,0.025212464589235126,11.688888888888888,90,0.0,0.0,0.0,0.0,0.0,0
Ishant Sharma,7.2,0.4067796610169492,0.0,0.05649717514124294,1.8461538461538463,13,33.46153846153846,32.33076923076923,6.209850107066381,0.030930287889602667,7.0,78
Johnson Charles,30.121951219512194,0.8499655884377151,0.125,0.028217481073640742,16.041666666666668,48,0.0,0.0,14.0,0.0,0.0,1
Seth Rance,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
Stuart Poynter,15.416666666666666,0.6826568265682657,0.0,0.04428044280442804,7.5,8,0.0,0.0,0.0,0.0,0.0,0
Anamul Haque,34.62068965517241,0.7197132616487455,0.18181818181818182,0.02078853046594982,15.93939393939394,33,0.0,0.0,0.0,0.0,0.0,0
Mohammad Rizwan,33.45,0.8931909212283045,0.2222222222222222,0.0267022696929239,15.555555555555555,18,0.0,0.0,0.0,0.0,0.0,0
Andre Fletcher,15.727272727272727,0.659047619047619,0.0,0.0419047619047619,10.0,21,0.0,0.0,5.454545454545454,0.0,0.0,3
Dhawal Kulkarni,13.5,0.9642857142857143,0.0,0.0,7.0,2,50.5,42.0,7.214285714285714,0.023809523809523808,0.0,12
Paul Stirling,38.44117647058823,0.8705595026642984,0.2336448598130841,0.02264653641207815,21.850467289719628,107,39.906976744186046,50.34418604651163,4.7560975609756095,0.019863266814486327,7.0,73
Shapoor Zadran,11.166666666666666,0.536,0.0,0.048,9.5,4,38.5,50.74285714285715,4.552364864864865,0.019707207207207204,11.0,44
Fabian Allen,17.375,1.1031746031746033,0.0,0.06349206349206349,16.0,6,87.66666666666667,92.0,5.717391304347826,0.010869565217391304,0.0,12
Kane Williamson,46.696,0.8155651809417354,0.3902439024390244,0.017465418471426575,20.650406504065042,123,34.08571428571429,37.354285714285716,5.474988526847177,0.026770689918923053,1.0,65
Ashton Turner,34.5,1.2660550458715596,1.0,0.03669724770642202,80.0,1,0.0,0.0,0.0,0.0,0.0,0
Yasir Shah,25.4,0.8581081081081081,0.0,0.033783783783783786,7.0,6,123.2,116.4,6.350515463917525,0.00859106529209622,1.0,24
Shimron Hetmeyer,36.5945945945946,1.0669818754925138,0.16666666666666666,0.029156816390858944,20.666666666666668,36,0.0,0.0,0.0,0.0,0.0,0
George Bailey,40.44444444444444,0.8324757004002287,0.3382352941176471,0.02058319039451115,18.08823529411765,68,0.0,0.0,0.0,0.0,0.0,0
Ben Stokes,42.0655737704918,0.9430356486585814,0.35,0.022418228592429253,21.966666666666665,60,40.131147540983605,39.71803278688524,6.062407132243686,0.025177480600957574,6.0,80
Mohammad Irfan,12.0,0.48,0.0,0.04,2.5,8,35.73684210526316,42.410526315789475,5.05584512285927,0.023579051873914122,9.0,60
Imad Wasim,42.36363636363637,1.1029585798816568,0.21428571428571427,0.02603550295857988,33.0,14,62.65217391304348,72.07826086956523,5.215345638798407,0.013873808662082276,5.0,51
Mehidy Hasan,17.681818181818183,0.7749003984063745,0.0,0.043824701195219126,9.0,20,42.56,53.544,4.769161810847154,0.01867622889586135,6.0,40
Imrul Kayes,31.37837837837838,0.7098746560684805,0.2236842105263158,0.022623051054723325,15.447368421052632,76,0.0,0.0,0.0,0.0,0.0,0
David Miller,43.263888888888886,1.0093972780298122,0.26666666666666666,0.023331173039533377,24.733333333333334,60,0.0,0.0,0.0,0.0,0.0,0
Ben Cutting,26.5,0.7910447761194029,0.0,0.029850746268656716,22.0,1,60.0,96.0,3.75,0.010416666666666666,0.0,4
Dinesh Karthik,33.0,0.7409326424870466,0.1590909090909091,0.022452504317789293,18.045454545454547,44,0.0,0.0,0.0,0.0,0.0,0
