name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled
Dinesh Karthik,24.066666666666666,0.7450980392156863,0.13333333333333333,0.017543859649122806,9.8,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Taijul Islam,12.6,0.8181818181818182,0.0,0.03896103896103896,6.8,5,75.5,120.0,3.775,0.008333333333333333,3.0,9
Saqib Mahmood,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0.0,1
Taskin Ahmed,2.5625,0.45054945054945056,0.0,0.07692307692307693,0.5,16,40.666666666666664,37.0,6.594594594594595,0.02702702702702703,2.0,30
Liam Plunkett,13.566666666666666,1.186588921282799,0.0,0.052478134110787174,7.466666666666667,30,25.116666666666667,24.75,6.088888888888889,0.04040404040404041,4.0,30
Rumman Raees,6.75,1.173913043478261,0.0,0.08695652173913043,5.0,4,25.333333333333332,24.5,6.204081632653061,0.04081632653061224,0.0,9
Shafiul Islam,4.466666666666667,0.6568627450980392,0.0,0.06372549019607843,2.1333333333333333,30,34.096774193548384,32.670967741935485,6.261848341232227,0.03060821484992101,9.0,30
Adam Milne,9.882352941176471,1.0434782608695652,0.0,0.049689440993788817,4.0,17,40.93333333333333,43.12,5.695732838589982,0.02319109461966605,3.0,30
Mohammad Nabi,25.866666666666667,0.837108953613808,0.2,0.030204962243797196,10.466666666666667,30,37.206896551724135,51.84827586206896,4.305666400638469,0.019287044426709234,10.0,30
Liam Dawson,7.0,0.8235294117647058,0.0,0.11764705882352941,2.0,2,32.0,28.0,6.857142857142857,0.03571428571428571,0.0,2
Aftab Alam,4.705882352941177,0.8,0.0,0.04,2.9411764705882355,17,20.863636363636363,26.072727272727267,4.801255230125523,0.038354253835425386,7.0,27
Washington Sundar,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0.0,1
Soumya Sarkar,34.53333333333333,0.9913875598086125,0.26666666666666666,0.027751196172248804,19.4,30,30.25,28.5,6.368421052631579,0.03508771929824561,0.0,14
Rassie van der Dussen,45.9375,0.8193979933110368,0.4375,0.011148272017837236,16.25,16,-1.0,-1.0,-1.0,-1.0,-1.0,0
Sean Terry,6.4,0.48484848484848486,0.0,0.06060606060606061,2.4,5,-1.0,-1.0,-1.0,-1.0,-1.0,0
Abu Hider,1.0,0.09090909090909091,0.0,0.09090909090909091,0.0,1,25.0,27.0,5.555555555555555,0.037037037037037035,1.0,2
Daniel Christian,15.166666666666666,0.8892508143322475,0.0,0.04234527687296417,6.111111111111111,18,30.166666666666668,37.36666666666666,4.843889384478144,0.02676181980374666,4.0,19
Asad Shafiq,20.066666666666666,0.6593647316538883,0.1,0.03066812705366922,6.066666666666666,30,-1.0,-1.0,9.0,0.0,0.0,2
Tim Paine,28.466666666666665,0.7170445004198153,0.2,0.023509655751469353,13.333333333333334,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Marlon Samuels,33.43333333333333,0.7928853754940711,0.23333333333333334,0.02292490118577075,15.6,30,59.25,59.699999999999996,5.9547738693467345,0.016750418760469014,1.0,30
Noor Ali Zadran,26.466666666666665,0.6006051437216339,0.16666666666666666,0.0226928895612708,12.4,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Imam-ul-Haq,48.6,0.8033057851239669,0.36666666666666664,0.01487603305785124,17.333333333333332,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Ajinkya Rahane,44.3,0.8158379373848987,0.5,0.01780233271945979,19.2,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Shikhar Dhawan,48.86666666666667,0.9657444005270093,0.26666666666666666,0.019104084321475624,28.066666666666666,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Colin de Grandhomme,23.4,1.121405750798722,0.13333333333333333,0.036741214057507986,12.666666666666666,30,54.294117647058826,63.88235294117647,5.099447513812155,0.01565377532228361,4.0,30
Ambati Rayudu,38.4,0.8055944055944056,0.26666666666666666,0.014685314685314685,17.666666666666668,30,38.0,36.599999999999994,6.229508196721312,0.027322404371584702,1.0,9
Kagiso Rabada,9.25,0.7824773413897281,0.0,0.04229607250755287,3.9285714285714284,28,36.59375,41.175,5.332422586520948,0.024286581663630846,11.0,30
Mitchell Starc,8.3,0.8615916955017301,0.0,0.0726643598615917,3.533333333333333,30,29.41176470588235,32.21176470588236,5.47845142439737,0.031044558071585095,15.0,30
Steven Finn,4.533333333333333,0.6666666666666666,0.0,0.049019607843137254,2.066666666666667,30,36.857142857142854,39.107142857142854,5.654794520547945,0.025570776255707764,10.0,30
Navdeep Saini,26.5,0.9636363636363636,0.0,0.01818181818181818,20.0,2,-1.0,-1.0,6.444444444444445,0.0,0.0,5
Shadab Khan,15.863636363636363,0.698,0.13636363636363635,0.022,4.7272727272727275,22,31.103448275862068,36.889655172413796,5.058889512058328,0.0271078706300243,4.0,30
Nurul Hasan,34.0,0.9714285714285714,0.0,0.02857142857142857,14.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,0
Naveen -ul-Haq,3.0,0.45,0.0,0.05,1.3333333333333333,3,22.5,25.5,5.294117647058823,0.0392156862745098,1.0,4
Mark Adair,14.727272727272727,0.9529411764705882,0.0,0.052941176470588235,7.818181818181818,11,38.714285714285715,35.52857142857143,6.537997587454765,0.028146361077603536,3.0,12
Aiden Markram,27.125,0.8543307086614174,0.08333333333333333,0.028871391076115485,15.166666666666666,24,44.0,40.0,6.6,0.025,0.0,6
Steve Smith,37.93333333333333,0.8498879761015683,0.3333333333333333,0.020911127707244213,13.733333333333333,30,40.0,30.0,8.0,0.03333333333333333,0.0,30
Axar Patel,9.05,0.9731182795698925,0.0,0.05913978494623656,4.0,20,32.63157894736842,42.978947368421046,4.555473916238061,0.023267205486162137,4.0,30
Kesrick Williams,3.8,0.76,0.0,0.04,0.8,5,58.0,75.0,4.64,0.013333333333333334,0.0,7
Umesh Yadav,3.2916666666666665,0.7314814814814815,0.0,0.05555555555555555,1.5833333333333333,24,40.06666666666667,37.6,6.3936170212765955,0.026595744680851064,4.0,30
Adam Zampa,4.875,0.6802325581395349,0.0,0.08139534883720931,1.5833333333333333,24,43.13636363636363,48.08181818181819,5.382870107770845,0.02079788239742862,0.0,30
Andrew Tye,8.142857142857142,1.1875,0.0,0.08333333333333333,4.571428571428571,7,32.5,31.95,6.103286384976526,0.03129890453834116,1.0,7
Lendl Simmons,34.46666666666667,0.7471098265895953,0.26666666666666666,0.02167630057803468,16.733333333333334,30,-1.0,-1.0,8.181818181818182,0.0,0.0,12
Tabraiz Shamsi,0.0,-1.0,0.0,-1.0,0.0,3,-1.0,-1.0,-1.0,-1.0,0.0,21
Nasir Hossain,22.633333333333333,0.823030303030303,0.06666666666666667,0.03151515151515152,9.4,30,65.71428571428571,79.62857142857145,4.951560818083961,0.012558306422676711,3.0,30
Sabbir Rahman,25.833333333333332,0.9011627906976745,0.13333333333333333,0.03255813953488372,14.466666666666667,30,149.0,123.0,7.2682926829268295,0.008130081300813009,0.0,21
Ish Sodhi,5.785714285714286,0.8350515463917526,0.0,0.07216494845360824,2.857142857142857,14,43.0,39.3,6.564885496183206,0.02544529262086514,3.0,30
Nathan Lyon,5.5,0.9506172839506173,0.0,0.037037037037037035,2.857142857142857,14,40.083333333333336,49.5,4.858585858585859,0.020202020202020204,4.0,29
Jacob Mulder,7.5,1.3636363636363635,0.0,0.0,4.0,2,-1.0,-1.0,9.0,0.0,0.0,4
Matthew Wade,23.733333333333334,0.9380764163372859,0.13333333333333333,0.03293807641633729,9.266666666666667,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Ed Joyce,41.06666666666667,0.7619047619047619,0.3333333333333333,0.015460729746444033,17.866666666666667,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Usman Shinwari,1.5,3.0,0.0,0.5,1.5,4,-1.0,-1.0,5.3,0.0,0.0,17
Lorcan Tucker,18.25,0.7448979591836735,0.125,0.030612244897959183,6.5,8,-1.0,-1.0,-1.0,-1.0,-1.0,0
Dawlat Zadran,12.3,0.8723404255319149,0.0,0.028368794326241134,6.933333333333334,30,33.026315789473685,36.347368421052636,5.451781059947871,0.027512308137851143,17.0,30
Mahmudullah,27.833333333333332,0.7975167144221585,0.13333333333333333,0.021967526265520534,10.866666666666667,30,70.25,77.1,5.466926070038911,0.01297016861219196,0.0,30
Luke Ronchi,15.3,0.9935064935064936,0.03333333333333333,0.06060606060606061,9.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Trent Boult,5.033333333333333,0.8296703296703297,0.0,0.07692307692307693,3.2,30,25.928571428571427,30.25714285714286,5.141643059490084,0.03305004721435316,20.0,30
Imran Tahir,5.233333333333333,0.785,0.0,0.07,3.0,30,27.97142857142857,35.98285714285714,4.66412577417818,0.027791011592821976,10.0,30
Abdur Razzak,9.6,1.006993006993007,0.03333333333333333,0.06293706293706294,4.4,30,43.48148148148148,55.111111111111114,4.733870967741935,0.018145161290322582,18.0,30
Jasprit Bumrah,1.2666666666666666,0.9047619047619048,0.0,0.047619047619047616,0.9333333333333333,15,49.2,53.4,5.52808988764045,0.018726591760299626,2.0,30
Gary Wilson,18.366666666666667,0.6520710059171597,0.03333333333333333,0.03076923076923077,5.066666666666666,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Xavier Marshall,19.966666666666665,0.6737907761529809,0.06666666666666667,0.030371203599550055,11.133333333333333,30,-1.0,-1.0,10.0,0.0,0.0,2
Deepak Chahar,9.0,0.8181818181818182,0.0,0.045454545454545456,2.0,2,42.5,42.0,6.071428571428571,0.023809523809523808,1.0,3
KL Rahul,42.766666666666666,0.8799725651577504,0.36666666666666664,0.01646090534979424,18.066666666666666,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Umar Gul,9.433333333333334,0.7408376963350786,0.0,0.060209424083769635,4.4,30,40.05714285714286,43.08,5.578989255869479,0.023212627669452184,11.0,30
Peter Chase,2.1875,0.875,0.0,0.075,1.125,16,40.0,36.6,6.557377049180328,0.0273224043715847,0.0,24
Umar Akmal,28.0,0.8945686900958466,0.13333333333333333,0.027689030883919063,12.466666666666667,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Kieron Pollard,30.9,0.911504424778761,0.16666666666666666,0.025565388397246803,16.733333333333334,30,53.18181818181818,51.54545454545455,6.190476190476191,0.019400352733686066,0.0,30
Mominul Haque,21.884615384615383,0.745740498034076,0.11538461538461539,0.03145478374836173,9.461538461538462,26,27.142857142857142,33.42857142857143,4.871794871794871,0.029914529914529916,1.0,12
B J Watling,23.72,0.7001180637544274,0.16,0.023612750885478158,10.0,25,-1.0,-1.0,-1.0,-1.0,-1.0,0
Wayne Parnell,14.466666666666667,0.8142589118198874,0.03333333333333333,0.03377110694183865,5.933333333333334,30,31.564102564102566,35.61538461538461,5.317494600431965,0.028077753779697623,8.0,30
Parvez Rasool,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0.0,1
Barry McCarthy,7.0476190476190474,0.6218487394957983,0.0,0.058823529411764705,2.761904761904762,21,29.25,28.106250000000003,6.244162775183455,0.0355792750722704,6.0,30
Afsar Zazai,17.0,0.5483870967741935,0.125,0.024193548387096774,3.75,16,-1.0,-1.0,-1.0,-1.0,-1.0,0
Moeen Ali,21.633333333333333,1.0944350758853287,0.03333333333333333,0.04215851602023609,12.466666666666667,30,41.70967741935484,45.0,5.561290322580645,0.022222222222222223,3.0,30
Barinder Sran,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0.0,6
Jhye Richardson,11.5,0.8846153846153846,0.0,0.04807692307692308,3.5,8,45.0,44.666666666666664,6.044776119402985,0.022388059701492536,3.0,13
Anrich Nortje,4.5,0.47368421052631576,0.0,0.05263157894736842,0.0,2,16.0,21.15,4.539007092198582,0.047281323877068564,0.0,7
Jos Butler,46.06666666666667,1.2472924187725631,0.36666666666666664,0.02075812274368231,24.733333333333334,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Ravindra Jadeja,20.166666666666668,0.9138972809667674,0.06666666666666667,0.030211480362537766,6.8,30,53.26923076923077,63.092307692307685,5.0658376005852235,0.01584979273347964,2.0,30
Sheldon Cottrell,4.9411764705882355,0.7777777777777778,0.0,0.05555555555555555,2.823529411764706,17,31.476190476190474,32.62857142857143,5.788091068301226,0.030647985989492116,2.0,30
Peter Handscomb,32.6,0.9804511278195489,0.25,0.02556390977443609,11.0,20,-1.0,-1.0,-1.0,-1.0,-1.0,0
Denesh Ramdin,35.56666666666667,0.8810900082576383,0.23333333333333334,0.022295623451692816,14.666666666666666,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Mushfiqur Rahim,44.36666666666667,0.8676662320730117,0.3333333333333333,0.01564537157757497,16.933333333333334,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Hussain Talat,2.0,0.14285714285714285,0.0,0.07142857142857142,0.0,1,-1.0,-1.0,8.0,0.0,0.0,1
Hazratullah Zazai,23.0625,0.8891566265060241,0.125,0.03614457831325301,15.875,16,-1.0,-1.0,-1.0,-1.0,-1.0,0
Faheem Ashraf,10.8,0.8571428571428571,0.0,0.0582010582010582,5.866666666666666,15,53.3,54.42,5.8765159867695695,0.018375597206909223,1.0,22
Hardik Pandya,26.966666666666665,1.1606886657101865,0.1,0.03730272596843615,14.8,30,46.785714285714285,49.35000000000001,5.688232739904472,0.020263424518743665,3.0,30
George Worker,28.4,0.7189873417721518,0.3,0.020253164556962026,11.0,10,-1.0,-1.0,5.0,0.0,0.0,1
Shivam Dube,9.0,1.5,0.0,0.16666666666666666,4.0,1,-1.0,-1.0,8.666666666666666,0.0,0.0,1
Iftikhar Ahmed,17.0,0.9315068493150684,0.0,0.0273972602739726,10.5,4,101.0,138.0,4.391304347826087,0.007246376811594203,2.0,4
Greg Thompson,1.0,0.10526315789473684,0.0,0.05263157894736842,0.0,2,-1.0,-1.0,6.0,0.0,0.0,3
Asghar Afghan,27.833333333333332,0.7738646895273401,0.16666666666666666,0.025023169601482854,11.933333333333334,30,-1.0,-1.0,-1.0,-1.0,0.0,7
Tim Southee,11.166666666666666,1.0702875399361023,0.03333333333333333,0.054313099041533544,6.2,30,45.93333333333333,50.839999999999996,5.420928402832415,0.019669551534225022,15.0,30
Yamin Ahmadzai,1.5,0.42857142857142855,0.0,0.0,0.0,2,63.0,48.0,7.875,0.020833333333333332,0.0,4
John Hastings,13.095238095238095,0.9963768115942029,0.047619047619047616,0.03260869565217391,7.809523809523809,21,45.75,51.9375,5.285198555956678,0.019253910950661854,4.0,29
Neil Broom,31.2,0.8409703504043127,0.2,0.02336028751123091,12.533333333333333,30,-1.0,-1.0,-1.0,-1.0,-1.0,0
Khaleel Ahmed,3.0,0.5294117647058824,0.0,0.11764705882352941,1.3333333333333333,3,64.5,69.0,5.608695652173913,0.014492753623188406,1.0,11
Max Sorensen,15.625,0.8064516129032258,0.0,0.03870967741935484,8.25,8,41.5,42.0,5.928571428571429,0.023809523809523808,4.0,12
Vernon Philander,7.947368421052632,0.722488038277512,0.0,0.0430622009569378,2.9473684210526314,19,29.57894736842105,35.93684210526315,4.938488576449912,0.027826596367896896,7.0,28
Usman Ghani,28.2,0.8026565464895635,0.2,0.024667931688804556,13.866666666666667,15,33.0,37.2,5.32258064516129,0.026881720430107524,0.0,2
Stuart Broad,7.8,0.8297872340425532,0.0,0.07446808510638298,3.3333333333333335,30,36.97435897435897,39.98461538461538,5.548287803001155,0.02500961908426318,10.0,30
Shane Getkate,11.5,1.0,0.0,0.043478260869565216,7.0,2,22.5,25.5,5.294117647058823,0.0392156862745098,1.0,3
Rubel Hossain,4.566666666666666,0.6492890995260664,0.0,0.08056872037914692,2.066666666666667,30,29.181818181818183,31.609090909090913,5.539257981018118,0.031636468219729645,8.0,30
James Vince,24.454545454545453,0.893687707641196,0.09090909090909091,0.03322259136212625,13.818181818181818,11,-1.0,-1.0,-1.0,-1.0,-1.0,0
Ben Duckett,43.666666666666664,0.8451612903225807,0.6666666666666666,0.012903225806451613,15.333333333333334,3,-1.0,-1.0,-1.0,-1.0,-1.0,0
Hamish Bennett,1.4285714285714286,0.5,0.0,0.05,0.0,7,37.75,37.5,6.04,0.02666666666666667,2.0,18
Bhuvneshwar Kumar,13.833333333333334,0.7437275985663082,0.03333333333333333,0.03942652329749104,5.4,30,46.827586206896555,48.12413793103448,5.838349097162511,0.02077959300659215,6.0,30
Anton Devcich,18.09090909090909,0.7928286852589641,0.09090909090909091,0.035856573705179286,9.090909090909092,11,230.0,222.0,6.216216216216216,0.0045045045045045045,0.0,11
Scott Kuggeleijn,11.0,1.8333333333333333,0.0,0.0,4.0,1,13.666666666666666,18.0,4.555555555555555,0.05555555555555555,1.0,2
Rovman Powell,22.733333333333334,0.8388683886838868,0.1,0.03198031980319803,11.466666666666667,30,71.33333333333333,77.0,5.558441558441558,0.012987012987012988,0.0,13
Sunil Narine,10.266666666666667,0.927710843373494,0.0,0.06626506024096386,6.066666666666666,30,26.88372093023256,38.413953488372094,4.199055575735561,0.026032207289018037,16.0,30
Kedar Jadhav,24.366666666666667,0.928843710292249,0.13333333333333333,0.0241423125794155,11.333333333333334,30,61.625,68.25,5.417582417582418,0.014652014652014652,0.0,30
Aaron Finch,53.0,0.8679039301310044,0.43333333333333335,0.015283842794759825,26.933333333333334,30,50.0,54.0,5.555555555555555,0.018518518518518517,1.0,21
Chris Woakes,21.566666666666666,0.9938556067588326,0.1,0.03225806451612903,9.733333333333333,30,25.6,29.603999999999996,5.188488042156465,0.03377921902445616,20.0,30
Thomas Blundell,15.5,0.8857142857142857,0.0,0.05714285714285714,8.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,0
Andile Phehlukwayo,18.9,0.9014308426073132,0.03333333333333333,0.02384737678855326,11.133333333333333,30,29.02777777777778,30.333333333333332,5.741758241758242,0.03296703296703297,7.0,30
Matthew Henry,10.047619047619047,1.0876288659793814,0.0,0.05670103092783505,6.190476190476191,21,29.03448275862069,30.165517241379312,5.775034293552812,0.033150434385002286,4.0,30
David Willey,10.481481481481481,0.8372781065088757,0.037037037037037035,0.04142011834319527,4.7407407407407405,27,50.04761904761905,51.285714285714285,5.855153203342619,0.019498607242339833,9.0,30
Todd Astle,15.8,1.025974025974026,0.0,0.03896103896103896,6.4,5,27.333333333333332,34.0,4.823529411764706,0.029411764705882353,1.0,8
Mohammad Naim,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0
Nathan Coulter-Nile,12.19047619047619,0.9961089494163424,0.047619047619047616,0.05058365758754864,5.523809523809524,21,32.241379310344826,33.43448275862069,5.785891089108911,0.02990924092409241,5.0,30
Cameron White,26.233333333333334,0.7466793168880456,0.13333333333333333,0.020872865275142316,9.733333333333333,30,-1.0,-1.0,6.0,0.0,0.0,19
Rashid Khan,19.8,1.0294627383015598,0.1,0.0415944540727903,11.066666666666666,30,25.477272727272727,35.45454545454545,4.311538461538461,0.028205128205128206,11.0,30
James Faulkner,16.0,0.967741935483871,0.03333333333333333,0.02620967741935484,7.466666666666667,30,29.27906976744186,33.4046511627907,5.258980785296575,0.029935950988582566,6.0,30
Jean-Paul Duminy,23.7,0.8876404494382022,0.1,0.02871410736579276,10.0,30,95.6,100.8,5.690476190476191,0.00992063492063492,1.0,30
Mitchell McClenaghan,7.714285714285714,0.8244274809160306,0.0,0.03816793893129771,4.142857142857143,14,32.333333333333336,29.94285714285714,6.479007633587787,0.033396946564885496,2.0,30
Abul Hasan,3.6666666666666665,0.6875,0.0,0.1875,1.3333333333333333,3,-1.0,-1.0,6.578947368421052,0.0,0.0,7
Gulbadin Naib,23.4,0.7098078867542973,0.1,0.0262891809908999,10.066666666666666,30,31.741935483870968,37.70322580645162,5.0513347022587265,0.026522929500342227,5.0,30
