name,gametype,longname,retired
5519,T20 Internationals,Keenan Botha  (Iceland),False
5289,T20 Internationals,Sanker Varathappan  (Kuwait),False
4353,T20 Internationals,Norman Vanua  (Papua New Guinea),False
4353,One Day Internationals,Norman Vanua  (Papua New Guinea),False
4474,T20 Internationals,Jeffrey Vandersay  (Sri Lanka),False
4474,One Day Internationals,Jeffrey Vandersay  (Sri Lanka),False
4021,T20 Internationals,Paul van Meekeren  (Netherlands),False
4021,One Day Internationals,Paul van Meekeren  (Netherlands),False
3658,T20 Internationals,Roelof van der Merwe  (Netherlands / South Africa),False
3658,One Day Internationals,Roelof van der Merwe  (Netherlands / South Africa),True
5577,T20 Internationals,Ruann Van Der Merwe  (Argentina),False
3944,T20 Internationals,Timm van der Gugten  (Netherlands),False
3944,One Day Internationals,Timm van der Gugten  (Netherlands),True
4817,T20 Internationals,Rassie van der Dussen  (South Africa),False
4817,One Day Internationals,Rassie van der Dussen  (South Africa),False
4817,Test Cricket,Rassie van der Dussen  (South Africa),False
4341,T20 Internationals,Assad Vala  (Papua New Guinea),False
4341,One Day Internationals,Assad Vala  (Papua New Guinea),False
5295,T20 Internationals,Usman Waheed  (Kuwait),False
4253,T20 Internationals,Usman Shinwari  (Pakistan),False
4253,One Day Internationals,Usman Shinwari  (Pakistan),False
4253,Test Cricket,Usman Shinwari  (Pakistan),False
5920,T20 Internationals,Usman Qadir  (Pakistan),False
5802,T20 Internationals,Usman Patel  (Kuwait),False
4300,T20 Internationals,Usman Ghani  (Afghanistan),False
4300,One Day Internationals,Usman Ghani  (Afghanistan),True
4878,T20 Internationals,Usman Ali  (Saudi Arabia),False
5723,T20 Internationals,Usama Master  (Malawi),False
4342,T20 Internationals,Tony Ura  (Papua New Guinea),False
4342,One Day Internationals,Tony Ura  (Papua New Guinea),False
5596,T20 Internationals,Amit Uniyal  (Chile),False
3100,T20 Internationals,Umar Gul  (Pakistan),True
3100,One Day Internationals,Umar Gul  (Pakistan),True
3100,Test Cricket,Umar Gul  (Pakistan),True
3793,T20 Internationals,Umar Amin  (Pakistan),False
3793,One Day Internationals,Umar Amin  (Pakistan),False
3793,Test Cricket,Umar Amin  (Pakistan),True
3721,T20 Internationals,Umar Akmal  (Pakistan),False
3721,One Day Internationals,Umar Akmal  (Pakistan),False
3721,Test Cricket,Umar Akmal  (Pakistan),True
4879,T20 Internationals,Umar Adam  (Maldives),False
5045,T20 Internationals,Jagdeesh Umanath  (Mexico),False
5434,T20 Internationals,Tunahan Ulutuna  (Turkey),False
5426,T20 Internationals,Recep Ulutuna  (Turkey),False
5222,T20 Internationals,Ehtsham Ul Haq  (Norway),False
5831,T20 Internationals,Wanchana Uisuk  (Thailand),False
5744,T20 Internationals,Ugyen Dorji  (Bhutan),False
3699,T20 Internationals,Isuru Udana  (Sri Lanka),False
3699,One Day Internationals,Isuru Udana  (Sri Lanka),False
4968,T20 Internationals,Henry Tyler  (Philippines),False
4383,T20 Internationals,Andrew Tye  (Australia),False
4383,One Day Internationals,Andrew Tye  (Australia),False
4648,T20 Internationals,Ashton Turner  (Australia),False
4648,One Day Internationals,Ashton Turner  (Australia),False
5427,T20 Internationals,Tunahan Turan  (Turkey),False
4586,T20 Internationals,Lorcan Tucker  (Ireland),False
4586,One Day Internationals,Lorcan Tucker  (Ireland),False
5787,T20 Internationals,Charlton Tshuma  (Zimbabwe),False
5787,One Day Internationals,Charlton Tshuma  (Zimbabwe),False
5787,Test Cricket,Charlton Tshuma  (Zimbabwe),False
5166,T20 Internationals,Thatayaone Tshose  (Botswana),False
5620,T20 Internationals,Anurag Tripathi  (Mexico),False
5307,T20 Internationals,Ofisa Tonuu  (Samoa),False
4989,T20 Internationals,Clement Tommy  (Vanuatu),False
5348,One Day Internationals,Gaudi Toka  (Papua New Guinea),False
5741,T20 Internationals,Sonam Tobgay  (Bhutan),False
4314,T20 Internationals,Donald Tiripano  (Zimbabwe),False
4314,One Day Internationals,Donald Tiripano  (Zimbabwe),False
4314,Test Cricket,Donald Tiripano  (Zimbabwe),False
4851,T20 Internationals,Blair Tickner  (New Zealand),False
5306,T20 Internationals,Saumani Tiai  (Samoa),False
4237,T20 Internationals,Stuart Thompson  (Ireland),False
4237,One Day Internationals,Stuart Thompson  (Ireland),True
4237,Test Cricket,Stuart Thompson  (Ireland),False
3540,T20 Internationals,Greg Thompson  (Ireland),False
3540,One Day Internationals,Greg Thompson  (Ireland),True
5366,T20 Internationals,Rodrigo Thomas  (Canada),False
4822,T20 Internationals,Oshane Thomas  (West Indies),False
4822,One Day Internationals,Oshane Thomas  (West Indies),False
3749,T20 Internationals,Lahiru Thirimanne  (Sri Lanka),True
3749,One Day Internationals,Lahiru Thirimanne  (Sri Lanka),False
3749,Test Cricket,Lahiru Thirimanne  (Sri Lanka),False
5747,T20 Internationals,Jigme Thinley  (Bhutan),False
3824,T20 Internationals,Rusty Theron  (South Africa),True
3824,One Day Internationals,Rusty Theron  (United States),False
3291,T20 Internationals,Upul Tharanga  (Sri Lanka),False
3291,One Day Internationals,Upul Tharanga  (Sri Lanka / ACC Asian XI),False
3291,Test Cricket,Upul Tharanga  (Sri Lanka),True
5900,T20 Internationals,Varun Thamotharam  (Malta),False
4393,T20 Internationals,Shardul Thakur  (India),False
4393,One Day Internationals,Shardul Thakur  (India),False
4393,Test Cricket,Shardul Thakur  (India),False
5398,T20 Internationals,Harsh Thaker  (Canada),False
4569,T20 Internationals,Sean Terry  (Ireland),True
4569,One Day Internationals,Sean Terry  (Ireland),True
4811,One Day Internationals,Daniel ter Braak  (Netherlands),False
3407,T20 Internationals,Ryan ten Doeschate  (Netherlands),False
3407,One Day Internationals,Ryan ten Doeschate  (Netherlands),True
3409,T20 Internationals,Peter Borren  (Netherlands),True
3409,One Day Internationals,Peter Borren  (Netherlands),True
4511,T20 Internationals,Scott Boland  (Australia),True
4511,One Day Internationals,Scott Boland  (Australia),True
5345,T20 Internationals,Philippe Boissevain  (Netherlands),False
4846,One Day Internationals,Abinash Bohara  (Nepal),True
4624,T20 Internationals,Thomas Blundell  (New Zealand),False
4624,One Day Internationals,Thomas Blundell  (New Zealand),False
4624,Test Cricket,Thomas Blundell  (New Zealand),False
5194,T20 Internationals,Dominic Blampied  (Jersey),False
4982,T20 Internationals,Callum Charles Blake  (Vanuatu),False
4312,One Day Internationals,Jermaine Blackwood  (West Indies),True
5195,T20 Internationals,Corey Bisson  (Jersey),False
3852,T20 Internationals,Devendra Bishoo  (West Indies),False
