name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled
Rohit Sharma,43.33179723502304,0.8950975725844835,0.3317972350230415,0.016373155640171347,21.75115207373272,217,111.75,123.75,5.418181818181818,0.00808080808080808,2.0,38
Jasprit Bumrah,1.2666666666666666,0.9047619047619048,0.0,0.047619047619047616,0.9333333333333333,15,49.2,53.4,5.52808988764045,0.018726591760299626,2.0,64
Kedar Jadhav,27.326923076923077,1.0186379928315412,0.15384615384615385,0.022222222222222223,13.615384615384615,52,51.5,55.5,5.5675675675675675,0.018018018018018018,0.0,42
Yuzvendra Chahal,5.444444444444445,0.6712328767123288,0.0,0.0684931506849315,3.111111111111111,9,35.375,39.3,5.400763358778626,0.025445292620865142,2.0,51
Shikhar Dhawan,44.150375939849624,0.9435963361722641,0.3383458646616541,0.019443998071669612,24.42105263157895,133,-1.0,-1.0,-1.0,-1.0,-1.0,0
KL Rahul,41.38709677419355,0.8799725651577504,0.3548387096774194,0.01646090534979424,17.483870967741936,31,-1.0,-1.0,-1.0,-1.0,-1.0,0
Bhuvneshwar Kumar,10.192307692307692,0.780559646539028,0.019230769230769232,0.042709867452135494,4.3076923076923075,52,47.81578947368421,50.62105263157895,5.667498440424204,0.019754626741526303,15.0,113
Virat Kohli,51.34309623430963,0.9368605894029622,0.41841004184100417,0.01427698885326004,21.715481171548117,239,144.25,139.8,6.190987124463519,0.007153075822603719,1.0,48
Kuldeep Yadav,5.619047619047619,0.6378378378378379,0.0,0.043243243243243246,1.9047619047619047,21,26.807692307692307,30.23076923076923,5.320610687022901,0.03307888040712468,1.0,58
Hardik Pandya,25.605263157894736,1.1666666666666667,0.10526315789473684,0.03477218225419664,13.578947368421053,38,45.3235294117647,47.52352941176471,5.722242851838098,0.021042208194083423,4.0,53
M S Dhoni,37.39057239057239,0.8794646392650669,0.2760942760942761,0.01607666112299042,15.75084175084175,297,-1.0,-1.0,-1.0,-1.0,0.0,2
Marcus Stoinis,28.36842105263158,0.9253218884120171,0.18421052631578946,0.0240343347639485,15.052631578947368,38,45.81481481481482,44.95555555555556,6.114681166584281,0.022244191794364803,1.0,39
Nathan Coulter-Nile,12.19047619047619,0.9961089494163424,0.047619047619047616,0.05058365758754864,5.523809523809524,21,32.241379310344826,33.43448275862069,5.785891089108911,0.02990924092409241,5.0,32
David Warner,44.81818181818182,0.9596531587329676,0.32231404958677684,0.020173420633516192,22.363636363636363,121,-1.0,-1.0,8.0,0.0,0.0,1
Mitchell Starc,7.352941176470588,0.9079903147699758,0.0196078431372549,0.05811138014527845,3.176470588235294,51,29.483333333333334,32.2,5.4937888198757765,0.031055900621118012,16.0,91
Steve Smith,39.07272727272727,0.8698643999190447,0.3090909090909091,0.018822100789313904,14.763636363636364,110,33.0,37.51428571428572,5.277989337395278,0.026656511805026654,1.0,40
Patrick Cummins,6.5,0.7624633431085044,0.0,0.05865102639296188,2.5,40,30.391304347826086,36.58695652173913,4.983957219251337,0.027332144979203804,22.0,64
Aaron Finch,41.39344262295082,0.8926993105886513,0.3360655737704918,0.019091391196747392,21.688524590163933,122,58.25,65.25,5.35632183908046,0.01532567049808429,1.0,21
Glenn Maxwell,29.57,1.2482059940903334,0.19,0.03376952300548755,17.08,100,55.0,59.21538461538461,5.572876071706937,0.01688750324759678,6.0,86
Alex Carey,28.125,0.9193054136874361,0.125,0.024514811031664963,12.75,32,-1.0,-1.0,-1.0,-1.0,-1.0,0
Usman Khawaja,41.282051282051285,0.8451443569553806,0.358974358974359,0.01837270341207349,17.384615384615383,39,-1.0,-1.0,-1.0,-1.0,-1.0,0
Adam Zampa,4.875,0.6802325581395349,0.0,0.08139534883720931,1.5833333333333333,24,43.13636363636363,48.08181818181819,5.382870107770845,0.02079788239742862,0.0,55
