name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled
Marcus Stoinis,28.36842105263158,0.9253218884120171,0.18421052631578946,0.0240343347639485,15.052631578947368,38,45.81481481481482,44.95555555555556,6.114681166584281,0.022244191794364803,1.0,39
David Warner,44.81818181818182,0.9596531587329676,0.32231404958677684,0.020173420633516192,22.363636363636363,121,-1.0,-1.0,8.0,0.0,0.0,1
Mitchell Starc,7.352941176470588,0.9079903147699758,0.0196078431372549,0.05811138014527845,3.176470588235294,51,29.483333333333334,32.2,5.4937888198757765,0.031055900621118012,16.0,91
Steve Smith,39.07272727272727,0.8698643999190447,0.3090909090909091,0.018822100789313904,14.763636363636364,110,33.0,37.51428571428572,5.277989337395278,0.026656511805026654,1.0,40
Patrick Cummins,6.5,0.7624633431085044,0.0,0.05865102639296188,2.5,40,30.391304347826086,36.58695652173913,4.983957219251337,0.027332144979203804,22.0,64
Aaron Finch,41.39344262295082,0.8926993105886513,0.3360655737704918,0.019091391196747392,21.688524590163933,122,58.25,65.25,5.35632183908046,0.01532567049808429,1.0,21
Jason Behrendorff,3.8,1.3571428571428572,0.0,0.07142857142857142,0.0,5,41.4,38.76,6.408668730650155,0.02579979360165119,3.0,11
Glenn Maxwell,29.57,1.2482059940903334,0.19,0.03376952300548755,17.08,100,55.0,59.21538461538461,5.572876071706937,0.01688750324759678,6.0,86
Alex Carey,28.125,0.9193054136874361,0.125,0.024514811031664963,12.75,32,-1.0,-1.0,-1.0,-1.0,-1.0,0
Usman Khawaja,41.282051282051285,0.8451443569553806,0.358974358974359,0.01837270341207349,17.384615384615383,39,-1.0,-1.0,-1.0,-1.0,-1.0,0
Nathan Lyon,5.5,0.9506172839506173,0.0,0.037037037037037035,2.857142857142857,14,40.083333333333336,49.5,4.858585858585859,0.020202020202020204,4.0,29
James Vince,24.454545454545453,0.893687707641196,0.09090909090909091,0.03322259136212625,13.818181818181818,11,-1.0,-1.0,-1.0,-1.0,-1.0,0
Mark Wood,3.2941176470588234,0.9655172413793104,0.0,0.06896551724137931,1.411764705882353,17,51.5,52.5,5.885714285714286,0.01904761904761905,2.0,50
Moeen Ali,21.867469879518072,1.0503472222222223,0.0963855421686747,0.037037037037037035,11.903614457831326,83,44.863013698630134,50.794520547945204,5.299352750809062,0.019687162891046387,8.0,96
Jofra Archer,1.8571428571428572,0.6190476190476191,0.0,0.14285714285714285,0.5714285714285714,7,28.875,32.25,5.372093023255814,0.031007751937984496,4.0,14
Joe Root,44.65693430656934,0.8776359202409985,0.35766423357664234,0.016066561468942763,15.83941605839416,137,58.17391304347826,59.84347826086957,5.832606800348736,0.016710258645742517,2.0,67
Jos Butler,33.837606837606835,1.2121861604409063,0.24786324786324787,0.02510716472749541,17.333333333333332,117,-1.0,-1.0,-1.0,-1.0,-1.0,0
Jonny Bairstow,42.9,1.052945301542777,0.2857142857142857,0.019985974754558204,24.714285714285715,70,-1.0,-1.0,-1.0,-1.0,-1.0,0
Chris Woakes,18.0,0.9139072847682119,0.057971014492753624,0.03164091243561442,6.63768115942029,69,31.511904761904763,35.042857142857144,5.3954341622503055,0.028536485935589072,30.0,97
Adil Rashid,13.5,1.0259067357512954,0.022727272727272728,0.04835924006908463,6.7727272727272725,44,36.18,38.388,5.6548921537980625,0.02604980723142649,2.0,94
Ben Stokes,34.24691358024691,0.9474043715846995,0.2839506172839506,0.020833333333333332,16.271604938271604,81,40.131147540983605,39.71803278688524,6.062407132243686,0.025177480600957574,6.0,80
