,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0914,2019-09-15
1,Matches/MatchScorecard_T20.asp?MatchCode=0913,2019-09-14
2,Matches/MatchScorecard_T20.asp?MatchCode=0765,2019-02-24
3,Matches/MatchScorecard_T20.asp?MatchCode=0615,2017-12-03
4,Matches/MatchScorecard_T20.asp?MatchCode=0614,2017-10-03
5,Matches/MatchScorecard_T20.asp?MatchCode=0613,2017-08-03
6,Matches/MatchScorecard_ODI.asp?MatchCode=4010,2017-03-24
7,Matches/MatchScorecard_T20.asp?MatchCode=0595,2017-01-16
8,Matches/MatchScorecard_T20.asp?MatchCode=0592,2017-01-14
9,Matches/MatchScorecard_T20.asp?MatchCode=0587,2016-12-18
10,Matches/MatchScorecard_T20.asp?MatchCode=0585,2016-12-14
11,Matches/MatchScorecard_T20.asp?MatchCode=0376,2014-03-18
12,Matches/MatchScorecard_T20.asp?MatchCode=0372,2014-03-16
