,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=1129,2020-11-03
1,Matches/MatchScorecard_T20.asp?MatchCode=1127,2020-09-03
2,Matches/MatchScorecard_ODI.asp?MatchCode=4420,2020-06-03
3,Matches/MatchScorecard_ODI.asp?MatchCode=4418,2020-03-03
4,Matches/MatchScorecard_T20.asp?MatchCode=1076,2020-01-25
5,Matches/MatchScorecard_T20.asp?MatchCode=1075,2020-01-24
6,Matches/MatchScorecard_ODI.asp?MatchCode=4416,2020-01-03
7,Matches/MatchScorecard_T20.asp?MatchCode=1055,2019-10-11
8,Matches/MatchScorecard_T20.asp?MatchCode=0925,2019-09-21
9,Matches/MatchScorecard_T20.asp?MatchCode=0919,2019-09-18
10,Matches/MatchScorecard_T20.asp?MatchCode=0914,2019-09-15
11,Matches/MatchScorecard_T20.asp?MatchCode=0912,2019-09-13
12,Matches/MatchScorecard_ODI.asp?MatchCode=4314,2019-08-06
13,Matches/MatchScorecard_ODI.asp?MatchCode=4358,2019-07-31
14,Matches/MatchScorecard_ODI.asp?MatchCode=4357,2019-07-28
15,Matches/MatchScorecard_ODI.asp?MatchCode=4356,2019-07-26
16,Matches/MatchScorecard_T20.asp?MatchCode=1047,2019-07-11
17,Matches/MatchScorecard_ODI.asp?MatchCode=4286,2019-07-05
18,Matches/MatchScorecard_ODI.asp?MatchCode=4335,2019-06-24
19,Matches/MatchScorecard_ODI.asp?MatchCode=4329,2019-06-20
20,Matches/MatchScorecard_ODI.asp?MatchCode=4325,2019-06-17
21,Matches/MatchScorecard_ODI.asp?MatchCode=4296,2019-05-17
22,Matches/MatchScorecard_ODI.asp?MatchCode=4295,2019-05-15
23,Matches/MatchScorecard_ODI.asp?MatchCode=4293,2019-05-13
24,Matches/MatchScorecard_ODI.asp?MatchCode=4349,2019-05-07
25,Matches/MatchScorecard_ODI.asp?MatchCode=4311,2019-05-06
26,Matches/MatchScorecard_T20.asp?MatchCode=1042,2019-03-11
27,Matches/MatchScorecard_ODI.asp?MatchCode=4252,2019-02-20
28,Matches/MatchScorecard_ODI.asp?MatchCode=4251,2019-02-16
29,Matches/MatchScorecard_ODI.asp?MatchCode=4250,2019-02-13
30,Matches/MatchScorecard_ODI.asp?MatchCode=4307,2019-02-06
31,Matches/MatchScorecard_T20.asp?MatchCode=0735,2018-12-22
32,Matches/MatchScorecard_T20.asp?MatchCode=0734,2018-12-20
33,Matches/MatchScorecard_T20.asp?MatchCode=0733,2018-12-17
34,Matches/MatchScorecard_ODI.asp?MatchCode=4230,2018-12-14
35,Matches/MatchScorecard_ODI.asp?MatchCode=4229,2018-11-12
36,Matches/MatchScorecard_ODI.asp?MatchCode=4218,2018-10-26
37,Matches/MatchScorecard_ODI.asp?MatchCode=4217,2018-10-24
38,Matches/MatchScorecard_ODI.asp?MatchCode=4214,2018-10-21
39,Matches/MatchScorecard_T20.asp?MatchCode=0673,2018-10-03
40,Matches/MatchScorecard_ODI.asp?MatchCode=4205,2018-09-28
41,Matches/MatchScorecard_ODI.asp?MatchCode=4204,2018-09-26
42,Matches/MatchScorecard_ODI.asp?MatchCode=4202,2018-09-23
43,Matches/MatchScorecard_ODI.asp?MatchCode=4199,2018-09-21
44,Matches/MatchScorecard_ODI.asp?MatchCode=4198,2018-09-20
45,Matches/MatchScorecard_ODI.asp?MatchCode=4193,2018-09-15
46,Matches/MatchScorecard_ODI.asp?MatchCode=4228,2018-09-12
47,Matches/MatchScorecard_T20.asp?MatchCode=0672,2018-08-03
48,Matches/MatchScorecard_T20.asp?MatchCode=0707,2018-07-31
49,Matches/MatchScorecard_ODI.asp?MatchCode=4181,2018-07-28
50,Matches/MatchScorecard_ODI.asp?MatchCode=4180,2018-07-25
51,Matches/MatchScorecard_ODI.asp?MatchCode=4179,2018-07-22
52,Matches/MatchScorecard_T20.asp?MatchCode=0684,2018-07-06
53,Matches/MatchScorecard_T20.asp?MatchCode=0710,2018-05-08
54,Matches/MatchScorecard_T20.asp?MatchCode=0683,2018-05-06
55,Matches/MatchScorecard_T20.asp?MatchCode=0709,2018-04-08
56,Matches/MatchScorecard_T20.asp?MatchCode=0677,2018-03-18
57,Matches/MatchScorecard_T20.asp?MatchCode=0676,2018-03-16
58,Matches/MatchScorecard_T20.asp?MatchCode=0675,2018-03-14
59,Matches/MatchScorecard_T20.asp?MatchCode=0681,2018-03-06
60,Matches/MatchScorecard_T20.asp?MatchCode=0666,2018-02-18
61,Matches/MatchScorecard_T20.asp?MatchCode=0663,2018-02-15
62,Matches/MatchScorecard_ODI.asp?MatchCode=4124,2018-01-27
63,Matches/MatchScorecard_ODI.asp?MatchCode=4122,2018-01-25
64,Matches/MatchScorecard_ODI.asp?MatchCode=4121,2018-01-23
65,Matches/MatchScorecard_ODI.asp?MatchCode=4116,2018-01-19
66,Matches/MatchScorecard_ODI.asp?MatchCode=4109,2018-01-15
67,Matches/MatchScorecard_ODI.asp?MatchCode=4022,2017-12-05
68,Matches/MatchScorecard_T20.asp?MatchCode=0644,2017-10-29
69,Matches/MatchScorecard_T20.asp?MatchCode=0641,2017-10-26
70,Matches/MatchScorecard_ODI.asp?MatchCode=4086,2017-10-22
71,Matches/MatchScorecard_ODI.asp?MatchCode=4083,2017-10-18
72,Matches/MatchScorecard_ODI.asp?MatchCode=4080,2017-10-15
73,Matches/MatchScorecard_ODI.asp?MatchCode=4039,2017-09-06
74,Matches/MatchScorecard_T20.asp?MatchCode=0590,2017-08-01
75,Matches/MatchScorecard_ODI.asp?MatchCode=4047,2017-06-15
76,Matches/MatchScorecard_T20.asp?MatchCode=0621,2017-06-04
77,Matches/MatchScorecard_T20.asp?MatchCode=0589,2017-06-01
78,Matches/MatchScorecard_ODI.asp?MatchCode=4027,2017-05-24
79,Matches/MatchScorecard_ODI.asp?MatchCode=4025,2017-05-19
80,Matches/MatchScorecard_ODI.asp?MatchCode=4024,2017-05-17
81,Matches/MatchScorecard_ODI.asp?MatchCode=4035,2017-05-06
82,Matches/MatchScorecard_T20.asp?MatchCode=0620,2017-04-04
83,Matches/MatchScorecard_ODI.asp?MatchCode=4012,2017-03-28
84,Matches/MatchScorecard_ODI.asp?MatchCode=4011,2017-03-25
85,Matches/MatchScorecard_T20.asp?MatchCode=0588,2017-03-01
86,Matches/MatchScorecard_ODI.asp?MatchCode=4031,2017-01-06
87,Matches/MatchScorecard_ODI.asp?MatchCode=4014,2017-01-04
88,Matches/MatchScorecard_ODI.asp?MatchCode=3971,2016-12-31
89,Matches/MatchScorecard_ODI.asp?MatchCode=3970,2016-12-29
90,Matches/MatchScorecard_ODI.asp?MatchCode=3969,2016-12-26
91,Matches/MatchScorecard_ODI.asp?MatchCode=3949,2016-12-10
92,Matches/MatchScorecard_T20.asp?MatchCode=0543,2016-11-03
93,Matches/MatchScorecard_ODI.asp?MatchCode=3938,2016-09-28
94,Matches/MatchScorecard_ODI.asp?MatchCode=3936,2016-09-25
95,Matches/MatchScorecard_ODI.asp?MatchCode=3948,2016-09-10
96,Matches/MatchScorecard_T20.asp?MatchCode=0537,2016-09-03
97,Matches/MatchScorecard_ODI.asp?MatchCode=3946,2016-07-10
98,Matches/MatchScorecard_T20.asp?MatchCode=0534,2016-06-03
99,Matches/MatchScorecard_T20.asp?MatchCode=0563,2016-03-26
100,Matches/MatchScorecard_T20.asp?MatchCode=0560,2016-03-23
101,Matches/MatchScorecard_T20.asp?MatchCode=0557,2016-03-21
102,Matches/MatchScorecard_T20.asp?MatchCode=0549,2016-03-16
103,Matches/MatchScorecard_T20.asp?MatchCode=0547,2016-03-13
104,Matches/MatchScorecard_T20.asp?MatchCode=0526,2016-02-28
105,Matches/MatchScorecard_T20.asp?MatchCode=0524,2016-02-26
106,Matches/MatchScorecard_T20.asp?MatchCode=0522,2016-02-24
107,Matches/MatchScorecard_T20.asp?MatchCode=0529,2016-02-03
108,Matches/MatchScorecard_T20.asp?MatchCode=0497,2016-01-22
109,Matches/MatchScorecard_T20.asp?MatchCode=0495,2016-01-20
110,Matches/MatchScorecard_T20.asp?MatchCode=0494,2016-01-17
111,Matches/MatchScorecard_T20.asp?MatchCode=0493,2016-01-15
112,Matches/MatchScorecard_ODI.asp?MatchCode=3941,2016-01-10
113,Matches/MatchScorecard_ODI.asp?MatchCode=3816,2015-12-07
114,Matches/MatchScorecard_T20.asp?MatchCode=0476,2015-11-15
115,Matches/MatchScorecard_T20.asp?MatchCode=0475,2015-11-13
116,Matches/MatchScorecard_ODI.asp?MatchCode=3857,2015-11-11
117,Matches/MatchScorecard_ODI.asp?MatchCode=3813,2015-10-07
118,Matches/MatchScorecard_ODI.asp?MatchCode=3856,2015-09-11
119,Matches/MatchScorecard_ODI.asp?MatchCode=3780,2015-09-03
120,Matches/MatchScorecard_ODI.asp?MatchCode=3818,2015-07-15
121,Matches/MatchScorecard_ODI.asp?MatchCode=3854,2015-07-11
122,Matches/MatchScorecard_T20.asp?MatchCode=0425,2015-04-24
123,Matches/MatchScorecard_ODI.asp?MatchCode=3799,2015-04-22
124,Matches/MatchScorecard_ODI.asp?MatchCode=3798,2015-04-19
125,Matches/MatchScorecard_ODI.asp?MatchCode=3797,2015-04-17
126,Matches/MatchScorecard_ODI.asp?MatchCode=3774,2015-04-03
127,Matches/MatchScorecard_ODI.asp?MatchCode=3791,2015-03-19
128,Matches/MatchScorecard_ODI.asp?MatchCode=3784,2015-03-13
129,Matches/MatchScorecard_ODI.asp?MatchCode=3765,2015-02-26
130,Matches/MatchScorecard_ODI.asp?MatchCode=3754,2015-02-18
131,Matches/MatchScorecard_ODI.asp?MatchCode=3704,2014-11-28
132,Matches/MatchScorecard_ODI.asp?MatchCode=3702,2014-11-26
133,Matches/MatchScorecard_ODI.asp?MatchCode=3701,2014-11-23
134,Matches/MatchScorecard_ODI.asp?MatchCode=3699,2014-11-21
135,Matches/MatchScorecard_T20.asp?MatchCode=0410,2014-08-27
136,Matches/MatchScorecard_ODI.asp?MatchCode=3661,2014-08-25
137,Matches/MatchScorecard_ODI.asp?MatchCode=3657,2014-08-22
138,Matches/MatchScorecard_ODI.asp?MatchCode=3655,2014-08-20
139,Matches/MatchScorecard_ODI.asp?MatchCode=3645,2014-06-19
140,Matches/MatchScorecard_ODI.asp?MatchCode=3644,2014-06-17
141,Matches/MatchScorecard_ODI.asp?MatchCode=3643,2014-06-15
142,Matches/MatchScorecard_ODI.asp?MatchCode=3630,2014-06-03
143,Matches/MatchScorecard_ODI.asp?MatchCode=3627,2014-04-03
144,Matches/MatchScorecard_T20.asp?MatchCode=0398,2014-03-30
145,Matches/MatchScorecard_T20.asp?MatchCode=0395,2014-03-28
146,Matches/MatchScorecard_T20.asp?MatchCode=0391,2014-03-25
147,Matches/MatchScorecard_T20.asp?MatchCode=0381,2014-03-20
148,Matches/MatchScorecard_T20.asp?MatchCode=0377,2014-03-18
149,Matches/MatchScorecard_T20.asp?MatchCode=0372,2014-03-16
150,Matches/MatchScorecard_ODI.asp?MatchCode=3616,2014-02-22
151,Matches/MatchScorecard_ODI.asp?MatchCode=3615,2014-02-20
152,Matches/MatchScorecard_ODI.asp?MatchCode=3614,2014-02-17
153,Matches/MatchScorecard_T20.asp?MatchCode=0363,2014-02-14
154,Matches/MatchScorecard_ODI.asp?MatchCode=3708,2014-01-12
155,Matches/MatchScorecard_T20.asp?MatchCode=0402,2014-01-04
156,Matches/MatchScorecard_T20.asp?MatchCode=0320,2013-12-05
157,Matches/MatchScorecard_T20.asp?MatchCode=0319,2013-11-05
158,Matches/MatchScorecard_ODI.asp?MatchCode=3570,2013-10-31
159,Matches/MatchScorecard_ODI.asp?MatchCode=3567,2013-10-29
160,Matches/MatchScorecard_ODI.asp?MatchCode=3496,2013-08-05
161,Matches/MatchScorecard_T20.asp?MatchCode=0337,2013-06-11
162,Matches/MatchScorecard_ODI.asp?MatchCode=3495,2013-05-05
163,Matches/MatchScorecard_T20.asp?MatchCode=0316,2013-03-31
164,Matches/MatchScorecard_ODI.asp?MatchCode=3493,2013-03-28
165,Matches/MatchScorecard_ODI.asp?MatchCode=3492,2013-03-25
166,Matches/MatchScorecard_ODI.asp?MatchCode=3490,2013-03-23
167,Matches/MatchScorecard_ODI.asp?MatchCode=3573,2013-03-11
168,Matches/MatchScorecard_ODI.asp?MatchCode=3494,2013-03-05
169,Matches/MatchScorecard_ODI.asp?MatchCode=3450,2012-11-30
170,Matches/MatchScorecard_ODI.asp?MatchCode=3394,2012-11-03
171,Matches/MatchScorecard_T20.asp?MatchCode=0294,2012-10-12
172,Matches/MatchScorecard_T20.asp?MatchCode=0277,2012-09-25
173,Matches/MatchScorecard_T20.asp?MatchCode=0270,2012-09-21
174,Matches/MatchScorecard_ODI.asp?MatchCode=3454,2012-08-12
175,Matches/MatchScorecard_T20.asp?MatchCode=0256,2012-07-26
176,Matches/MatchScorecard_T20.asp?MatchCode=0255,2012-07-25
177,Matches/MatchScorecard_T20.asp?MatchCode=0254,2012-07-24
178,Matches/MatchScorecard_T20.asp?MatchCode=0253,2012-07-21
179,Matches/MatchScorecard_T20.asp?MatchCode=0252,2012-07-20
180,Matches/MatchScorecard_T20.asp?MatchCode=0251,2012-07-18
181,Matches/MatchScorecard_ODI.asp?MatchCode=3453,2012-07-12
182,Matches/MatchScorecard_ODI.asp?MatchCode=3452,2012-05-12
183,Matches/MatchScorecard_ODI.asp?MatchCode=3403,2012-03-22
184,Matches/MatchScorecard_ODI.asp?MatchCode=3401,2012-03-20
185,Matches/MatchScorecard_ODI.asp?MatchCode=3397,2012-03-16
186,Matches/MatchScorecard_ODI.asp?MatchCode=3451,2012-02-12
187,Matches/MatchScorecard_ODI.asp?MatchCode=3312,2011-12-08
188,Matches/MatchScorecard_T20.asp?MatchCode=0218,2011-11-29
189,Matches/MatchScorecard_ODI.asp?MatchCode=3285,2011-11-04
190,Matches/MatchScorecard_ODI.asp?MatchCode=3262,2011-11-03
191,Matches/MatchScorecard_ODI.asp?MatchCode=3284,2011-09-04
192,Matches/MatchScorecard_ODI.asp?MatchCode=3319,2011-08-21
193,Matches/MatchScorecard_ODI.asp?MatchCode=3317,2011-08-19
194,Matches/MatchScorecard_ODI.asp?MatchCode=3315,2011-08-16
195,Matches/MatchScorecard_ODI.asp?MatchCode=3313,2011-08-14
196,Matches/MatchScorecard_ODI.asp?MatchCode=3358,2011-06-12
197,Matches/MatchScorecard_ODI.asp?MatchCode=3286,2011-04-13
198,Matches/MatchScorecard_ODI.asp?MatchCode=3273,2011-03-19
199,Matches/MatchScorecard_ODI.asp?MatchCode=3266,2011-03-14
200,Matches/MatchScorecard_ODI.asp?MatchCode=3356,2011-03-12
201,Matches/MatchScorecard_ODI.asp?MatchCode=3235,2011-02-19
202,Matches/MatchScorecard_ODI.asp?MatchCode=3354,2011-01-12
203,Matches/MatchScorecard_ODI.asp?MatchCode=3156,2010-12-07
204,Matches/MatchScorecard_ODI.asp?MatchCode=3186,2010-11-10
205,Matches/MatchScorecard_ODI.asp?MatchCode=3083,2010-11-02
206,Matches/MatchScorecard_ODI.asp?MatchCode=3072,2010-11-01
207,Matches/MatchScorecard_ODI.asp?MatchCode=3190,2010-10-17
208,Matches/MatchScorecard_ODI.asp?MatchCode=3188,2010-10-14
209,Matches/MatchScorecard_ODI.asp?MatchCode=3155,2010-10-07
