,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4130,2018-10-02
1,Matches/MatchScorecard_ODI.asp?MatchCode=4128,2018-07-02
2,Matches/MatchScorecard_ODI.asp?MatchCode=4127,2018-04-02
3,Matches/MatchScorecard_ODI.asp?MatchCode=4135,2018-02-16
4,Matches/MatchScorecard_ODI.asp?MatchCode=4133,2018-02-13
5,Matches/MatchScorecard_ODI.asp?MatchCode=4126,2018-01-02
6,Matches/MatchScorecard_ODI.asp?MatchCode=4074,2017-09-28
7,Matches/MatchScorecard_ODI.asp?MatchCode=4071,2017-09-24
8,Matches/MatchScorecard_ODI.asp?MatchCode=4069,2017-09-21
9,Matches/MatchScorecard_ODI.asp?MatchCode=4067,2017-09-17
10,Matches/MatchScorecard_ODI.asp?MatchCode=4053,2017-06-30
11,Matches/MatchScorecard_ODI.asp?MatchCode=4052,2017-06-25
12,Matches/MatchScorecard_ODI.asp?MatchCode=4051,2017-06-23
13,Matches/MatchScorecard_ODI.asp?MatchCode=4057,2017-06-07
14,Matches/MatchScorecard_ODI.asp?MatchCode=4065,2017-03-09
15,Matches/MatchScorecard_ODI.asp?MatchCode=4056,2017-02-07
16,Matches/MatchScorecard_ODI.asp?MatchCode=3978,2017-01-22
17,Matches/MatchScorecard_ODI.asp?MatchCode=4076,2017-01-10
18,Matches/MatchScorecard_T20.asp?MatchCode=0510,2016-12-02
19,Matches/MatchScorecard_ODI.asp?MatchCode=3874,2016-12-01
20,Matches/MatchScorecard_ODI.asp?MatchCode=3955,2016-10-29
21,Matches/MatchScorecard_ODI.asp?MatchCode=3954,2016-10-26
22,Matches/MatchScorecard_ODI.asp?MatchCode=3953,2016-10-23
23,Matches/MatchScorecard_ODI.asp?MatchCode=3952,2016-10-20
24,Matches/MatchScorecard_ODI.asp?MatchCode=3951,2016-10-16
25,Matches/MatchScorecard_T20.asp?MatchCode=0509,2016-09-02
26,Matches/MatchScorecard_T20.asp?MatchCode=0576,2016-08-28
27,Matches/MatchScorecard_T20.asp?MatchCode=0575,2016-08-27
28,Matches/MatchScorecard_T20.asp?MatchCode=0569,2016-03-31
29,Matches/MatchScorecard_T20.asp?MatchCode=0525,2016-02-27
30,Matches/MatchScorecard_T20.asp?MatchCode=0511,2016-02-14
31,Matches/MatchScorecard_ODI.asp?MatchCode=3877,2016-01-20
32,Matches/MatchScorecard_ODI.asp?MatchCode=3876,2016-01-17
33,Matches/MatchScorecard_ODI.asp?MatchCode=3875,2016-01-15
34,Matches/MatchScorecard_ODI.asp?MatchCode=3815,2015-12-07
35,Matches/MatchScorecard_ODI.asp?MatchCode=3841,2015-11-10
36,Matches/MatchScorecard_ODI.asp?MatchCode=3851,2015-10-25
37,Matches/MatchScorecard_ODI.asp?MatchCode=3848,2015-10-22
38,Matches/MatchScorecard_ODI.asp?MatchCode=3845,2015-10-18
39,Matches/MatchScorecard_ODI.asp?MatchCode=3844,2015-10-14
40,Matches/MatchScorecard_ODI.asp?MatchCode=3812,2015-10-07
41,Matches/MatchScorecard_ODI.asp?MatchCode=3781,2015-10-03
