,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0706,2018-08-07
1,Matches/MatchScorecard_ODI.asp?MatchCode=4170,2018-06-24
2,Matches/MatchScorecard_T20.asp?MatchCode=0704,2018-06-07
3,Matches/MatchScorecard_ODI.asp?MatchCode=4125,2018-01-28
4,Matches/MatchScorecard_ODI.asp?MatchCode=4041,2017-10-06
5,Matches/MatchScorecard_ODI.asp?MatchCode=4075,2017-09-29
6,Matches/MatchScorecard_ODI.asp?MatchCode=4073,2017-09-27
7,Matches/MatchScorecard_ODI.asp?MatchCode=4021,2017-07-05
8,Matches/MatchScorecard_ODI.asp?MatchCode=4045,2017-06-14
9,Matches/MatchScorecard_ODI.asp?MatchCode=4036,2017-06-06
10,Matches/MatchScorecard_ODI.asp?MatchCode=4030,2017-05-29
11,Matches/MatchScorecard_ODI.asp?MatchCode=4029,2017-05-27
12,Matches/MatchScorecard_ODI.asp?MatchCode=4020,2017-05-05
13,Matches/MatchScorecard_ODI.asp?MatchCode=3978,2017-01-22
14,Matches/MatchScorecard_ODI.asp?MatchCode=3976,2017-01-19
15,Matches/MatchScorecard_ODI.asp?MatchCode=3974,2017-01-15
16,Matches/MatchScorecard_ODI.asp?MatchCode=4031,2017-01-06
17,Matches/MatchScorecard_ODI.asp?MatchCode=3949,2016-12-10
18,Matches/MatchScorecard_ODI.asp?MatchCode=3948,2016-09-10
19,Matches/MatchScorecard_ODI.asp?MatchCode=3946,2016-07-10
