,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4292,2019-11-05
1,Matches/MatchScorecard_ODI.asp?MatchCode=4375,2019-09-30
2,Matches/MatchScorecard_T20.asp?MatchCode=0947,2019-09-10
3,Matches/MatchScorecard_T20.asp?MatchCode=1050,2019-08-11
4,Matches/MatchScorecard_ODI.asp?MatchCode=4287,2019-08-05
5,Matches/MatchScorecard_ODI.asp?MatchCode=4340,2019-06-29
6,Matches/MatchScorecard_ODI.asp?MatchCode=4337,2019-06-26
7,Matches/MatchScorecard_ODI.asp?MatchCode=4334,2019-06-23
8,Matches/MatchScorecard_ODI.asp?MatchCode=4304,2019-05-31
9,Matches/MatchScorecard_ODI.asp?MatchCode=4294,2019-05-14
10,Matches/MatchScorecard_T20.asp?MatchCode=1044,2019-05-11
11,Matches/MatchScorecard_ODI.asp?MatchCode=4349,2019-05-07
12,Matches/MatchScorecard_T20.asp?MatchCode=0791,2019-05-05
13,Matches/MatchScorecard_ODI.asp?MatchCode=4277,2019-03-31
14,Matches/MatchScorecard_ODI.asp?MatchCode=4276,2019-03-29
15,Matches/MatchScorecard_ODI.asp?MatchCode=4275,2019-03-27
16,Matches/MatchScorecard_ODI.asp?MatchCode=4274,2019-03-23
17,Matches/MatchScorecard_ODI.asp?MatchCode=4273,2019-03-22
18,Matches/MatchScorecard_T20.asp?MatchCode=1041,2019-03-11
19,Matches/MatchScorecard_ODI.asp?MatchCode=4376,2019-02-10
20,Matches/MatchScorecard_ODI.asp?MatchCode=4227,2018-11-11
21,Matches/MatchScorecard_ODI.asp?MatchCode=4200,2018-09-21
22,Matches/MatchScorecard_T20.asp?MatchCode=0702,2018-05-07
23,Matches/MatchScorecard_T20.asp?MatchCode=0700,2018-04-07
24,Matches/MatchScorecard_T20.asp?MatchCode=0656,2018-01-28
25,Matches/MatchScorecard_T20.asp?MatchCode=0655,2018-01-25
26,Matches/MatchScorecard_T20.asp?MatchCode=0654,2018-01-22
27,Matches/MatchScorecard_ODI.asp?MatchCode=4114,2018-01-18
28,Matches/MatchScorecard_ODI.asp?MatchCode=4110,2018-01-16
29,Matches/MatchScorecard_ODI.asp?MatchCode=3802,2015-05-29
30,Matches/MatchScorecard_ODI.asp?MatchCode=3801,2015-05-26
31,Matches/MatchScorecard_T20.asp?MatchCode=0425,2015-04-24
32,Matches/MatchScorecard_ODI.asp?MatchCode=3799,2015-04-22
33,Matches/MatchScorecard_ODI.asp?MatchCode=3798,2015-04-19
34,Matches/MatchScorecard_ODI.asp?MatchCode=3797,2015-04-17
35,Matches/MatchScorecard_ODI.asp?MatchCode=3772,2015-04-03
36,Matches/MatchScorecard_ODI.asp?MatchCode=3792,2015-03-20
37,Matches/MatchScorecard_ODI.asp?MatchCode=3789,2015-03-15
38,Matches/MatchScorecard_ODI.asp?MatchCode=3747,2015-03-02
39,Matches/MatchScorecard_ODI.asp?MatchCode=3757,2015-02-21
40,Matches/MatchScorecard_ODI.asp?MatchCode=3751,2015-02-15
41,Matches/MatchScorecard_ODI.asp?MatchCode=3745,2015-01-31
42,Matches/MatchScorecard_ODI.asp?MatchCode=3770,2015-01-03
43,Matches/MatchScorecard_ODI.asp?MatchCode=3720,2014-12-19
44,Matches/MatchScorecard_ODI.asp?MatchCode=3719,2014-12-17
45,Matches/MatchScorecard_ODI.asp?MatchCode=3717,2014-12-14
46,Matches/MatchScorecard_ODI.asp?MatchCode=3715,2014-12-12
47,Matches/MatchScorecard_ODI.asp?MatchCode=3713,2014-08-12
48,Matches/MatchScorecard_T20.asp?MatchCode=0421,2014-05-12
49,Matches/MatchScorecard_T20.asp?MatchCode=0420,2014-04-12
50,Matches/MatchScorecard_ODI.asp?MatchCode=3546,2013-08-27
51,Matches/MatchScorecard_T20.asp?MatchCode=0326,2013-07-28
52,Matches/MatchScorecard_ODI.asp?MatchCode=3538,2013-07-24
53,Matches/MatchScorecard_ODI.asp?MatchCode=3535,2013-07-21
54,Matches/MatchScorecard_ODI.asp?MatchCode=3533,2013-07-19
