,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0638,2017-10-10
1,Matches/MatchScorecard_ODI.asp?MatchCode=4041,2017-10-06
2,Matches/MatchScorecard_T20.asp?MatchCode=0637,2017-07-10
3,Matches/MatchScorecard_ODI.asp?MatchCode=4035,2017-05-06
4,Matches/MatchScorecard_T20.asp?MatchCode=0612,2017-02-22
5,Matches/MatchScorecard_T20.asp?MatchCode=0611,2017-02-19
6,Matches/MatchScorecard_T20.asp?MatchCode=0610,2017-02-17
7,Matches/MatchScorecard_ODI.asp?MatchCode=4032,2017-02-06
8,Matches/MatchScorecard_T20.asp?MatchCode=0581,2016-09-09
9,Matches/MatchScorecard_ODI.asp?MatchCode=3924,2016-08-24
10,Matches/MatchScorecard_ODI.asp?MatchCode=3923,2016-08-21
11,Matches/MatchScorecard_T20.asp?MatchCode=0578,2016-06-09
12,Matches/MatchScorecard_ODI.asp?MatchCode=3738,2015-01-23
13,Matches/MatchScorecard_T20.asp?MatchCode=0371,2014-03-14
14,Matches/MatchScorecard_T20.asp?MatchCode=0359,2014-01-29
15,Matches/MatchScorecard_T20.asp?MatchCode=0335,2013-10-10
16,Matches/MatchScorecard_ODI.asp?MatchCode=3467,2013-01-23
17,Matches/MatchScorecard_ODI.asp?MatchCode=3465,2013-01-20
18,Matches/MatchScorecard_ODI.asp?MatchCode=3462,2013-01-18
19,Matches/MatchScorecard_ODI.asp?MatchCode=3045,2009-10-31
20,Matches/MatchScorecard_T20.asp?MatchCode=0084,2009-02-15
21,Matches/MatchScorecard_ODI.asp?MatchCode=3046,2009-02-11
