,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4354,2019-11-07
1,Matches/MatchScorecard_ODI.asp?MatchCode=4314,2019-08-06
2,Matches/MatchScorecard_ODI.asp?MatchCode=4287,2019-08-05
3,Matches/MatchScorecard_ODI.asp?MatchCode=4355,2019-07-14
4,Matches/MatchScorecard_ODI.asp?MatchCode=4342,2019-06-30
5,Matches/MatchScorecard_ODI.asp?MatchCode=4336,2019-06-25
6,Matches/MatchScorecard_ODI.asp?MatchCode=4331,2019-06-21
7,Matches/MatchScorecard_ODI.asp?MatchCode=4326,2019-06-18
8,Matches/MatchScorecard_ODI.asp?MatchCode=4321,2019-06-14
9,Matches/MatchScorecard_ODI.asp?MatchCode=4303,2019-05-30
10,Matches/MatchScorecard_ODI.asp?MatchCode=4297,2019-05-17
11,Matches/MatchScorecard_T20.asp?MatchCode=0791,2019-05-05
12,Matches/MatchScorecard_ODI.asp?MatchCode=4346,2019-03-07
13,Matches/MatchScorecard_ODI.asp?MatchCode=4308,2019-03-06
14,Matches/MatchScorecard_ODI.asp?MatchCode=4284,2019-03-05
