,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=1082,2020-12-02
1,Matches/MatchScorecard_ODI.asp?MatchCode=4408,2020-09-02
2,Matches/MatchScorecard_ODI.asp?MatchCode=4421,2020-07-03
3,Matches/MatchScorecard_ODI.asp?MatchCode=4405,2020-07-02
4,Matches/MatchScorecard_ODI.asp?MatchCode=4419,2020-04-03
5,Matches/MatchScorecard_ODI.asp?MatchCode=4401,2020-04-02
6,Matches/MatchScorecard_T20.asp?MatchCode=1089,2020-02-21
7,Matches/MatchScorecard_T20.asp?MatchCode=1084,2020-02-14
8,Matches/MatchScorecard_T20.asp?MatchCode=0669,2018-02-21
9,Matches/MatchScorecard_T20.asp?MatchCode=0667,2018-02-18
10,Matches/MatchScorecard_T20.asp?MatchCode=0630,2017-06-25
11,Matches/MatchScorecard_T20.asp?MatchCode=0629,2017-06-23
12,Matches/MatchScorecard_T20.asp?MatchCode=0628,2017-06-21
13,Matches/MatchScorecard_T20.asp?MatchCode=0605,2017-01-25
14,Matches/MatchScorecard_T20.asp?MatchCode=0604,2017-01-22
15,Matches/MatchScorecard_T20.asp?MatchCode=0603,2017-01-20
