,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=1081,2020-02-02
1,Matches/MatchScorecard_T20.asp?MatchCode=1079,2020-01-29
2,Matches/MatchScorecard_T20.asp?MatchCode=1077,2020-01-26
3,Matches/MatchScorecard_T20.asp?MatchCode=1074,2020-01-24
4,Matches/MatchScorecard_ODI.asp?MatchCode=4400,2020-01-19
5,Matches/MatchScorecard_ODI.asp?MatchCode=4399,2020-01-17
6,Matches/MatchScorecard_ODI.asp?MatchCode=4398,2020-01-14
7,Matches/MatchScorecard_ODI.asp?MatchCode=4388,2019-12-22
8,Matches/MatchScorecard_ODI.asp?MatchCode=4387,2019-12-18
9,Matches/MatchScorecard_ODI.asp?MatchCode=4385,2019-12-15
10,Matches/MatchScorecard_ODI.asp?MatchCode=4234,2019-12-01
11,Matches/MatchScorecard_T20.asp?MatchCode=1067,2019-11-12
12,Matches/MatchScorecard_ODI.asp?MatchCode=4360,2019-11-08
13,Matches/MatchScorecard_T20.asp?MatchCode=1055,2019-10-11
14,Matches/MatchScorecard_ODI.asp?MatchCode=4268,2019-10-03
15,Matches/MatchScorecard_T20.asp?MatchCode=0745,2019-10-02
16,Matches/MatchScorecard_T20.asp?MatchCode=0926,2019-09-22
17,Matches/MatchScorecard_T20.asp?MatchCode=0921,2019-09-18
18,Matches/MatchScorecard_ODI.asp?MatchCode=4353,2019-09-07
19,Matches/MatchScorecard_ODI.asp?MatchCode=4316,2019-09-06
20,Matches/MatchScorecard_ODI.asp?MatchCode=4362,2019-08-14
21,Matches/MatchScorecard_T20.asp?MatchCode=1065,2019-08-12
22,Matches/MatchScorecard_ODI.asp?MatchCode=4359,2019-08-08
23,Matches/MatchScorecard_ODI.asp?MatchCode=4266,2019-08-03
24,Matches/MatchScorecard_T20.asp?MatchCode=0744,2019-08-02
25,Matches/MatchScorecard_T20.asp?MatchCode=1047,2019-07-11
26,Matches/MatchScorecard_ODI.asp?MatchCode=4342,2019-06-30
27,Matches/MatchScorecard_ODI.asp?MatchCode=4338,2019-06-27
28,Matches/MatchScorecard_ODI.asp?MatchCode=4332,2019-06-22
29,Matches/MatchScorecard_ODI.asp?MatchCode=4324,2019-06-16
30,Matches/MatchScorecard_T20.asp?MatchCode=1063,2019-06-12
31,Matches/MatchScorecard_ODI.asp?MatchCode=4350,2019-06-07
32,Matches/MatchScorecard_T20.asp?MatchCode=0742,2019-06-02
33,Matches/MatchScorecard_ODI.asp?MatchCode=4310,2019-05-06
34,Matches/MatchScorecard_ODI.asp?MatchCode=4263,2019-05-03
35,Matches/MatchScorecard_T20.asp?MatchCode=0874,2019-04-08
36,Matches/MatchScorecard_ODI.asp?MatchCode=4270,2019-03-13
37,Matches/MatchScorecard_T20.asp?MatchCode=1042,2019-03-11
38,Matches/MatchScorecard_T20.asp?MatchCode=0872,2019-03-08
39,Matches/MatchScorecard_ODI.asp?MatchCode=4249,2019-03-02
40,Matches/MatchScorecard_T20.asp?MatchCode=0766,2019-02-24
41,Matches/MatchScorecard_ODI.asp?MatchCode=4345,2019-02-07
42,Matches/MatchScorecard_ODI.asp?MatchCode=4258,2019-02-03
43,Matches/MatchScorecard_ODI.asp?MatchCode=4248,2019-01-31
44,Matches/MatchScorecard_ODI.asp?MatchCode=4245,2019-01-28
45,Matches/MatchScorecard_ODI.asp?MatchCode=4242,2019-01-26
46,Matches/MatchScorecard_ODI.asp?MatchCode=4239,2019-01-23
47,Matches/MatchScorecard_ODI.asp?MatchCode=4236,2019-01-18
48,Matches/MatchScorecard_ODI.asp?MatchCode=4235,2019-01-15
49,Matches/MatchScorecard_ODI.asp?MatchCode=4171,2018-12-07
50,Matches/MatchScorecard_T20.asp?MatchCode=0674,2018-12-03
51,Matches/MatchScorecard_T20.asp?MatchCode=0732,2018-11-25
52,Matches/MatchScorecard_T20.asp?MatchCode=0731,2018-11-23
53,Matches/MatchScorecard_T20.asp?MatchCode=0730,2018-11-21
54,Matches/MatchScorecard_T20.asp?MatchCode=0728,2018-11-11
55,Matches/MatchScorecard_ODI.asp?MatchCode=4220,2018-10-29
56,Matches/MatchScorecard_ODI.asp?MatchCode=4219,2018-10-27
57,Matches/MatchScorecard_ODI.asp?MatchCode=4216,2018-10-24
58,Matches/MatchScorecard_ODI.asp?MatchCode=4213,2018-10-21
59,Matches/MatchScorecard_ODI.asp?MatchCode=4130,2018-10-02
60,Matches/MatchScorecard_ODI.asp?MatchCode=4205,2018-09-28
61,Matches/MatchScorecard_ODI.asp?MatchCode=4201,2018-09-23
62,Matches/MatchScorecard_ODI.asp?MatchCode=4199,2018-09-21
63,Matches/MatchScorecard_ODI.asp?MatchCode=4197,2018-09-19
64,Matches/MatchScorecard_ODI.asp?MatchCode=4196,2018-09-18
65,Matches/MatchScorecard_T20.asp?MatchCode=0706,2018-08-07
66,Matches/MatchScorecard_T20.asp?MatchCode=0672,2018-08-03
67,Matches/MatchScorecard_ODI.asp?MatchCode=4175,2018-07-17
