,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=3285,2011-11-04
1,Matches/MatchScorecard_ODI.asp?MatchCode=3233,2011-06-02
2,Matches/MatchScorecard_ODI.asp?MatchCode=3286,2011-04-13
3,Matches/MatchScorecard_ODI.asp?MatchCode=3229,2011-02-02
4,Matches/MatchScorecard_ODI.asp?MatchCode=3202,2010-07-11
5,Matches/MatchScorecard_ODI.asp?MatchCode=3015,2009-12-09
6,Matches/MatchScorecard_ODI.asp?MatchCode=2941,2009-10-02
7,Matches/MatchScorecard_ODI.asp?MatchCode=3030,2009-09-30
8,Matches/MatchScorecard_ODI.asp?MatchCode=3028,2009-09-28
9,Matches/MatchScorecard_ODI.asp?MatchCode=3024,2009-09-26
10,Matches/MatchScorecard_ODI.asp?MatchCode=3018,2009-09-17
11,Matches/MatchScorecard_ODI.asp?MatchCode=3017,2009-09-15
12,Matches/MatchScorecard_ODI.asp?MatchCode=3012,2009-09-09
13,Matches/MatchScorecard_ODI.asp?MatchCode=2961,2009-09-04
14,Matches/MatchScorecard_ODI.asp?MatchCode=2939,2009-08-02
15,Matches/MatchScorecard_T20.asp?MatchCode=0090,2009-07-05
16,Matches/MatchScorecard_ODI.asp?MatchCode=3010,2009-06-09
17,Matches/MatchScorecard_ODI.asp?MatchCode=2938,2009-06-02
18,Matches/MatchScorecard_ODI.asp?MatchCode=3034,2009-05-10
19,Matches/MatchScorecard_ODI.asp?MatchCode=2956,2009-05-04
20,Matches/MatchScorecard_ODI.asp?MatchCode=2969,2009-04-27
21,Matches/MatchScorecard_ODI.asp?MatchCode=2968,2009-04-24
22,Matches/MatchScorecard_ODI.asp?MatchCode=2967,2009-04-22
23,Matches/MatchScorecard_ODI.asp?MatchCode=2963,2009-04-17
24,Matches/MatchScorecard_ODI.asp?MatchCode=2962,2009-04-13
25,Matches/MatchScorecard_ODI.asp?MatchCode=3009,2009-04-09
26,Matches/MatchScorecard_T20.asp?MatchCode=0089,2009-03-29
27,Matches/MatchScorecard_ODI.asp?MatchCode=2971,2009-03-05
28,Matches/MatchScorecard_ODI.asp?MatchCode=2954,2009-03-04
29,Matches/MatchScorecard_T20.asp?MatchCode=0084,2009-02-15
30,Matches/MatchScorecard_ODI.asp?MatchCode=2942,2009-02-13
31,Matches/MatchScorecard_ODI.asp?MatchCode=3032,2009-02-10
32,Matches/MatchScorecard_ODI.asp?MatchCode=2970,2009-01-05
