,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0634,2017-12-09
1,Matches/MatchScorecard_T20.asp?MatchCode=0635,2017-09-13
2,Matches/MatchScorecard_ODI.asp?MatchCode=3944,2016-05-10
3,Matches/MatchScorecard_ODI.asp?MatchCode=3776,2015-07-03
4,Matches/MatchScorecard_ODI.asp?MatchCode=3772,2015-04-03
5,Matches/MatchScorecard_ODI.asp?MatchCode=3792,2015-03-20
6,Matches/MatchScorecard_ODI.asp?MatchCode=3789,2015-03-15
7,Matches/MatchScorecard_ODI.asp?MatchCode=3757,2015-02-21
8,Matches/MatchScorecard_ODI.asp?MatchCode=3751,2015-02-15
9,Matches/MatchScorecard_ODI.asp?MatchCode=3770,2015-01-03
10,Matches/MatchScorecard_T20.asp?MatchCode=0208,2011-09-18
11,Matches/MatchScorecard_T20.asp?MatchCode=0207,2011-09-16
12,Matches/MatchScorecard_ODI.asp?MatchCode=3330,2011-09-14
13,Matches/MatchScorecard_ODI.asp?MatchCode=2925,2009-01-24
14,Matches/MatchScorecard_T20.asp?MatchCode=0071,2008-10-10
15,Matches/MatchScorecard_ODI.asp?MatchCode=2814,2008-04-16
16,Matches/MatchScorecard_ODI.asp?MatchCode=2812,2008-04-13
17,Matches/MatchScorecard_ODI.asp?MatchCode=2779,2008-01-30
