,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4005,2017-09-03
1,Matches/MatchScorecard_ODI.asp?MatchCode=4030,2017-05-29
2,Matches/MatchScorecard_ODI.asp?MatchCode=4004,2017-05-03
3,Matches/MatchScorecard_ODI.asp?MatchCode=4001,2017-03-03
4,Matches/MatchScorecard_ODI.asp?MatchCode=3805,2015-12-06
5,Matches/MatchScorecard_ODI.asp?MatchCode=3804,2015-09-06
6,Matches/MatchScorecard_T20.asp?MatchCode=0465,2015-08-31
7,Matches/MatchScorecard_ODI.asp?MatchCode=3832,2015-08-09
8,Matches/MatchScorecard_ODI.asp?MatchCode=3800,2015-08-05
9,Matches/MatchScorecard_T20.asp?MatchCode=0432,2015-06-23
10,Matches/MatchScorecard_ODI.asp?MatchCode=3809,2015-06-20
11,Matches/MatchScorecard_ODI.asp?MatchCode=3807,2015-06-17
12,Matches/MatchScorecard_ODI.asp?MatchCode=3806,2015-06-14
13,Matches/MatchScorecard_ODI.asp?MatchCode=3831,2015-05-09
14,Matches/MatchScorecard_ODI.asp?MatchCode=3830,2015-03-09
15,Matches/MatchScorecard_ODI.asp?MatchCode=3761,2015-02-23
16,Matches/MatchScorecard_ODI.asp?MatchCode=3756,2015-02-20
17,Matches/MatchScorecard_ODI.asp?MatchCode=3749,2015-02-14
18,Matches/MatchScorecard_ODI.asp?MatchCode=3744,2015-01-30
19,Matches/MatchScorecard_ODI.asp?MatchCode=3738,2015-01-23
20,Matches/MatchScorecard_ODI.asp?MatchCode=3735,2015-01-20
21,Matches/MatchScorecard_ODI.asp?MatchCode=3727,2015-01-16
22,Matches/MatchScorecard_ODI.asp?MatchCode=3769,2015-01-03
23,Matches/MatchScorecard_ODI.asp?MatchCode=3746,2015-01-02
24,Matches/MatchScorecard_ODI.asp?MatchCode=3716,2014-12-13
25,Matches/MatchScorecard_ODI.asp?MatchCode=3706,2014-11-29
26,Matches/MatchScorecard_ODI.asp?MatchCode=3714,2014-10-12
27,Matches/MatchScorecard_ODI.asp?MatchCode=3667,2014-08-30
28,Matches/MatchScorecard_ODI.asp?MatchCode=3712,2014-07-12
29,Matches/MatchScorecard_T20.asp?MatchCode=0411,2014-07-09
30,Matches/MatchScorecard_ODI.asp?MatchCode=3672,2014-05-09
31,Matches/MatchScorecard_ODI.asp?MatchCode=3710,2014-03-12
32,Matches/MatchScorecard_ODI.asp?MatchCode=3670,2014-02-09
33,Matches/MatchScorecard_T20.asp?MatchCode=0305,2013-12-02
34,Matches/MatchScorecard_ODI.asp?MatchCode=3557,2013-11-09
35,Matches/MatchScorecard_ODI.asp?MatchCode=3459,2013-11-01
36,Matches/MatchScorecard_ODI.asp?MatchCode=3558,2013-09-14
37,Matches/MatchScorecard_T20.asp?MatchCode=0304,2013-09-02
38,Matches/MatchScorecard_T20.asp?MatchCode=0333,2013-08-31
39,Matches/MatchScorecard_T20.asp?MatchCode=0332,2013-08-29
40,Matches/MatchScorecard_ODI.asp?MatchCode=3555,2013-08-09
41,Matches/MatchScorecard_ODI.asp?MatchCode=3517,2013-06-19
42,Matches/MatchScorecard_ODI.asp?MatchCode=3504,2013-05-06
43,Matches/MatchScorecard_ODI.asp?MatchCode=3551,2013-03-09
44,Matches/MatchScorecard_ODI.asp?MatchCode=3479,2013-02-23
45,Matches/MatchScorecard_ODI.asp?MatchCode=3477,2013-02-20
46,Matches/MatchScorecard_ODI.asp?MatchCode=3476,2013-02-17
47,Matches/MatchScorecard_T20.asp?MatchCode=0307,2013-02-15
48,Matches/MatchScorecard_ODI.asp?MatchCode=3470,2013-01-27
49,Matches/MatchScorecard_ODI.asp?MatchCode=3468,2013-01-23
50,Matches/MatchScorecard_ODI.asp?MatchCode=3463,2013-01-19
51,Matches/MatchScorecard_ODI.asp?MatchCode=3461,2013-01-15
52,Matches/MatchScorecard_T20.asp?MatchCode=0263,2012-10-09
53,Matches/MatchScorecard_ODI.asp?MatchCode=3426,2012-10-07
54,Matches/MatchScorecard_T20.asp?MatchCode=0282,2012-09-29
55,Matches/MatchScorecard_T20.asp?MatchCode=0279,2012-09-27
56,Matches/MatchScorecard_T20.asp?MatchCode=0275,2012-09-23
57,Matches/MatchScorecard_T20.asp?MatchCode=0271,2012-09-21
58,Matches/MatchScorecard_ODI.asp?MatchCode=3440,2012-08-31
59,Matches/MatchScorecard_ODI.asp?MatchCode=3438,2012-08-28
60,Matches/MatchScorecard_ODI.asp?MatchCode=3436,2012-08-24
61,Matches/MatchScorecard_T20.asp?MatchCode=0261,2012-08-09
62,Matches/MatchScorecard_ODI.asp?MatchCode=3423,2012-07-07
63,Matches/MatchScorecard_ODI.asp?MatchCode=3417,2012-06-29
64,Matches/MatchScorecard_T20.asp?MatchCode=0248,2012-06-24
65,Matches/MatchScorecard_ODI.asp?MatchCode=3414,2012-06-19
66,Matches/MatchScorecard_ODI.asp?MatchCode=3412,2012-06-16
67,Matches/MatchScorecard_T20.asp?MatchCode=0231,2012-02-27
68,Matches/MatchScorecard_T20.asp?MatchCode=0230,2012-02-25
