,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4317,2019-10-06
1,Matches/MatchScorecard_ODI.asp?MatchCode=4269,2019-10-03
2,Matches/MatchScorecard_ODI.asp?MatchCode=4339,2019-06-28
3,Matches/MatchScorecard_ODI.asp?MatchCode=4334,2019-06-23
4,Matches/MatchScorecard_ODI.asp?MatchCode=4328,2019-06-19
5,Matches/MatchScorecard_ODI.asp?MatchCode=4323,2019-06-15
6,Matches/MatchScorecard_ODI.asp?MatchCode=4351,2019-06-07
7,Matches/MatchScorecard_ODI.asp?MatchCode=4264,2019-06-03
8,Matches/MatchScorecard_ODI.asp?MatchCode=4303,2019-05-30
9,Matches/MatchScorecard_ODI.asp?MatchCode=4310,2019-05-06
10,Matches/MatchScorecard_T20.asp?MatchCode=0773,2019-03-19
11,Matches/MatchScorecard_ODI.asp?MatchCode=4272,2019-03-16
12,Matches/MatchScorecard_ODI.asp?MatchCode=4261,2019-03-03
13,Matches/MatchScorecard_ODI.asp?MatchCode=4307,2019-02-06
14,Matches/MatchScorecard_ODI.asp?MatchCode=4247,2019-01-30
15,Matches/MatchScorecard_ODI.asp?MatchCode=4244,2019-01-27
16,Matches/MatchScorecard_ODI.asp?MatchCode=4237,2019-01-19
17,Matches/MatchScorecard_ODI.asp?MatchCode=4226,2018-11-11
18,Matches/MatchScorecard_ODI.asp?MatchCode=4206,2018-09-30
19,Matches/MatchScorecard_ODI.asp?MatchCode=4224,2018-09-11
20,Matches/MatchScorecard_T20.asp?MatchCode=0715,2018-09-10
21,Matches/MatchScorecard_ODI.asp?MatchCode=4128,2018-07-02
22,Matches/MatchScorecard_ODI.asp?MatchCode=4208,2018-06-10
23,Matches/MatchScorecard_ODI.asp?MatchCode=4222,2018-04-11
24,Matches/MatchScorecard_ODI.asp?MatchCode=4127,2018-04-02
25,Matches/MatchScorecard_ODI.asp?MatchCode=4207,2018-03-10
26,Matches/MatchScorecard_ODI.asp?MatchCode=4135,2018-02-16
27,Matches/MatchScorecard_ODI.asp?MatchCode=4126,2018-01-02
28,Matches/MatchScorecard_T20.asp?MatchCode=0634,2017-12-09
29,Matches/MatchScorecard_ODI.asp?MatchCode=4042,2017-11-06
30,Matches/MatchScorecard_ODI.asp?MatchCode=4086,2017-10-22
31,Matches/MatchScorecard_ODI.asp?MatchCode=4083,2017-10-18
32,Matches/MatchScorecard_ODI.asp?MatchCode=4080,2017-10-15
33,Matches/MatchScorecard_ODI.asp?MatchCode=3990,2017-10-02
34,Matches/MatchScorecard_T20.asp?MatchCode=0636,2017-09-15
35,Matches/MatchScorecard_T20.asp?MatchCode=0635,2017-09-13
36,Matches/MatchScorecard_ODI.asp?MatchCode=4037,2017-07-06
37,Matches/MatchScorecard_ODI.asp?MatchCode=3989,2017-07-02
38,Matches/MatchScorecard_T20.asp?MatchCode=0630,2017-06-25
39,Matches/MatchScorecard_T20.asp?MatchCode=0628,2017-06-21
40,Matches/MatchScorecard_ODI.asp?MatchCode=4028,2017-05-24
41,Matches/MatchScorecard_ODI.asp?MatchCode=4002,2017-04-03
42,Matches/MatchScorecard_ODI.asp?MatchCode=3987,2017-04-02
43,Matches/MatchScorecard_ODI.asp?MatchCode=4033,2017-03-06
44,Matches/MatchScorecard_ODI.asp?MatchCode=3997,2017-02-25
45,Matches/MatchScorecard_ODI.asp?MatchCode=3995,2017-02-22
