,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4408,2020-09-02
1,Matches/MatchScorecard_ODI.asp?MatchCode=4405,2020-07-02
2,Matches/MatchScorecard_ODI.asp?MatchCode=4401,2020-04-02
3,Matches/MatchScorecard_ODI.asp?MatchCode=4354,2019-11-07
4,Matches/MatchScorecard_ODI.asp?MatchCode=4292,2019-11-05
5,Matches/MatchScorecard_T20.asp?MatchCode=0770,2019-10-03
6,Matches/MatchScorecard_ODI.asp?MatchCode=4314,2019-08-06
7,Matches/MatchScorecard_ODI.asp?MatchCode=4287,2019-08-05
8,Matches/MatchScorecard_T20.asp?MatchCode=0769,2019-08-03
9,Matches/MatchScorecard_ODI.asp?MatchCode=4355,2019-07-14
10,Matches/MatchScorecard_ODI.asp?MatchCode=4342,2019-06-30
11,Matches/MatchScorecard_ODI.asp?MatchCode=4336,2019-06-25
12,Matches/MatchScorecard_ODI.asp?MatchCode=4331,2019-06-21
13,Matches/MatchScorecard_ODI.asp?MatchCode=4326,2019-06-18
14,Matches/MatchScorecard_ODI.asp?MatchCode=4321,2019-06-14
15,Matches/MatchScorecard_ODI.asp?MatchCode=4303,2019-05-30
16,Matches/MatchScorecard_ODI.asp?MatchCode=4300,2019-05-19
17,Matches/MatchScorecard_ODI.asp?MatchCode=4297,2019-05-17
18,Matches/MatchScorecard_ODI.asp?MatchCode=4294,2019-05-14
19,Matches/MatchScorecard_T20.asp?MatchCode=0791,2019-05-05
20,Matches/MatchScorecard_T20.asp?MatchCode=0768,2019-05-03
21,Matches/MatchScorecard_ODI.asp?MatchCode=4346,2019-03-07
22,Matches/MatchScorecard_ODI.asp?MatchCode=4308,2019-03-06
23,Matches/MatchScorecard_ODI.asp?MatchCode=4284,2019-03-05
24,Matches/MatchScorecard_ODI.asp?MatchCode=4256,2019-02-27
25,Matches/MatchScorecard_ODI.asp?MatchCode=4255,2019-02-25
26,Matches/MatchScorecard_ODI.asp?MatchCode=4254,2019-02-22
27,Matches/MatchScorecard_ODI.asp?MatchCode=4253,2019-02-20
28,Matches/MatchScorecard_ODI.asp?MatchCode=4260,2019-01-03
29,Matches/MatchScorecard_ODI.asp?MatchCode=4171,2018-12-07
30,Matches/MatchScorecard_ODI.asp?MatchCode=4215,2018-10-23
31,Matches/MatchScorecard_ODI.asp?MatchCode=4212,2018-10-20
32,Matches/MatchScorecard_ODI.asp?MatchCode=4211,2018-10-17
33,Matches/MatchScorecard_ODI.asp?MatchCode=4210,2018-10-13
34,Matches/MatchScorecard_ODI.asp?MatchCode=4209,2018-10-10
35,Matches/MatchScorecard_ODI.asp?MatchCode=4165,2018-10-06
36,Matches/MatchScorecard_ODI.asp?MatchCode=4149,2018-10-03
37,Matches/MatchScorecard_ODI.asp?MatchCode=4175,2018-07-17
38,Matches/MatchScorecard_ODI.asp?MatchCode=4173,2018-07-14
39,Matches/MatchScorecard_T20.asp?MatchCode=0694,2018-06-27
40,Matches/MatchScorecard_ODI.asp?MatchCode=4170,2018-06-24
41,Matches/MatchScorecard_ODI.asp?MatchCode=4169,2018-06-21
42,Matches/MatchScorecard_ODI.asp?MatchCode=4168,2018-06-19
43,Matches/MatchScorecard_ODI.asp?MatchCode=4167,2018-06-16
44,Matches/MatchScorecard_ODI.asp?MatchCode=4166,2018-06-13
45,Matches/MatchScorecard_T20.asp?MatchCode=0704,2018-06-07
46,Matches/MatchScorecard_ODI.asp?MatchCode=4146,2018-06-03
47,Matches/MatchScorecard_T20.asp?MatchCode=0699,2018-03-07
48,Matches/MatchScorecard_ODI.asp?MatchCode=4139,2018-03-03
49,Matches/MatchScorecard_ODI.asp?MatchCode=4138,2018-02-28
50,Matches/MatchScorecard_ODI.asp?MatchCode=4137,2018-02-25
51,Matches/MatchScorecard_ODI.asp?MatchCode=4125,2018-01-28
52,Matches/MatchScorecard_ODI.asp?MatchCode=4123,2018-01-26
53,Matches/MatchScorecard_ODI.asp?MatchCode=4117,2018-01-21
54,Matches/MatchScorecard_ODI.asp?MatchCode=4115,2018-01-18
55,Matches/MatchScorecard_ODI.asp?MatchCode=4108,2018-01-14
56,Matches/MatchScorecard_ODI.asp?MatchCode=4041,2017-10-06
57,Matches/MatchScorecard_ODI.asp?MatchCode=4075,2017-09-29
58,Matches/MatchScorecard_ODI.asp?MatchCode=4073,2017-09-27
59,Matches/MatchScorecard_ODI.asp?MatchCode=4072,2017-09-24
60,Matches/MatchScorecard_ODI.asp?MatchCode=4070,2017-09-21
61,Matches/MatchScorecard_ODI.asp?MatchCode=4068,2017-09-19
62,Matches/MatchScorecard_T20.asp?MatchCode=0633,2017-09-16
63,Matches/MatchScorecard_ODI.asp?MatchCode=4005,2017-09-03
64,Matches/MatchScorecard_ODI.asp?MatchCode=4021,2017-07-05
65,Matches/MatchScorecard_ODI.asp?MatchCode=4045,2017-06-14
66,Matches/MatchScorecard_ODI.asp?MatchCode=4036,2017-06-06
67,Matches/MatchScorecard_ODI.asp?MatchCode=4030,2017-05-29
68,Matches/MatchScorecard_ODI.asp?MatchCode=4029,2017-05-27
69,Matches/MatchScorecard_ODI.asp?MatchCode=4028,2017-05-24
70,Matches/MatchScorecard_ODI.asp?MatchCode=4020,2017-05-05
71,Matches/MatchScorecard_ODI.asp?MatchCode=4004,2017-05-03
72,Matches/MatchScorecard_ODI.asp?MatchCode=4001,2017-03-03
73,Matches/MatchScorecard_T20.asp?MatchCode=0607,2017-01-29
74,Matches/MatchScorecard_T20.asp?MatchCode=0606,2017-01-26
75,Matches/MatchScorecard_ODI.asp?MatchCode=3976,2017-01-19
76,Matches/MatchScorecard_ODI.asp?MatchCode=3974,2017-01-15
77,Matches/MatchScorecard_ODI.asp?MatchCode=4031,2017-01-06
78,Matches/MatchScorecard_T20.asp?MatchCode=0608,2017-01-02
79,Matches/MatchScorecard_ODI.asp?MatchCode=3890,2016-12-02
80,Matches/MatchScorecard_ODI.asp?MatchCode=3889,2016-09-02
81,Matches/MatchScorecard_ODI.asp?MatchCode=3928,2016-08-30
82,Matches/MatchScorecard_ODI.asp?MatchCode=3926,2016-08-27
83,Matches/MatchScorecard_ODI.asp?MatchCode=3925,2016-08-24
84,Matches/MatchScorecard_T20.asp?MatchCode=0580,2016-07-09
85,Matches/MatchScorecard_ODI.asp?MatchCode=3910,2016-06-29
86,Matches/MatchScorecard_ODI.asp?MatchCode=3908,2016-06-26
87,Matches/MatchScorecard_ODI.asp?MatchCode=3906,2016-06-24
88,Matches/MatchScorecard_ODI.asp?MatchCode=3904,2016-06-21
89,Matches/MatchScorecard_ODI.asp?MatchCode=3887,2016-06-02
90,Matches/MatchScorecard_ODI.asp?MatchCode=3932,2016-04-09
91,Matches/MatchScorecard_T20.asp?MatchCode=0568,2016-03-30
92,Matches/MatchScorecard_T20.asp?MatchCode=0564,2016-03-26
93,Matches/MatchScorecard_T20.asp?MatchCode=0559,2016-03-23
94,Matches/MatchScorecard_T20.asp?MatchCode=0553,2016-03-18
95,Matches/MatchScorecard_T20.asp?MatchCode=0550,2016-03-16
96,Matches/MatchScorecard_T20.asp?MatchCode=0570,2016-03-04
