,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4317,2019-10-06
1,Matches/MatchScorecard_ODI.asp?MatchCode=4339,2019-06-28
2,Matches/MatchScorecard_ODI.asp?MatchCode=4334,2019-06-23
3,Matches/MatchScorecard_ODI.asp?MatchCode=4328,2019-06-19
4,Matches/MatchScorecard_ODI.asp?MatchCode=4323,2019-06-15
5,Matches/MatchScorecard_ODI.asp?MatchCode=4351,2019-06-07
6,Matches/MatchScorecard_T20.asp?MatchCode=0743,2019-06-02
7,Matches/MatchScorecard_ODI.asp?MatchCode=4310,2019-05-06
8,Matches/MatchScorecard_T20.asp?MatchCode=0781,2019-03-24
9,Matches/MatchScorecard_T20.asp?MatchCode=0776,2019-03-22
10,Matches/MatchScorecard_T20.asp?MatchCode=0741,2019-03-02
11,Matches/MatchScorecard_ODI.asp?MatchCode=4307,2019-02-06
12,Matches/MatchScorecard_T20.asp?MatchCode=0740,2019-01-02
13,Matches/MatchScorecard_T20.asp?MatchCode=0729,2018-11-17
14,Matches/MatchScorecard_ODI.asp?MatchCode=4130,2018-10-02
15,Matches/MatchScorecard_ODI.asp?MatchCode=4128,2018-07-02
16,Matches/MatchScorecard_ODI.asp?MatchCode=4127,2018-04-02
17,Matches/MatchScorecard_T20.asp?MatchCode=0670,2018-02-24
18,Matches/MatchScorecard_T20.asp?MatchCode=0669,2018-02-21
19,Matches/MatchScorecard_T20.asp?MatchCode=0667,2018-02-18
20,Matches/MatchScorecard_ODI.asp?MatchCode=4135,2018-02-16
21,Matches/MatchScorecard_ODI.asp?MatchCode=4126,2018-01-02
22,Matches/MatchScorecard_ODI.asp?MatchCode=4042,2017-11-06
23,Matches/MatchScorecard_ODI.asp?MatchCode=3990,2017-10-02
24,Matches/MatchScorecard_ODI.asp?MatchCode=4037,2017-07-06
25,Matches/MatchScorecard_T20.asp?MatchCode=0630,2017-06-25
26,Matches/MatchScorecard_T20.asp?MatchCode=0629,2017-06-23
27,Matches/MatchScorecard_ODI.asp?MatchCode=4030,2017-05-29
28,Matches/MatchScorecard_ODI.asp?MatchCode=4029,2017-05-27
29,Matches/MatchScorecard_ODI.asp?MatchCode=4028,2017-05-24
30,Matches/MatchScorecard_ODI.asp?MatchCode=4002,2017-04-03
31,Matches/MatchScorecard_ODI.asp?MatchCode=3987,2017-04-02
32,Matches/MatchScorecard_ODI.asp?MatchCode=4033,2017-03-06
33,Matches/MatchScorecard_ODI.asp?MatchCode=3995,2017-02-22
34,Matches/MatchScorecard_ODI.asp?MatchCode=3992,2017-02-19
35,Matches/MatchScorecard_T20.asp?MatchCode=0609,2017-02-17
36,Matches/MatchScorecard_ODI.asp?MatchCode=3983,2017-01-28
37,Matches/MatchScorecard_ODI.asp?MatchCode=3999,2017-01-03
38,Matches/MatchScorecard_ODI.asp?MatchCode=3985,2017-01-02
39,Matches/MatchScorecard_ODI.asp?MatchCode=3890,2016-12-02
40,Matches/MatchScorecard_ODI.asp?MatchCode=3907,2016-06-24
41,Matches/MatchScorecard_ODI.asp?MatchCode=3903,2016-06-19
42,Matches/MatchScorecard_ODI.asp?MatchCode=3900,2016-06-15
43,Matches/MatchScorecard_T20.asp?MatchCode=0533,2016-06-03
44,Matches/MatchScorecard_T20.asp?MatchCode=0532,2016-04-03
45,Matches/MatchScorecard_T20.asp?MatchCode=0562,2016-03-25
46,Matches/MatchScorecard_T20.asp?MatchCode=0555,2016-03-20
47,Matches/MatchScorecard_T20.asp?MatchCode=0553,2016-03-18
48,Matches/MatchScorecard_ODI.asp?MatchCode=3892,2016-03-06
49,Matches/MatchScorecard_ODI.asp?MatchCode=3885,2016-03-02
50,Matches/MatchScorecard_T20.asp?MatchCode=0518,2016-02-21
51,Matches/MatchScorecard_T20.asp?MatchCode=0516,2016-02-19
52,Matches/MatchScorecard_ODI.asp?MatchCode=3891,2016-02-14
53,Matches/MatchScorecard_ODI.asp?MatchCode=3816,2015-12-07
54,Matches/MatchScorecard_ODI.asp?MatchCode=3848,2015-10-22
55,Matches/MatchScorecard_ODI.asp?MatchCode=3813,2015-10-07
56,Matches/MatchScorecard_T20.asp?MatchCode=0469,2015-05-10
57,Matches/MatchScorecard_T20.asp?MatchCode=0468,2015-02-10
58,Matches/MatchScorecard_ODI.asp?MatchCode=3509,2013-10-06
59,Matches/MatchScorecard_ODI.asp?MatchCode=3536,2013-07-23
60,Matches/MatchScorecard_ODI.asp?MatchCode=3534,2013-07-20
61,Matches/MatchScorecard_ODI.asp?MatchCode=3517,2013-06-19
62,Matches/MatchScorecard_ODI.asp?MatchCode=3513,2013-06-14
63,Matches/MatchScorecard_T20.asp?MatchCode=0311,2013-03-03
64,Matches/MatchScorecard_T20.asp?MatchCode=0296,2012-12-21
