,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4397,2020-12-01
1,Matches/MatchScorecard_ODI.asp?MatchCode=4394,2020-09-01
2,Matches/MatchScorecard_ODI.asp?MatchCode=4391,2020-07-01
3,Matches/MatchScorecard_ODI.asp?MatchCode=4291,2019-11-05
4,Matches/MatchScorecard_ODI.asp?MatchCode=4267,2019-10-03
5,Matches/MatchScorecard_ODI.asp?MatchCode=4265,2019-08-03
6,Matches/MatchScorecard_ODI.asp?MatchCode=4352,2019-07-07
7,Matches/MatchScorecard_ODI.asp?MatchCode=4301,2019-05-21
8,Matches/MatchScorecard_ODI.asp?MatchCode=4299,2019-05-19
9,Matches/MatchScorecard_ODI.asp?MatchCode=4295,2019-05-15
10,Matches/MatchScorecard_ODI.asp?MatchCode=4285,2019-05-05
11,Matches/MatchScorecard_ODI.asp?MatchCode=4262,2019-05-03
12,Matches/MatchScorecard_ODI.asp?MatchCode=4347,2019-04-07
13,Matches/MatchScorecard_ODI.asp?MatchCode=4284,2019-03-05
14,Matches/MatchScorecard_ODI.asp?MatchCode=4257,2019-02-28
15,Matches/MatchScorecard_ODI.asp?MatchCode=4259,2019-02-03
16,Matches/MatchScorecard_ODI.asp?MatchCode=4343,2019-01-07
17,Matches/MatchScorecard_T20.asp?MatchCode=0686,2018-12-06
18,Matches/MatchScorecard_ODI.asp?MatchCode=4152,2018-12-03
19,Matches/MatchScorecard_ODI.asp?MatchCode=4106,2018-11-01
20,Matches/MatchScorecard_ODI.asp?MatchCode=4150,2018-10-03
21,Matches/MatchScorecard_ODI.asp?MatchCode=4192,2018-08-31
22,Matches/MatchScorecard_ODI.asp?MatchCode=4190,2018-08-29
23,Matches/MatchScorecard_ODI.asp?MatchCode=4189,2018-08-27
24,Matches/MatchScorecard_T20.asp?MatchCode=0713,2018-08-22
25,Matches/MatchScorecard_T20.asp?MatchCode=0712,2018-08-20
26,Matches/MatchScorecard_T20.asp?MatchCode=0695,2018-06-29
27,Matches/MatchScorecard_T20.asp?MatchCode=0688,2018-06-13
28,Matches/MatchScorecard_ODI.asp?MatchCode=4143,2018-06-03
29,Matches/MatchScorecard_ODI.asp?MatchCode=4163,2018-03-23
30,Matches/MatchScorecard_ODI.asp?MatchCode=4158,2018-03-18
31,Matches/MatchScorecard_ODI.asp?MatchCode=4156,2018-03-16
32,Matches/MatchScorecard_ODI.asp?MatchCode=4113,2018-01-18
33,Matches/MatchScorecard_ODI.asp?MatchCode=4111,2018-01-16
34,Matches/MatchScorecard_ODI.asp?MatchCode=4107,2018-01-13
35,Matches/MatchScorecard_ODI.asp?MatchCode=4022,2017-12-05
36,Matches/MatchScorecard_T20.asp?MatchCode=0615,2017-12-03
37,Matches/MatchScorecard_ODI.asp?MatchCode=4097,2017-10-12
38,Matches/MatchScorecard_T20.asp?MatchCode=0614,2017-10-03
39,Matches/MatchScorecard_T20.asp?MatchCode=0613,2017-08-03
40,Matches/MatchScorecard_ODI.asp?MatchCode=4093,2017-07-12
41,Matches/MatchScorecard_ODI.asp?MatchCode=4021,2017-07-05
42,Matches/MatchScorecard_ODI.asp?MatchCode=4026,2017-05-21
43,Matches/MatchScorecard_ODI.asp?MatchCode=4025,2017-05-19
44,Matches/MatchScorecard_ODI.asp?MatchCode=4023,2017-05-14
45,Matches/MatchScorecard_ODI.asp?MatchCode=4092,2017-05-12
46,Matches/MatchScorecard_ODI.asp?MatchCode=4020,2017-05-05
47,Matches/MatchScorecard_ODI.asp?MatchCode=4003,2017-04-03
48,Matches/MatchScorecard_ODI.asp?MatchCode=4010,2017-03-24
49,Matches/MatchScorecard_ODI.asp?MatchCode=4009,2017-03-22
50,Matches/MatchScorecard_ODI.asp?MatchCode=4008,2017-03-19
51,Matches/MatchScorecard_ODI.asp?MatchCode=4007,2017-03-17
52,Matches/MatchScorecard_ODI.asp?MatchCode=4006,2017-03-15
53,Matches/MatchScorecard_ODI.asp?MatchCode=4000,2017-02-03
54,Matches/MatchScorecard_T20.asp?MatchCode=0601,2017-01-20
55,Matches/MatchScorecard_T20.asp?MatchCode=0602,2017-01-20
56,Matches/MatchScorecard_T20.asp?MatchCode=0597,2017-01-18
57,Matches/MatchScorecard_T20.asp?MatchCode=0592,2017-01-14
58,Matches/MatchScorecard_ODI.asp?MatchCode=3915,2016-12-07
59,Matches/MatchScorecard_T20.asp?MatchCode=0543,2016-11-03
60,Matches/MatchScorecard_ODI.asp?MatchCode=3937,2016-09-27
61,Matches/MatchScorecard_ODI.asp?MatchCode=3935,2016-09-25
62,Matches/MatchScorecard_T20.asp?MatchCode=0538,2016-09-03
63,Matches/MatchScorecard_ODI.asp?MatchCode=3921,2016-08-18
64,Matches/MatchScorecard_ODI.asp?MatchCode=3918,2016-07-19
65,Matches/MatchScorecard_ODI.asp?MatchCode=3917,2016-07-17
66,Matches/MatchScorecard_ODI.asp?MatchCode=3916,2016-07-14
67,Matches/MatchScorecard_T20.asp?MatchCode=0507,2016-07-02
68,Matches/MatchScorecard_ODI.asp?MatchCode=3902,2016-06-18
69,Matches/MatchScorecard_ODI.asp?MatchCode=3901,2016-06-16
70,Matches/MatchScorecard_T20.asp?MatchCode=0506,2016-06-02
71,Matches/MatchScorecard_T20.asp?MatchCode=0577,2016-05-09
72,Matches/MatchScorecard_T20.asp?MatchCode=0546,2016-03-13
73,Matches/MatchScorecard_T20.asp?MatchCode=0513,2016-02-16
74,Matches/MatchScorecard_T20.asp?MatchCode=0512,2016-02-14
75,Matches/MatchScorecard_ODI.asp?MatchCode=3724,2015-12-01
76,Matches/MatchScorecard_ODI.asp?MatchCode=3840,2015-11-10
77,Matches/MatchScorecard_ODI.asp?MatchCode=3842,2015-10-13
78,Matches/MatchScorecard_ODI.asp?MatchCode=3781,2015-10-03
79,Matches/MatchScorecard_ODI.asp?MatchCode=3722,2015-10-01
80,Matches/MatchScorecard_ODI.asp?MatchCode=3839,2015-09-10
81,Matches/MatchScorecard_ODI.asp?MatchCode=3829,2015-08-27
82,Matches/MatchScorecard_ODI.asp?MatchCode=3800,2015-08-05
83,Matches/MatchScorecard_T20.asp?MatchCode=0457,2015-07-25
84,Matches/MatchScorecard_T20.asp?MatchCode=0451,2015-07-17
85,Matches/MatchScorecard_T20.asp?MatchCode=0447,2015-07-15
86,Matches/MatchScorecard_T20.asp?MatchCode=0445,2015-07-13
87,Matches/MatchScorecard_ODI.asp?MatchCode=3777,2015-07-03
88,Matches/MatchScorecard_ODI.asp?MatchCode=3789,2015-03-15
89,Matches/MatchScorecard_ODI.asp?MatchCode=3771,2015-03-03
90,Matches/MatchScorecard_ODI.asp?MatchCode=3763,2015-02-25
91,Matches/MatchScorecard_ODI.asp?MatchCode=3752,2015-02-16
92,Matches/MatchScorecard_ODI.asp?MatchCode=3733,2015-01-19
93,Matches/MatchScorecard_ODI.asp?MatchCode=3730,2015-01-17
94,Matches/MatchScorecard_ODI.asp?MatchCode=3635,2014-06-05
95,Matches/MatchScorecard_T20.asp?MatchCode=0383,2014-03-21
96,Matches/MatchScorecard_T20.asp?MatchCode=0379,2014-03-19
97,Matches/MatchScorecard_T20.asp?MatchCode=0374,2014-03-17
98,Matches/MatchScorecard_ODI.asp?MatchCode=3617,2014-02-23
99,Matches/MatchScorecard_T20.asp?MatchCode=0365,2014-02-21
100,Matches/MatchScorecard_T20.asp?MatchCode=0364,2014-02-19
101,Matches/MatchScorecard_T20.asp?MatchCode=0353,2013-11-30
102,Matches/MatchScorecard_T20.asp?MatchCode=0342,2013-11-16
103,Matches/MatchScorecard_ODI.asp?MatchCode=3528,2013-09-07
104,Matches/MatchScorecard_ODI.asp?MatchCode=3556,2013-08-09
105,Matches/MatchScorecard_ODI.asp?MatchCode=3526,2013-07-07
106,Matches/MatchScorecard_ODI.asp?MatchCode=3554,2013-06-09
107,Matches/MatchScorecard_ODI.asp?MatchCode=3500,2013-05-26
108,Matches/MatchScorecard_ODI.asp?MatchCode=3499,2013-05-23
109,Matches/MatchScorecard_ODI.asp?MatchCode=3551,2013-03-09
110,Matches/MatchScorecard_T20.asp?MatchCode=0276,2012-09-24
111,Matches/MatchScorecard_T20.asp?MatchCode=0267,2012-09-19
112,Matches/MatchScorecard_T20.asp?MatchCode=0253,2012-07-21
113,Matches/MatchScorecard_T20.asp?MatchCode=0252,2012-07-20
114,Matches/MatchScorecard_T20.asp?MatchCode=0251,2012-07-18
115,Matches/MatchScorecard_ODI.asp?MatchCode=3416,2012-06-23
116,Matches/MatchScorecard_ODI.asp?MatchCode=3421,2012-05-07
117,Matches/MatchScorecard_T20.asp?MatchCode=0242,2012-03-24
118,Matches/MatchScorecard_T20.asp?MatchCode=0240,2012-03-23
119,Matches/MatchScorecard_T20.asp?MatchCode=0238,2012-03-22
120,Matches/MatchScorecard_T20.asp?MatchCode=0237,2012-03-18
121,Matches/MatchScorecard_T20.asp?MatchCode=0234,2012-03-14
122,Matches/MatchScorecard_T20.asp?MatchCode=0229,2012-02-24
123,Matches/MatchScorecard_T20.asp?MatchCode=0227,2012-02-23
124,Matches/MatchScorecard_T20.asp?MatchCode=0226,2012-02-22
125,Matches/MatchScorecard_ODI.asp?MatchCode=3381,2012-02-20
126,Matches/MatchScorecard_ODI.asp?MatchCode=3378,2012-02-18
127,Matches/MatchScorecard_ODI.asp?MatchCode=3307,2011-12-07
128,Matches/MatchScorecard_ODI.asp?MatchCode=3261,2011-11-03
129,Matches/MatchScorecard_ODI.asp?MatchCode=3333,2011-09-20
130,Matches/MatchScorecard_ODI.asp?MatchCode=3332,2011-09-19
131,Matches/MatchScorecard_ODI.asp?MatchCode=3321,2011-08-25
132,Matches/MatchScorecard_ODI.asp?MatchCode=3256,2011-06-03
133,Matches/MatchScorecard_ODI.asp?MatchCode=3293,2011-05-30
134,Matches/MatchScorecard_ODI.asp?MatchCode=3292,2011-05-28
135,Matches/MatchScorecard_ODI.asp?MatchCode=3271,2011-03-18
136,Matches/MatchScorecard_ODI.asp?MatchCode=3268,2011-03-15
137,Matches/MatchScorecard_ODI.asp?MatchCode=3243,2011-02-25
138,Matches/MatchScorecard_ODI.asp?MatchCode=3249,2011-02-03
139,Matches/MatchScorecard_T20.asp?MatchCode=0142,2010-11-02
140,Matches/MatchScorecard_ODI.asp?MatchCode=3181,2010-09-30
141,Matches/MatchScorecard_ODI.asp?MatchCode=3180,2010-09-28
142,Matches/MatchScorecard_ODI.asp?MatchCode=3179,2010-09-26
143,Matches/MatchScorecard_T20.asp?MatchCode=0137,2010-09-02
144,Matches/MatchScorecard_ODI.asp?MatchCode=3158,2010-07-16
145,Matches/MatchScorecard_ODI.asp?MatchCode=3157,2010-07-15
146,Matches/MatchScorecard_ODI.asp?MatchCode=3124,2010-06-17
147,Matches/MatchScorecard_T20.asp?MatchCode=0153,2010-04-30
148,Matches/MatchScorecard_ODI.asp?MatchCode=3108,2010-04-15
149,Matches/MatchScorecard_T20.asp?MatchCode=0161,2010-04-05
150,Matches/MatchScorecard_T20.asp?MatchCode=0132,2010-03-02
151,Matches/MatchScorecard_T20.asp?MatchCode=0187,2010-02-13
152,Matches/MatchScorecard_T20.asp?MatchCode=0144,2010-02-13
153,Matches/MatchScorecard_T20.asp?MatchCode=0130,2010-01-02
154,Matches/MatchScorecard_ODI.asp?MatchCode=2984,2009-12-07
155,Matches/MatchScorecard_ODI.asp?MatchCode=2983,2009-11-07
156,Matches/MatchScorecard_T20.asp?MatchCode=0103,2009-11-06
157,Matches/MatchScorecard_T20.asp?MatchCode=0102,2009-10-06
158,Matches/MatchScorecard_ODI.asp?MatchCode=2981,2009-09-07
159,Matches/MatchScorecard_ODI.asp?MatchCode=3005,2009-08-27
160,Matches/MatchScorecard_ODI.asp?MatchCode=3001,2009-08-22
161,Matches/MatchScorecard_T20.asp?MatchCode=0097,2009-08-06
162,Matches/MatchScorecard_T20.asp?MatchCode=0111,2009-06-15
163,Matches/MatchScorecard_T20.asp?MatchCode=0109,2009-06-14
164,Matches/MatchScorecard_ODI.asp?MatchCode=2958,2009-06-04
165,Matches/MatchScorecard_ODI.asp?MatchCode=2965,2009-04-19
166,Matches/MatchScorecard_ODI.asp?MatchCode=2952,2009-01-04
167,Matches/MatchScorecard_ODI.asp?MatchCode=2884,2008-10-18
168,Matches/MatchScorecard_ODI.asp?MatchCode=2883,2008-10-17
169,Matches/MatchScorecard_ODI.asp?MatchCode=2868,2008-08-25
170,Matches/MatchScorecard_ODI.asp?MatchCode=2866,2008-08-24
171,Matches/MatchScorecard_ODI.asp?MatchCode=2851,2008-07-31
172,Matches/MatchScorecard_ODI.asp?MatchCode=2849,2008-07-28
173,Matches/MatchScorecard_T20.asp?MatchCode=0068,2008-05-08
174,Matches/MatchScorecard_T20.asp?MatchCode=0064,2008-04-08
175,Matches/MatchScorecard_ODI.asp?MatchCode=2807,2008-03-22
176,Matches/MatchScorecard_ODI.asp?MatchCode=2806,2008-03-20
177,Matches/MatchScorecard_ODI.asp?MatchCode=2805,2008-03-18
178,Matches/MatchScorecard_T20.asp?MatchCode=0063,2008-03-08
179,Matches/MatchScorecard_T20.asp?MatchCode=0059,2008-02-08
180,Matches/MatchScorecard_ODI.asp?MatchCode=2673,2007-09-04
181,Matches/MatchScorecard_ODI.asp?MatchCode=2715,2007-07-15
182,Matches/MatchScorecard_ODI.asp?MatchCode=2714,2007-07-14
183,Matches/MatchScorecard_ODI.asp?MatchCode=2699,2007-06-24
184,Matches/MatchScorecard_ODI.asp?MatchCode=2698,2007-06-23
185,Matches/MatchScorecard_ODI.asp?MatchCode=2616,2007-05-02
