,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0710,2018-05-08
1,Matches/MatchScorecard_T20.asp?MatchCode=0701,2018-03-04
2,Matches/MatchScorecard_T20.asp?MatchCode=0653,2018-03-01
3,Matches/MatchScorecard_T20.asp?MatchCode=0679,2018-02-04
4,Matches/MatchScorecard_T20.asp?MatchCode=0678,2018-01-04
5,Matches/MatchScorecard_T20.asp?MatchCode=0652,2018-01-01
6,Matches/MatchScorecard_T20.asp?MatchCode=0651,2017-12-29
7,Matches/MatchScorecard_ODI.asp?MatchCode=4102,2017-12-26
8,Matches/MatchScorecard_ODI.asp?MatchCode=4019,2017-11-04
9,Matches/MatchScorecard_T20.asp?MatchCode=0633,2017-09-16
10,Matches/MatchScorecard_T20.asp?MatchCode=0631,2017-09-07
11,Matches/MatchScorecard_ODI.asp?MatchCode=4018,2017-09-04
12,Matches/MatchScorecard_ODI.asp?MatchCode=4017,2017-07-04
13,Matches/MatchScorecard_T20.asp?MatchCode=0627,2017-05-06
14,Matches/MatchScorecard_T20.asp?MatchCode=0617,2017-03-30
15,Matches/MatchScorecard_T20.asp?MatchCode=0616,2017-03-26
16,Matches/MatchScorecard_T20.asp?MatchCode=0626,2017-03-06
17,Matches/MatchScorecard_T20.asp?MatchCode=0625,2017-02-06
18,Matches/MatchScorecard_T20.asp?MatchCode=0619,2017-02-04
19,Matches/MatchScorecard_T20.asp?MatchCode=0618,2017-01-04
20,Matches/MatchScorecard_T20.asp?MatchCode=0584,2016-09-27
21,Matches/MatchScorecard_T20.asp?MatchCode=0357,2014-11-01
22,Matches/MatchScorecard_ODI.asp?MatchCode=3598,2014-07-01
23,Matches/MatchScorecard_ODI.asp?MatchCode=3597,2014-04-01
24,Matches/MatchScorecard_T20.asp?MatchCode=0358,2014-01-15
25,Matches/MatchScorecard_ODI.asp?MatchCode=3596,2014-01-01
26,Matches/MatchScorecard_ODI.asp?MatchCode=3024,2009-09-26
27,Matches/MatchScorecard_ODI.asp?MatchCode=3021,2009-09-23
