,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4420,2020-06-03
1,Matches/MatchScorecard_ODI.asp?MatchCode=4418,2020-03-03
2,Matches/MatchScorecard_ODI.asp?MatchCode=4416,2020-01-03
3,Matches/MatchScorecard_ODI.asp?MatchCode=4314,2019-08-06
4,Matches/MatchScorecard_ODI.asp?MatchCode=4358,2019-07-31
5,Matches/MatchScorecard_ODI.asp?MatchCode=4357,2019-07-28
6,Matches/MatchScorecard_ODI.asp?MatchCode=4356,2019-07-26
7,Matches/MatchScorecard_ODI.asp?MatchCode=4286,2019-07-05
8,Matches/MatchScorecard_ODI.asp?MatchCode=4335,2019-06-24
9,Matches/MatchScorecard_ODI.asp?MatchCode=4329,2019-06-20
10,Matches/MatchScorecard_ODI.asp?MatchCode=4325,2019-06-17
11,Matches/MatchScorecard_ODI.asp?MatchCode=4296,2019-05-17
12,Matches/MatchScorecard_ODI.asp?MatchCode=4293,2019-05-13
13,Matches/MatchScorecard_ODI.asp?MatchCode=4349,2019-05-07
14,Matches/MatchScorecard_ODI.asp?MatchCode=4311,2019-05-06
15,Matches/MatchScorecard_ODI.asp?MatchCode=4252,2019-02-20
16,Matches/MatchScorecard_ODI.asp?MatchCode=4251,2019-02-16
17,Matches/MatchScorecard_ODI.asp?MatchCode=4250,2019-02-13
18,Matches/MatchScorecard_ODI.asp?MatchCode=4307,2019-02-06
19,Matches/MatchScorecard_T20.asp?MatchCode=0735,2018-12-22
20,Matches/MatchScorecard_T20.asp?MatchCode=0734,2018-12-20
21,Matches/MatchScorecard_T20.asp?MatchCode=0733,2018-12-17
22,Matches/MatchScorecard_ODI.asp?MatchCode=4230,2018-12-14
23,Matches/MatchScorecard_ODI.asp?MatchCode=4229,2018-11-12
24,Matches/MatchScorecard_ODI.asp?MatchCode=4217,2018-10-24
25,Matches/MatchScorecard_ODI.asp?MatchCode=4214,2018-10-21
26,Matches/MatchScorecard_T20.asp?MatchCode=0673,2018-10-03
27,Matches/MatchScorecard_ODI.asp?MatchCode=4205,2018-09-28
28,Matches/MatchScorecard_ODI.asp?MatchCode=4204,2018-09-26
29,Matches/MatchScorecard_ODI.asp?MatchCode=4202,2018-09-23
30,Matches/MatchScorecard_ODI.asp?MatchCode=4199,2018-09-21
31,Matches/MatchScorecard_ODI.asp?MatchCode=4198,2018-09-20
32,Matches/MatchScorecard_ODI.asp?MatchCode=4193,2018-09-15
33,Matches/MatchScorecard_ODI.asp?MatchCode=4228,2018-09-12
34,Matches/MatchScorecard_T20.asp?MatchCode=0672,2018-08-03
35,Matches/MatchScorecard_T20.asp?MatchCode=0707,2018-07-31
36,Matches/MatchScorecard_ODI.asp?MatchCode=4181,2018-07-28
37,Matches/MatchScorecard_ODI.asp?MatchCode=4180,2018-07-25
38,Matches/MatchScorecard_ODI.asp?MatchCode=4179,2018-07-22
39,Matches/MatchScorecard_T20.asp?MatchCode=0684,2018-07-06
40,Matches/MatchScorecard_T20.asp?MatchCode=0677,2018-03-18
41,Matches/MatchScorecard_T20.asp?MatchCode=0676,2018-03-16
42,Matches/MatchScorecard_T20.asp?MatchCode=0675,2018-03-14
43,Matches/MatchScorecard_ODI.asp?MatchCode=4124,2018-01-27
44,Matches/MatchScorecard_ODI.asp?MatchCode=4022,2017-12-05
45,Matches/MatchScorecard_T20.asp?MatchCode=0644,2017-10-29
46,Matches/MatchScorecard_T20.asp?MatchCode=0641,2017-10-26
47,Matches/MatchScorecard_ODI.asp?MatchCode=4086,2017-10-22
48,Matches/MatchScorecard_T20.asp?MatchCode=0621,2017-06-04
49,Matches/MatchScorecard_ODI.asp?MatchCode=4024,2017-05-17
50,Matches/MatchScorecard_ODI.asp?MatchCode=4035,2017-05-06
51,Matches/MatchScorecard_ODI.asp?MatchCode=4012,2017-03-28
52,Matches/MatchScorecard_ODI.asp?MatchCode=4011,2017-03-25
53,Matches/MatchScorecard_ODI.asp?MatchCode=4014,2017-01-04
