,matchid,date
0,Matches/MatchScorecard_T20.asp?MatchCode=0911,2019-06-09
1,Matches/MatchScorecard_ODI.asp?MatchCode=4249,2019-03-02
2,Matches/MatchScorecard_ODI.asp?MatchCode=4251,2019-02-16
3,Matches/MatchScorecard_ODI.asp?MatchCode=4248,2019-01-31
4,Matches/MatchScorecard_ODI.asp?MatchCode=4104,2018-08-01
5,Matches/MatchScorecard_ODI.asp?MatchCode=4103,2018-06-01
6,Matches/MatchScorecard_ODI.asp?MatchCode=4105,2018-01-13
7,Matches/MatchScorecard_ODI.asp?MatchCode=4102,2017-12-26
8,Matches/MatchScorecard_ODI.asp?MatchCode=4101,2017-12-23
9,Matches/MatchScorecard_ODI.asp?MatchCode=4100,2017-12-20
10,Matches/MatchScorecard_T20.asp?MatchCode=0492,2016-01-17
11,Matches/MatchScorecard_T20.asp?MatchCode=0491,2016-01-15
