,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4397,2020-12-01
1,Matches/MatchScorecard_T20.asp?MatchCode=1128,2020-10-03
2,Matches/MatchScorecard_ODI.asp?MatchCode=4394,2020-09-01
3,Matches/MatchScorecard_T20.asp?MatchCode=1124,2020-08-03
4,Matches/MatchScorecard_ODI.asp?MatchCode=4391,2020-07-01
5,Matches/MatchScorecard_T20.asp?MatchCode=1120,2020-06-03
6,Matches/MatchScorecard_T20.asp?MatchCode=1073,2020-01-19
7,Matches/MatchScorecard_T20.asp?MatchCode=1072,2020-01-18
8,Matches/MatchScorecard_T20.asp?MatchCode=1071,2020-01-15
9,Matches/MatchScorecard_T20.asp?MatchCode=0849,2019-12-07
10,Matches/MatchScorecard_ODI.asp?MatchCode=4291,2019-11-05
11,Matches/MatchScorecard_T20.asp?MatchCode=1014,2019-10-26
12,Matches/MatchScorecard_T20.asp?MatchCode=1010,2019-10-25
13,Matches/MatchScorecard_T20.asp?MatchCode=1003,2019-10-23
14,Matches/MatchScorecard_T20.asp?MatchCode=0983,2019-10-21
15,Matches/MatchScorecard_T20.asp?MatchCode=0971,2019-10-19
16,Matches/MatchScorecard_T20.asp?MatchCode=0961,2019-10-18
17,Matches/MatchScorecard_ODI.asp?MatchCode=4267,2019-10-03
18,Matches/MatchScorecard_T20.asp?MatchCode=0924,2019-09-20
19,Matches/MatchScorecard_T20.asp?MatchCode=0920,2019-09-18
20,Matches/MatchScorecard_T20.asp?MatchCode=0918,2019-09-17
21,Matches/MatchScorecard_T20.asp?MatchCode=0948,2019-09-10
22,Matches/MatchScorecard_ODI.asp?MatchCode=4265,2019-08-03
23,Matches/MatchScorecard_T20.asp?MatchCode=0853,2019-07-14
24,Matches/MatchScorecard_T20.asp?MatchCode=0945,2019-07-10
25,Matches/MatchScorecard_ODI.asp?MatchCode=4352,2019-07-07
26,Matches/MatchScorecard_T20.asp?MatchCode=0942,2019-06-10
27,Matches/MatchScorecard_ODI.asp?MatchCode=4301,2019-05-21
28,Matches/MatchScorecard_ODI.asp?MatchCode=4299,2019-05-19
29,Matches/MatchScorecard_ODI.asp?MatchCode=4295,2019-05-15
30,Matches/MatchScorecard_T20.asp?MatchCode=0940,2019-05-10
31,Matches/MatchScorecard_ODI.asp?MatchCode=4285,2019-05-05
32,Matches/MatchScorecard_ODI.asp?MatchCode=4262,2019-05-03
33,Matches/MatchScorecard_ODI.asp?MatchCode=4347,2019-04-07
34,Matches/MatchScorecard_ODI.asp?MatchCode=4284,2019-03-05
35,Matches/MatchScorecard_ODI.asp?MatchCode=4257,2019-02-28
36,Matches/MatchScorecard_T20.asp?MatchCode=0765,2019-02-24
37,Matches/MatchScorecard_T20.asp?MatchCode=0764,2019-02-23
38,Matches/MatchScorecard_T20.asp?MatchCode=0763,2019-02-21
39,Matches/MatchScorecard_T20.asp?MatchCode=0761,2019-02-17
40,Matches/MatchScorecard_T20.asp?MatchCode=0760,2019-02-15
41,Matches/MatchScorecard_T20.asp?MatchCode=0747,2019-02-13
42,Matches/MatchScorecard_T20.asp?MatchCode=1038,2019-02-11
43,Matches/MatchScorecard_ODI.asp?MatchCode=4259,2019-02-03
44,Matches/MatchScorecard_T20.asp?MatchCode=1036,2019-01-11
45,Matches/MatchScorecard_ODI.asp?MatchCode=4343,2019-01-07
46,Matches/MatchScorecard_T20.asp?MatchCode=0686,2018-12-06
47,Matches/MatchScorecard_ODI.asp?MatchCode=4152,2018-12-03
48,Matches/MatchScorecard_ODI.asp?MatchCode=4106,2018-11-01
49,Matches/MatchScorecard_ODI.asp?MatchCode=4150,2018-10-03
50,Matches/MatchScorecard_ODI.asp?MatchCode=4192,2018-08-31
51,Matches/MatchScorecard_ODI.asp?MatchCode=4190,2018-08-29
52,Matches/MatchScorecard_ODI.asp?MatchCode=4189,2018-08-27
53,Matches/MatchScorecard_T20.asp?MatchCode=0713,2018-08-22
54,Matches/MatchScorecard_T20.asp?MatchCode=0712,2018-08-20
55,Matches/MatchScorecard_T20.asp?MatchCode=0695,2018-06-29
56,Matches/MatchScorecard_T20.asp?MatchCode=0693,2018-06-27
57,Matches/MatchScorecard_T20.asp?MatchCode=0690,2018-06-17
58,Matches/MatchScorecard_T20.asp?MatchCode=0689,2018-06-17
59,Matches/MatchScorecard_T20.asp?MatchCode=0688,2018-06-13
60,Matches/MatchScorecard_ODI.asp?MatchCode=4143,2018-06-03
61,Matches/MatchScorecard_ODI.asp?MatchCode=4163,2018-03-23
62,Matches/MatchScorecard_ODI.asp?MatchCode=4158,2018-03-18
63,Matches/MatchScorecard_ODI.asp?MatchCode=4156,2018-03-16
64,Matches/MatchScorecard_ODI.asp?MatchCode=4113,2018-01-18
65,Matches/MatchScorecard_ODI.asp?MatchCode=4111,2018-01-16
66,Matches/MatchScorecard_ODI.asp?MatchCode=4107,2018-01-13
67,Matches/MatchScorecard_ODI.asp?MatchCode=4022,2017-12-05
68,Matches/MatchScorecard_T20.asp?MatchCode=0615,2017-12-03
69,Matches/MatchScorecard_ODI.asp?MatchCode=4097,2017-10-12
70,Matches/MatchScorecard_T20.asp?MatchCode=0614,2017-10-03
71,Matches/MatchScorecard_T20.asp?MatchCode=0613,2017-08-03
72,Matches/MatchScorecard_ODI.asp?MatchCode=4093,2017-07-12
73,Matches/MatchScorecard_ODI.asp?MatchCode=4021,2017-07-05
74,Matches/MatchScorecard_ODI.asp?MatchCode=4025,2017-05-19
75,Matches/MatchScorecard_ODI.asp?MatchCode=4023,2017-05-14
76,Matches/MatchScorecard_ODI.asp?MatchCode=4092,2017-05-12
77,Matches/MatchScorecard_ODI.asp?MatchCode=4020,2017-05-05
78,Matches/MatchScorecard_ODI.asp?MatchCode=4003,2017-04-03
79,Matches/MatchScorecard_ODI.asp?MatchCode=4009,2017-03-22
80,Matches/MatchScorecard_ODI.asp?MatchCode=4006,2017-03-15
81,Matches/MatchScorecard_ODI.asp?MatchCode=4000,2017-02-03
82,Matches/MatchScorecard_T20.asp?MatchCode=0601,2017-01-20
83,Matches/MatchScorecard_T20.asp?MatchCode=0602,2017-01-20
84,Matches/MatchScorecard_T20.asp?MatchCode=0597,2017-01-18
85,Matches/MatchScorecard_T20.asp?MatchCode=0592,2017-01-14
