,matchid,date
0,Matches/MatchScorecard_ODI.asp?MatchCode=4360,2019-11-08
1,Matches/MatchScorecard_ODI.asp?MatchCode=4317,2019-10-06
2,Matches/MatchScorecard_T20.asp?MatchCode=0770,2019-10-03
3,Matches/MatchScorecard_ODI.asp?MatchCode=4362,2019-08-14
4,Matches/MatchScorecard_ODI.asp?MatchCode=4359,2019-08-08
5,Matches/MatchScorecard_T20.asp?MatchCode=0769,2019-08-03
6,Matches/MatchScorecard_ODI.asp?MatchCode=4338,2019-06-27
7,Matches/MatchScorecard_ODI.asp?MatchCode=4333,2019-06-22
8,Matches/MatchScorecard_ODI.asp?MatchCode=4321,2019-06-14
9,Matches/MatchScorecard_T20.asp?MatchCode=0877,2019-06-08
10,Matches/MatchScorecard_ODI.asp?MatchCode=4312,2019-06-06
11,Matches/MatchScorecard_ODI.asp?MatchCode=4304,2019-05-31
12,Matches/MatchScorecard_T20.asp?MatchCode=0768,2019-05-03
13,Matches/MatchScorecard_T20.asp?MatchCode=0874,2019-04-08
14,Matches/MatchScorecard_ODI.asp?MatchCode=4348,2019-04-07
15,Matches/MatchScorecard_T20.asp?MatchCode=0872,2019-03-08
16,Matches/MatchScorecard_ODI.asp?MatchCode=4256,2019-02-27
17,Matches/MatchScorecard_ODI.asp?MatchCode=4255,2019-02-25
18,Matches/MatchScorecard_ODI.asp?MatchCode=4254,2019-02-22
19,Matches/MatchScorecard_ODI.asp?MatchCode=4253,2019-02-20
20,Matches/MatchScorecard_ODI.asp?MatchCode=4344,2019-01-07
21,Matches/MatchScorecard_ODI.asp?MatchCode=4260,2019-01-03
22,Matches/MatchScorecard_T20.asp?MatchCode=0735,2018-12-22
23,Matches/MatchScorecard_T20.asp?MatchCode=0734,2018-12-20
24,Matches/MatchScorecard_T20.asp?MatchCode=0733,2018-12-17
25,Matches/MatchScorecard_T20.asp?MatchCode=0728,2018-11-11
26,Matches/MatchScorecard_ODI.asp?MatchCode=4150,2018-10-03
27,Matches/MatchScorecard_ODI.asp?MatchCode=4148,2018-08-03
28,Matches/MatchScorecard_T20.asp?MatchCode=0707,2018-07-31
29,Matches/MatchScorecard_T20.asp?MatchCode=0727,2018-06-11
30,Matches/MatchScorecard_T20.asp?MatchCode=0682,2018-05-31
31,Matches/MatchScorecard_T20.asp?MatchCode=0710,2018-05-08
32,Matches/MatchScorecard_T20.asp?MatchCode=0725,2018-04-11
33,Matches/MatchScorecard_T20.asp?MatchCode=0709,2018-04-08
34,Matches/MatchScorecard_ODI.asp?MatchCode=4164,2018-03-25
35,Matches/MatchScorecard_ODI.asp?MatchCode=4161,2018-03-21
36,Matches/MatchScorecard_ODI.asp?MatchCode=4154,2018-03-15
37,Matches/MatchScorecard_T20.asp?MatchCode=0653,2018-03-01
38,Matches/MatchScorecard_T20.asp?MatchCode=0652,2018-01-01
39,Matches/MatchScorecard_T20.asp?MatchCode=0651,2017-12-29
40,Matches/MatchScorecard_T20.asp?MatchCode=0633,2017-09-16
41,Matches/MatchScorecard_T20.asp?MatchCode=0631,2017-09-07
42,Matches/MatchScorecard_ODI.asp?MatchCode=4005,2017-09-03
43,Matches/MatchScorecard_T20.asp?MatchCode=0627,2017-05-06
44,Matches/MatchScorecard_ODI.asp?MatchCode=4004,2017-05-03
