match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=3907,5,cMorrisbRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3900,57,cduPlessisbShamsi
Matches/MatchScorecard_T20.asp?MatchCode=0562,35,cduPlessisbWiese
Matches/MatchScorecard_ODI.asp?MatchCode=3513,18,c†deVilliersbSteyn
Matches/MatchScorecard_ODI.asp?MatchCode=3893,24,bStarc
Matches/MatchScorecard_T20.asp?MatchCode=0273,19,bChristian
Matches/MatchScorecard_T20.asp?MatchCode=0291,12,c†WadebStarc
Matches/MatchScorecard_T20.asp?MatchCode=0245,44,cChristianbWatson
Matches/MatchScorecard_T20.asp?MatchCode=0243,28,lbwbWatson
Matches/MatchScorecard_ODI.asp?MatchCode=3405,0,c&amp;bLee
Matches/MatchScorecard_ODI.asp?MatchCode=3404,41,cLeebDoherty
Matches/MatchScorecard_ODI.asp?MatchCode=3402,53,cChristianbWatson
Matches/MatchScorecard_ODI.asp?MatchCode=3400,29,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3398,16,cHusseybMcKay
Matches/MatchScorecard_ODI.asp?MatchCode=3939,22,c†SarfarazAhmedbMohammadAmir
Matches/MatchScorecard_T20.asp?MatchCode=0583,11,cUmarAkmalbImadWasim
Matches/MatchScorecard_T20.asp?MatchCode=0582,8,bMohammadNawaz
Matches/MatchScorecard_ODI.asp?MatchCode=3943,2,cImadWasimbMohammadAmir
Matches/MatchScorecard_ODI.asp?MatchCode=3964,0,c&amp;bChisoro
Matches/MatchScorecard_ODI.asp?MatchCode=3963,31,cTharangabLakmal
Matches/MatchScorecard_ODI.asp?MatchCode=3961,21,lbwbTiripano
Matches/MatchScorecard_ODI.asp?MatchCode=3960,2,cPererabLakmal
Matches/MatchScorecard_T20.asp?MatchCode=0565,25,bHamidHassan
Matches/MatchScorecard_T20.asp?MatchCode=0584,5,bImadWasim
Matches/MatchScorecard_T20.asp?MatchCode=0576,50,cRahanebMishra
Matches/MatchScorecard_T20.asp?MatchCode=0575,100,bMohammedShami
Matches/MatchScorecard_T20.asp?MatchCode=0569,69,cSharmabKohli
Matches/MatchScorecard_ODI.asp?MatchCode=3583,13,bKumar
Matches/MatchScorecard_ODI.asp?MatchCode=3581,14,c&amp;bKumar
Matches/MatchScorecard_ODI.asp?MatchCode=3580,50,c&amp;bJadeja
Matches/MatchScorecard_ODI.asp?MatchCode=3510,73,lbwbJadeja
Matches/MatchScorecard_ODI.asp?MatchCode=3521,113,cISharmabYadav
Matches/MatchScorecard_T20.asp?MatchCode=0276,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3909,50,lbwbMarsh
Matches/MatchScorecard_ODI.asp?MatchCode=3905,0,cSmithbStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3474,0,bJohnson
Matches/MatchScorecard_ODI.asp?MatchCode=3525,53,cRainabISharma
Matches/MatchScorecard_ODI.asp?MatchCode=3898,54,lbwbZampa
Matches/MatchScorecard_T20.asp?MatchCode=0556,11,bVandersay
Matches/MatchScorecard_T20.asp?MatchCode=0550,0,cAlibWilley
Matches/MatchScorecard_ODI.asp?MatchCode=3892,35,bImranTahir
Matches/MatchScorecard_T20.asp?MatchCode=0570,1,cStokesbRoot
Matches/MatchScorecard_T20.asp?MatchCode=0474,38,lbwbSiriwardana
Matches/MatchScorecard_T20.asp?MatchCode=0473,0,bMalinga
Matches/MatchScorecard_ODI.asp?MatchCode=3855,5,cDilshanbMalinga
Matches/MatchScorecard_ODI.asp?MatchCode=3853,98,lbwbSiriwardana
Matches/MatchScorecard_ODI.asp?MatchCode=3793,3,bBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3788,70,cKrishnaChandranbAmjadJaved
Matches/MatchScorecard_ODI.asp?MatchCode=3852,1,lbwbLakmal
Matches/MatchScorecard_T20.asp?MatchCode=0357,19,c†RonchibNeesham
Matches/MatchScorecard_ODI.asp?MatchCode=3598,35,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3597,0,cSoutheebMcClenaghan
