match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4303,68,cMarkrambImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=4030,9,c†deKockbParnell
Matches/MatchScorecard_ODI.asp?MatchCode=4029,49,c†deKockbRabada
Matches/MatchScorecard_ODI.asp?MatchCode=4028,123,cDuminybMorris
Matches/MatchScorecard_ODI.asp?MatchCode=3890,2,cBehardienbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3889,8,cAmlabWiese
Matches/MatchScorecard_ODI.asp?MatchCode=3887,32,cdeVilliersbMorkel
Matches/MatchScorecard_T20.asp?MatchCode=0553,12,bDuminy
Matches/MatchScorecard_ODI.asp?MatchCode=3885,27,cMorkelbImranTahir
Matches/MatchScorecard_T20.asp?MatchCode=0518,42,runout
Matches/MatchScorecard_T20.asp?MatchCode=0516,11,cWiesebImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3891,2,c†deKockbWiese
Matches/MatchScorecard_ODI.asp?MatchCode=3517,17,notout
Matches/MatchScorecard_T20.asp?MatchCode=0265,5,cOntongbBotha
Matches/MatchScorecard_ODI.asp?MatchCode=3440,86,c&amp;bPeterson
Matches/MatchScorecard_ODI.asp?MatchCode=3438,28,cElgarbDuminy
Matches/MatchScorecard_ODI.asp?MatchCode=3436,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0261,11,bBotha
Matches/MatchScorecard_ODI.asp?MatchCode=3444,0,cAmlabDuminy
Matches/MatchScorecard_ODI.asp?MatchCode=3442,41,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3809,0,cGuptillbSantner
Matches/MatchScorecard_ODI.asp?MatchCode=3807,134,cHenrybSouthee
Matches/MatchScorecard_ODI.asp?MatchCode=3806,81,bWilliamson
Matches/MatchScorecard_ODI.asp?MatchCode=4354,53,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4336,5,cCumminsbStarc
Matches/MatchScorecard_T20.asp?MatchCode=0660,25,cWarnerbMaxwell
Matches/MatchScorecard_ODI.asp?MatchCode=4125,3,cStoinisbMarsh
Matches/MatchScorecard_ODI.asp?MatchCode=4123,34,c†PainebCummins
Matches/MatchScorecard_ODI.asp?MatchCode=4117,44,c†PainebHazlewood
Matches/MatchScorecard_ODI.asp?MatchCode=4115,24,bStarc
Matches/MatchScorecard_ODI.asp?MatchCode=4108,1,cSmithbCummins
Matches/MatchScorecard_ODI.asp?MatchCode=4041,104,runout
Matches/MatchScorecard_T20.asp?MatchCode=0465,92,cWatsonbCoulter-Nile
Matches/MatchScorecard_ODI.asp?MatchCode=3831,97,cMaxwellbCummins
Matches/MatchScorecard_ODI.asp?MatchCode=3830,42,c†WadebWatson
Matches/MatchScorecard_ODI.asp?MatchCode=3749,0,c†HaddinbMarsh
Matches/MatchScorecard_ODI.asp?MatchCode=3727,139,cMaxwellbStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3746,0,bJohnson
Matches/MatchScorecard_ODI.asp?MatchCode=3599,60,cCoulter-NilebMaxwell
Matches/MatchScorecard_ODI.asp?MatchCode=3602,64,c&amp;bChristian
Matches/MatchScorecard_ODI.asp?MatchCode=3600,120,cClarkebFaulkner
Matches/MatchScorecard_T20.asp?MatchCode=0333,22,cCoulter-NilebFawadAhmed
Matches/MatchScorecard_T20.asp?MatchCode=0332,0,cMaxwellbJohnson
Matches/MatchScorecard_ODI.asp?MatchCode=3507,8,bMcKay
Matches/MatchScorecard_ODI.asp?MatchCode=3426,10,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3423,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3417,102,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3418,48,notout
Matches/MatchScorecard_T20.asp?MatchCode=0199,49,cHusseybWatson
Matches/MatchScorecard_T20.asp?MatchCode=0200,15,cFinchbJohnson
Matches/MatchScorecard_T20.asp?MatchCode=0178,16,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4292,82,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4287,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4300,89,cAbidAlibShaheenShahAfridi
Matches/MatchScorecard_ODI.asp?MatchCode=4294,19,notout
Matches/MatchScorecard_T20.asp?MatchCode=0791,73,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4308,10,bMohammadHafeez
Matches/MatchScorecard_ODI.asp?MatchCode=4045,37,c†SarfarazAhmedbHasanAli
Matches/MatchScorecard_ODI.asp?MatchCode=3928,69,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3926,81,bImadWasim
Matches/MatchScorecard_T20.asp?MatchCode=0580,14,c†SarfarazAhmedbWahabRiaz
Matches/MatchScorecard_ODI.asp?MatchCode=3932,12,c&amp;bImadWasim
