match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4334,4,bNgidi
Matches/MatchScorecard_ODI.asp?MatchCode=3776,0,lbwbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3569,0,lbwbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3509,15,bPhangiso
Matches/MatchScorecard_ODI.asp?MatchCode=3574,37,c†deKockbMorkel
Matches/MatchScorecard_ODI.asp?MatchCode=3488,51,bKleinveldt
Matches/MatchScorecard_ODI.asp?MatchCode=3571,20,cduPlessisbParnell
Matches/MatchScorecard_ODI.asp?MatchCode=4319,50,c†CareybStarc
Matches/MatchScorecard_T20.asp?MatchCode=1044,0,notout
Matches/MatchScorecard_T20.asp?MatchCode=1041,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3981,18,bStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3972,6,cStarcbCummins
Matches/MatchScorecard_T20.asp?MatchCode=0561,0,cHazlewoodbFaulkner
Matches/MatchScorecard_ODI.asp?MatchCode=3792,18,c†HaddinbStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3679,2,bRichardson
Matches/MatchScorecard_ODI.asp?MatchCode=3677,6,c&amp;bMaxwell
Matches/MatchScorecard_T20.asp?MatchCode=0412,17,cStarcbFaulkner
Matches/MatchScorecard_ODI.asp?MatchCode=4324,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4304,21,bThomas
Matches/MatchScorecard_ODI.asp?MatchCode=4308,5,cRootbWoakes
Matches/MatchScorecard_ODI.asp?MatchCode=4017,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4034,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0617,27,cHolderbBrathwaite
Matches/MatchScorecard_T20.asp?MatchCode=0616,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0619,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0618,1,cPollardbWilliams
Matches/MatchScorecard_ODI.asp?MatchCode=3939,0,runout
Matches/MatchScorecard_T20.asp?MatchCode=0583,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0582,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3928,14,lbwbWood
Matches/MatchScorecard_ODI.asp?MatchCode=3926,7,cPlunkettbWoakes
Matches/MatchScorecard_T20.asp?MatchCode=0580,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3944,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3943,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4340,17,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3372,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4375,2,runout
Matches/MatchScorecard_T20.asp?MatchCode=0947,13,notout
Matches/MatchScorecard_T20.asp?MatchCode=0946,8,c†BhanukabPradeep
Matches/MatchScorecard_ODI.asp?MatchCode=4337,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4349,2,bMohammadSaifuddin
Matches/MatchScorecard_ODI.asp?MatchCode=4376,1,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3925,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0531,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0554,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0549,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0525,4,lbwbJadeja
Matches/MatchScorecard_ODI.asp?MatchCode=3883,13,cGuptillbAnderson
Matches/MatchScorecard_ODI.asp?MatchCode=3879,6,notout
Matches/MatchScorecard_T20.asp?MatchCode=0496,4,c†RonchibMilne
Matches/MatchScorecard_T20.asp?MatchCode=0492,0,notout
Matches/MatchScorecard_T20.asp?MatchCode=0491,2,notout
Matches/MatchScorecard_T20.asp?MatchCode=0482,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0481,25,cAlibTopley
Matches/MatchScorecard_ODI.asp?MatchCode=3863,1,c&amp;bAli
