match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=3249,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0161,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3744,3,notout,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3735,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0271,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3738,0,notout,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0361,2,bMuirhead,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0360,19,notout,120.00,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0359,17,bCoulter-Nile,260.00,0,2
Matches/MatchScorecard_ODI.asp?MatchCode=3134,5,cHusseybHarris,80.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3133,0,bBollinger,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3131,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3129,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0178,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3141,3,c&amp;bBollinger,37.50,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3015,2,bLee,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3017,24,runout,110.00,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0120,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3009,2,cClarkebJohnson,40.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3756,4,cVettoribSouthee,40.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3749,0,bStarc,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3727,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3746,30,csubbMaxwell,120.00,2,2
Matches/MatchScorecard_ODI.asp?MatchCode=3608,8,bMcKay,175.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3606,5,notout,400.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3602,1,c†HaddinbCoulter-Nile,25.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0333,-,dnb,-,-,-
