match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4226,7,cMarkrambRabada
Matches/MatchScorecard_ODI.asp?MatchCode=4224,10,lbwbNgidi
Matches/MatchScorecard_ODI.asp?MatchCode=4222,1,c†deKockbSteyn
Matches/MatchScorecard_ODI.asp?MatchCode=3950,39,c†deKockbAbbott
Matches/MatchScorecard_ODI.asp?MatchCode=3940,20,st†deKockbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3947,0,lbwbShamsi
Matches/MatchScorecard_ODI.asp?MatchCode=3945,40,c&amp;bRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3942,62,lbwbRabada
Matches/MatchScorecard_T20.asp?MatchCode=0660,6,bWilley
Matches/MatchScorecard_ODI.asp?MatchCode=4125,24,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4123,115,cMorganbWood
Matches/MatchScorecard_ODI.asp?MatchCode=4115,7,c&amp;bRoot
Matches/MatchScorecard_ODI.asp?MatchCode=4108,6,bPlunkett
Matches/MatchScorecard_T20.asp?MatchCode=0638,54,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4041,82,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4074,31,cRahanebYadav
Matches/MatchScorecard_ODI.asp?MatchCode=4071,4,bBumrah
Matches/MatchScorecard_ODI.asp?MatchCode=4069,44,cPandeybChahal
Matches/MatchScorecard_ODI.asp?MatchCode=4067,5,c†DhonibPandya
Matches/MatchScorecard_T20.asp?MatchCode=0637,9,bPandya
Matches/MatchScorecard_ODI.asp?MatchCode=4035,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4032,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3981,144,cAzharAlibHasanAli
Matches/MatchScorecard_ODI.asp?MatchCode=3977,61,cShoaibMalikbMohammadAmir
Matches/MatchScorecard_ODI.asp?MatchCode=3975,27,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3973,34,c†MohammadRizwanbHasanAli
Matches/MatchScorecard_ODI.asp?MatchCode=3972,44,c†MohammadRizwanbImadWasim
Matches/MatchScorecard_ODI.asp?MatchCode=4076,46,bPatel
Matches/MatchScorecard_ODI.asp?MatchCode=3937,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3968,39,bSantner
Matches/MatchScorecard_T20.asp?MatchCode=0581,10,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3929,42,lbwbMDKPerera
Matches/MatchScorecard_ODI.asp?MatchCode=3927,41,bMDKPerera
Matches/MatchScorecard_ODI.asp?MatchCode=3924,34,cDilshanbMathews
Matches/MatchScorecard_ODI.asp?MatchCode=3923,11,st†PererabMDKPerera
Matches/MatchScorecard_ODI.asp?MatchCode=3967,69,cMunrobSouthee
Matches/MatchScorecard_T20.asp?MatchCode=0578,52,cdeSilvabNLTCPerera
Matches/MatchScorecard_ODI.asp?MatchCode=3966,61,c&amp;bBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3931,14,cLakmalbdeSilva
Matches/MatchScorecard_T20.asp?MatchCode=0498,2,lbwbJadeja
Matches/MatchScorecard_T20.asp?MatchCode=0705,22,cHasanAlibMohammadAmir
Matches/MatchScorecard_T20.asp?MatchCode=0697,21,notout
Matches/MatchScorecard_T20.asp?MatchCode=0694,16,cHalesbAli
Matches/MatchScorecard_ODI.asp?MatchCode=4170,69,cMorganbPlunkett
Matches/MatchScorecard_ODI.asp?MatchCode=4169,76,cWilleybRashid
Matches/MatchScorecard_T20.asp?MatchCode=0703,51,cWPMasakadzabMuzarabani
Matches/MatchScorecard_T20.asp?MatchCode=0702,8,bFaheemAshraf
Matches/MatchScorecard_T20.asp?MatchCode=0698,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4168,62,c&amp;bAli
Matches/MatchScorecard_ODI.asp?MatchCode=4166,5,cBairstowbWilley
Matches/MatchScorecard_T20.asp?MatchCode=0610,32,cPrasannabMalinga
Matches/MatchScorecard_T20.asp?MatchCode=0501,28,bJadeja
Matches/MatchScorecard_ODI.asp?MatchCode=4167,23,cHalesbWood
Matches/MatchScorecard_ODI.asp?MatchCode=3988,62,cBrownliebBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3984,6,cMunrobBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3898,1,c†RamdinbPollard
Matches/MatchScorecard_T20.asp?MatchCode=0612,33,cKapugederabMalinga
Matches/MatchScorecard_T20.asp?MatchCode=0611,4,c†DickwellabKulasekara
