match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_T20.asp?MatchCode=1124,31,cDockrellbRankin,158.82,2,1
Matches/MatchScorecard_T20.asp?MatchCode=1120,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4267,43,c†PoynterbSimiSingh,57.14,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=4265,74,cDockrellbCameron-Dow,75.29,6,0
Matches/MatchScorecard_ODI.asp?MatchCode=4299,33,c†WilsonbO'Brien,108.00,2,2
Matches/MatchScorecard_ODI.asp?MatchCode=4262,2,c†PoynterbRankin,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4257,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0765,109,cBalbirniebChase,225.00,6,7
Matches/MatchScorecard_T20.asp?MatchCode=0764,22,bLittle,340.00,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0763,56,notout,122.50,5,1
Matches/MatchScorecard_ODI.asp?MatchCode=4259,28,cPorterfieldbSimiSingh,120.00,0,2
Matches/MatchScorecard_ODI.asp?MatchCode=4192,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4190,14,cKJO'BrienbChase,108.33,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4189,1,cBalbirniebMurtagh,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0713,15,cThompsonbRankin,240.00,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=4163,12,cMcBrinebSimiSingh,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4097,1,cKJO'BrienbDockrell,20.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4092,0,runout,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0602,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0592,31,notout,152.94,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0242,1,cSorensenbStirling,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4332,62,cPandyabMohammedShami,94.55,4,1
Matches/MatchScorecard_ODI.asp?MatchCode=3628,6,c†KarthikbJadeja,30.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4093,32,bChase,111.54,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=4010,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4009,44,cThompsonbO'Brien,64.06,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=4008,14,runout,81.25,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4007,17,cPorterfieldbStirling,140.00,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=4006,39,notout,178.95,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3915,5,lbwbO'Brien,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3918,28,bChase,75.76,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=3917,61,cChasebMurtagh,74.63,5,1
Matches/MatchScorecard_ODI.asp?MatchCode=3916,44,cMurtaghbO'Brien,97.56,4,0
Matches/MatchScorecard_T20.asp?MatchCode=0353,7,cStirlingbCusack,100.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3421,2,lbwbCusack,11.76,0,0
Matches/MatchScorecard_T20.asp?MatchCode=1128,4,cO'BrienbSimiSingh,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=1060,18,cHolderbPaul,214.29,1,1
Matches/MatchScorecard_T20.asp?MatchCode=1059,3,cWilliamsbPaul,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=1057,7,cHolderbWalsh,77.78,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0925,4,lbwbShakibAlHasan,66.67,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0923,5,cJarvisbMpofu,200.00,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0914,109,notout,155.56,3,7
Matches/MatchScorecard_T20.asp?MatchCode=0913,46,cBurlbChatara,211.11,0,4
Matches/MatchScorecard_ODI.asp?MatchCode=4315,9,c†LathambNeesham,37.50,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4340,16,cMohammadAmirbWahabRiaz,48.48,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4335,0,bShakibAlHasan,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4326,11,cStokesbRashid,128.57,0,1
