match_id,score,how dismissed
Matches/MatchScorecard_T20.asp?MatchCode=1109,21,cShamsibPretorius
Matches/MatchScorecard_T20.asp?MatchCode=1091,6,cMillerbNgidi
Matches/MatchScorecard_T20.asp?MatchCode=1089,21,cSteynbNgidi
Matches/MatchScorecard_ODI.asp?MatchCode=3950,39,bRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3896,11,cBehardienbAbbott
Matches/MatchScorecard_ODI.asp?MatchCode=3940,37,c†deKockbPhehlukwayo
Matches/MatchScorecard_T20.asp?MatchCode=0539,5,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3947,60,c†deKockbAbbott
Matches/MatchScorecard_ODI.asp?MatchCode=3903,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0533,2,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3945,2,cMillerbSteyn
Matches/MatchScorecard_T20.asp?MatchCode=0532,38,cMillerbAbbott
Matches/MatchScorecard_ODI.asp?MatchCode=3942,23,c†deKockbParnell
Matches/MatchScorecard_ODI.asp?MatchCode=3697,24,cdeVilliersbMorkel
Matches/MatchScorecard_ODI.asp?MatchCode=3695,76,cMorkelbSteyn
Matches/MatchScorecard_ODI.asp?MatchCode=3694,11,bPhilander
Matches/MatchScorecard_ODI.asp?MatchCode=3663,5,lbwbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3673,29,bParnell
Matches/MatchScorecard_ODI.asp?MatchCode=3669,102,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3339,9,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4421,35,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4419,39,bPhehlukwayo
Matches/MatchScorecard_ODI.asp?MatchCode=4423,29,cGuptillbSodhi
Matches/MatchScorecard_ODI.asp?MatchCode=4415,17,bNgidi
Matches/MatchScorecard_ODI.asp?MatchCode=4125,15,c&amp;bAli
Matches/MatchScorecard_ODI.asp?MatchCode=4123,36,c&amp;bRashid
Matches/MatchScorecard_ODI.asp?MatchCode=4117,63,cHalesbRashid
Matches/MatchScorecard_ODI.asp?MatchCode=4115,39,st†ButtlerbRashid
Matches/MatchScorecard_ODI.asp?MatchCode=4108,58,bRashid
Matches/MatchScorecard_ODI.asp?MatchCode=3973,0,cImadWasimbMohammadAmir
Matches/MatchScorecard_ODI.asp?MatchCode=3972,4,c†MohammadRizwanbImadWasim
Matches/MatchScorecard_ODI.asp?MatchCode=3874,12,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3937,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3968,0,bdeGrandhomme
Matches/MatchScorecard_ODI.asp?MatchCode=3888,46,c&amp;bHenry
Matches/MatchScorecard_ODI.asp?MatchCode=3894,9,c†deKockbImranTahir
Matches/MatchScorecard_ODI.asp?MatchCode=3967,89,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3886,83,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3893,9,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3966,1,runout
Matches/MatchScorecard_T20.asp?MatchCode=0557,7,cShakibAlHasanbMustafizurRahman
Matches/MatchScorecard_T20.asp?MatchCode=0552,26,cMilnebMcClenaghan
Matches/MatchScorecard_ODI.asp?MatchCode=3884,0,cMcCullumbBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3878,117,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3877,36,cKohlibYadav
Matches/MatchScorecard_T20.asp?MatchCode=0465,14,bTopley
Matches/MatchScorecard_ODI.asp?MatchCode=3829,12,cMurtaghbMooney
Matches/MatchScorecard_ODI.asp?MatchCode=3831,78,c†ButtlerbStokes
Matches/MatchScorecard_ODI.asp?MatchCode=3773,8,cNajibullahZadranbNawrozMangal
Matches/MatchScorecard_ODI.asp?MatchCode=3830,43,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3767,0,bBoult
Matches/MatchScorecard_ODI.asp?MatchCode=3749,26,cRootbFinn
Matches/MatchScorecard_ODI.asp?MatchCode=3741,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3746,72,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3507,6,cMorganbAnderson
Matches/MatchScorecard_T20.asp?MatchCode=0220,15,st†DhonibRSharma
Matches/MatchScorecard_T20.asp?MatchCode=0219,0,notout
Matches/MatchScorecard_T20.asp?MatchCode=0214,40,bMorkel
Matches/MatchScorecard_T20.asp?MatchCode=0722,22,cShoaibMalikbShadabKhan
Matches/MatchScorecard_T20.asp?MatchCode=0720,22,c†SarfarazAhmedbShadabKhan
Matches/MatchScorecard_ODI.asp?MatchCode=3876,20,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3909,36,bBenn
Matches/MatchScorecard_ODI.asp?MatchCode=3905,89,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3834,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3833,17,cWilleybPlunkett
Matches/MatchScorecard_ODI.asp?MatchCode=3832,14,cWoakesbPlunkett
Matches/MatchScorecard_ODI.asp?MatchCode=3668,16,cUtseyabTiripano
Matches/MatchScorecard_ODI.asp?MatchCode=3659,104,cSikandarRazabChatara
Matches/MatchScorecard_ODI.asp?MatchCode=3511,25,c†RonchibMcClenaghan
Matches/MatchScorecard_ODI.asp?MatchCode=3516,4,bMathews
Matches/MatchScorecard_ODI.asp?MatchCode=3898,18,cHolderbBrathwaite
