match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_T20.asp?MatchCode=0153,1,c†NJO'BrienbRankin,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=2658,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3775,0,bYadav,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3680,3,cRainabMishra,42.86,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3683,9,cPatelbJadeja,42.86,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3678,74,cJadejabMohammedShami,103.39,5,2
Matches/MatchScorecard_T20.asp?MatchCode=0388,0,notout,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0701,52,notout,233.33,4,3
Matches/MatchScorecard_T20.asp?MatchCode=0679,26,cHasanAlibHussainTalat,105.00,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0678,0,cMohammadNawazbHasanAli,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=2600,45,cKumblebHarbhajanSingh,76.92,5,0
Matches/MatchScorecard_ODI.asp?MatchCode=2594,5,notout,100.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3617,18,lbwbDockrell,78.95,3,0
Matches/MatchScorecard_T20.asp?MatchCode=0365,5,cSorensenbCusack,83.33,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0364,5,c†WilsonbO'Brien,200.00,1,0
Matches/MatchScorecard_T20.asp?MatchCode=1059,26,notout,88.89,2,0
Matches/MatchScorecard_T20.asp?MatchCode=1057,22,bGulbadinNaib,105.26,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0565,18,st†MohammadShahzadbRashidKhan,75.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0273,3,bStarc,150.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0291,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3084,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0175,1,c†HaddinbJohnson,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3082,34,c†HaddinbWatson,71.43,4,0
Matches/MatchScorecard_ODI.asp?MatchCode=3080,19,bHarris,121.43,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0148,9,cWarnerbTait,75.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0147,51,cHusseybNannes,169.23,7,0
Matches/MatchScorecard_ODI.asp?MatchCode=3090,3,lbwbSmith,75.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3085,16,bBollinger,68.18,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=2825,32,bWatson,81.58,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0057,9,cJohnsonbWatson,133.33,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3793,0,lbwbBoult,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0358,72,notout,177.42,3,3
Matches/MatchScorecard_ODI.asp?MatchCode=3596,1,notout,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0707,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3752,1,lbwbDockrell,16.67,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0276,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0710,24,bRubelHossain,116.67,1,1
Matches/MatchScorecard_T20.asp?MatchCode=0709,5,lbwbRubelHossain,45.45,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3909,44,bHazlewood,59.70,2,1
Matches/MatchScorecard_ODI.asp?MatchCode=3905,106,bStarc,98.91,5,3
Matches/MatchScorecard_ODI.asp?MatchCode=3898,32,bCoulter-Nile,76.32,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=3893,12,lbwbMaxwell,40.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0394,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=2714,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3907,5,bRabada,57.14,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3900,12,cMorrisbShamsi,61.11,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3892,10,cdeVilliersbDuminy,43.48,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0423,8,notout,175.00,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0422,2,cAbbottbWiese,40.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3766,24,bImranTahir,46.81,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3742,45,cAmlabParnell,100.00,1,2
