match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4317,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3907,122,cduPlessisbMorris
Matches/MatchScorecard_ODI.asp?MatchCode=3900,12,bParnell
Matches/MatchScorecard_ODI.asp?MatchCode=3513,14,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3241,86,lbwbBotha
Matches/MatchScorecard_ODI.asp?MatchCode=3893,22,cZampabMarsh
Matches/MatchScorecard_T20.asp?MatchCode=0243,14,cPattinsonbChristian
Matches/MatchScorecard_ODI.asp?MatchCode=3405,3,c†WadebMcKay
Matches/MatchScorecard_ODI.asp?MatchCode=3404,28,cDJHusseybWatson
Matches/MatchScorecard_ODI.asp?MatchCode=3402,0,cBaileybWatson
Matches/MatchScorecard_ODI.asp?MatchCode=3400,19,bDoherty
Matches/MatchScorecard_ODI.asp?MatchCode=3398,5,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4304,0,cBabarAzambMohammadAmir
Matches/MatchScorecard_ODI.asp?MatchCode=3939,12,bMohammadNawaz
Matches/MatchScorecard_ODI.asp?MatchCode=3944,18,c†SarfarazAhmedbWahabRiaz
Matches/MatchScorecard_ODI.asp?MatchCode=3943,73,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4414,17,cdeSilvabPWHdeSilva
Matches/MatchScorecard_ODI.asp?MatchCode=4413,44,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4417,8,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4291,18,csubbStirling
Matches/MatchScorecard_T20.asp?MatchCode=0770,5,c†BairstowbWilley
Matches/MatchScorecard_T20.asp?MatchCode=0769,0,c†BairstowbJordan
Matches/MatchScorecard_ODI.asp?MatchCode=4286,1,c†MushfiqurRahimbShakibAlHasan
Matches/MatchScorecard_ODI.asp?MatchCode=4325,21,bMohammadSaifuddin
Matches/MatchScorecard_ODI.asp?MatchCode=4296,3,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4293,7,lbwbMehidyHasanMiraz
Matches/MatchScorecard_ODI.asp?MatchCode=4285,10,notout
Matches/MatchScorecard_T20.asp?MatchCode=0768,31,c&amp;bJordan
Matches/MatchScorecard_ODI.asp?MatchCode=4256,73,cStokesbWood
Matches/MatchScorecard_ODI.asp?MatchCode=4255,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4254,25,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4253,46,cWoakesbRashid
Matches/MatchScorecard_ODI.asp?MatchCode=4260,8,notout
Matches/MatchScorecard_T20.asp?MatchCode=0734,2,cMustafizurRahmanbShakibAlHasan
Matches/MatchScorecard_T20.asp?MatchCode=0733,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4230,11,bMehidyHasanMiraz
Matches/MatchScorecard_ODI.asp?MatchCode=4229,29,bRubelHossain
Matches/MatchScorecard_T20.asp?MatchCode=0728,47,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4228,20,cTamimIqbalbMashrafeMortaza
Matches/MatchScorecard_T20.asp?MatchCode=0727,27,cSharmabKuldeepYadav
Matches/MatchScorecard_T20.asp?MatchCode=0725,5,cDhawanbKuldeepYadav
Matches/MatchScorecard_ODI.asp?MatchCode=3680,28,bMohammedShami
Matches/MatchScorecard_ODI.asp?MatchCode=3683,46,bPatel
Matches/MatchScorecard_ODI.asp?MatchCode=3678,31,cDhawanbMishra
Matches/MatchScorecard_ODI.asp?MatchCode=3583,61,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3581,62,c†DhonibAshwin
Matches/MatchScorecard_ODI.asp?MatchCode=3580,69,bMohammedShami
Matches/MatchScorecard_ODI.asp?MatchCode=3510,37,st†DhonibAshwin
Matches/MatchScorecard_ODI.asp?MatchCode=3521,65,cDhawanbAshwin
