match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_T20.asp?MatchCode=0765,15,cThompsonbRankin,171.43,1,1
Matches/MatchScorecard_T20.asp?MatchCode=0764,9,cTuckerbChase,233.33,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0763,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4189,13,cSimiSinghbRankin,110.00,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0713,2,c&amp;bChase,66.67,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4097,0,cRankinbMcCarthy,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4092,45,cKJO'BrienbRankin,156.52,3,3
Matches/MatchScorecard_ODI.asp?MatchCode=4093,0,bMcCarthy,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4010,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4009,50,lbwbMulder,100.00,8,0
Matches/MatchScorecard_ODI.asp?MatchCode=4008,64,notout,178.57,2,4
Matches/MatchScorecard_ODI.asp?MatchCode=4007,43,cThompsonbStirling,205.88,4,2
Matches/MatchScorecard_T20.asp?MatchCode=0925,27,notout,135.29,2,1
Matches/MatchScorecard_T20.asp?MatchCode=0923,19,lbwbMpofu,123.08,1,1
Matches/MatchScorecard_T20.asp?MatchCode=0659,0,cSikandarRazabChatara,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0658,17,notout,155.56,1,1
Matches/MatchScorecard_T20.asp?MatchCode=0627,30,bWilliams,166.67,3,1
Matches/MatchScorecard_T20.asp?MatchCode=0626,1,runout,100.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0625,0,c&amp;bNarine,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0544,11,notout,225.00,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0541,3,c&amp;bNadeemAhmed,42.86,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0490,10,cMoorbChibhabha,133.33,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0536,17,runout,280.00,3,0
Matches/MatchScorecard_T20.asp?MatchCode=0565,4,cFletcherbRussell,100.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0559,43,notout,175.00,4,2
Matches/MatchScorecard_T20.asp?MatchCode=0485,37,notout,177.78,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0484,18,cAamirKaleembMehranKhan,233.33,0,2
