match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=4291,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4285,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4043,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4040,2,notout,40.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4286,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4325,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4296,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4019,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4018,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4017,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3909,1,notout,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3905,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3907,2,runout,33.33,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4101,0,bBoult,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4100,0,notout,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0325,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3939,2,bHasanAli,25.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3944,1,notout,33.33,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4102,13,notout,60.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4321,0,bWood,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4004,1,runout,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4001,0,c†ButtlerbPlunkett,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0312,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4344,3,notout,42.86,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3963,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3961,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3960,0,lbwbLakmal,0.00,0,0
