match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=4402,10,cJadhavbMohammedShami,64.29,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4249,52,runout,137.50,4,2
Matches/MatchScorecard_ODI.asp?MatchCode=3612,41,notout,178.95,3,2
Matches/MatchScorecard_ODI.asp?MatchCode=3609,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4023,32,cMcCarthybChase,103.45,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=4315,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4039,26,st†MushfiqurRahimbMosaddeckHossain,95.83,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=4036,21,cHalesbPlunkett,128.57,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=4032,6,cWarnerbHazlewood,60.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0462,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3826,47,c†vanWykbWiese,100.00,6,0
Matches/MatchScorecard_T20.asp?MatchCode=0464,33,bRabada,147.37,3,1
Matches/MatchScorecard_T20.asp?MatchCode=0357,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3713,1,lbwbShahidAfridi,12.50,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0420,6,cUmarAkmalbMohammadIrfan,66.67,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0358,18,notout,233.33,2,1
Matches/MatchScorecard_ODI.asp?MatchCode=3596,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3578,5,notout,125.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4311,29,cSoumyaSarkarbMosaddeckHossain,75.76,2,1
Matches/MatchScorecard_ODI.asp?MatchCode=4252,44,bMustafizurRahman,154.17,3,2
Matches/MatchScorecard_ODI.asp?MatchCode=4251,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4250,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4024,63,cMosaddeckHossainbMashrafeMortaza,108.33,5,1
Matches/MatchScorecard_ODI.asp?MatchCode=4337,112,notout,86.61,5,3
Matches/MatchScorecard_ODI.asp?MatchCode=3954,7,cKohlibMishra,66.67,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3717,2,cWahabRiazbHarisSohail,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0421,8,notout,175.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3579,45,notout,91.30,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=3570,9,cNaeemIslambSohagGazi,72.73,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3567,0,c†MushfiqurRahimbRubelHossain,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0589,5,bRubelHossain,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4027,6,cMahmudullahbMashrafeMortaza,60.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3971,33,notout,121.74,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3969,14,lbwbShakibAlHasan,92.31,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=4423,10,c†CareybCummins,80.00,0,1
Matches/MatchScorecard_ODI.asp?MatchCode=4341,9,c&amp;bLyon,40.91,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3988,1,bHazlewood,14.29,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3984,54,cHeadbHazlewood,106.67,6,0
Matches/MatchScorecard_ODI.asp?MatchCode=3967,87,cStarcbHazlewood,89.16,7,1
Matches/MatchScorecard_ODI.asp?MatchCode=3966,39,cHazlewoodbStarc,94.44,5,0
Matches/MatchScorecard_T20.asp?MatchCode=0590,18,lbwbRubelHossain,125.00,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=3970,33,st†NurulHasanbMosaddeckHossain,90.32,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3992,31,c†deKockbRabada,82.86,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3469,16,lbwbMcLaren,162.50,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=3466,6,runout,125.00,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0300,14,cMorkelbPeterson,120.00,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0298,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0296,12,bPeterson,142.86,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=4353,13,cKarthikbPandya,66.67,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3955,3,bMishra,23.08,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3953,68,cJadhavbYadav,121.28,7,0
Matches/MatchScorecard_ODI.asp?MatchCode=3951,11,c&amp;bJadhav,40.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3825,41,notout,119.35,2,1
