match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=3599,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3600,18,lbwbStokes,69.57,0,1
Matches/MatchScorecard_ODI.asp?MatchCode=3558,8,notout,116.67,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=4263,4,bBumrah,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4258,31,cKohlibBumrah,103.70,3,0
Matches/MatchScorecard_ODI.asp?MatchCode=4074,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3572,3,cKohlibJadeja,60.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3829,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4306,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0371,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0361,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0360,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0359,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0402,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0552,1,bAnderson,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4329,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0719,40,bShadabKhan,117.24,6,0
Matches/MatchScorecard_T20.asp?MatchCode=0718,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4071,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4069,8,c&amp;bPandya,40.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0722,0,runout,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0720,33,cAsifAlibShaheenShahAfridi,158.82,0,3
Matches/MatchScorecard_T20.asp?MatchCode=0557,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4319,2,c†SarfarazAhmedbWahabRiaz,66.67,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4316,4,cKohlibBumrah,44.44,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4312,112,cHolderbBrathwaite,153.33,8,4
Matches/MatchScorecard_ODI.asp?MatchCode=4276,2,notout,100.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4274,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=4273,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0767,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0766,4,bBumrah,50.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0732,15,notout,185.71,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0731,23,csubbKumar,200.00,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0729,2,notout,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4222,41,cKlaasenbNgidi,109.68,5,1
Matches/MatchScorecard_T20.asp?MatchCode=0638,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0637,1,bBumrah,50.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=4076,0,bKumar,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3894,0,bRabada,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3909,16,cBravobHolder,150.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3898,1,notout,100.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0532,11,bRabada,100.00,0,1
Matches/MatchScorecard_T20.asp?MatchCode=0566,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0561,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0369,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3698,-,dnb,-,-,-
Matches/MatchScorecard_ODI.asp?MatchCode=3695,2,cduPlessisbSteyn,20.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3694,10,notout,112.50,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0387,0,bUmarGul,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3608,16,lbwbJordan,83.33,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3606,8,notout,66.67,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3602,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0335,13,notout,109.09,1,0
Matches/MatchScorecard_T20.asp?MatchCode=0333,17,cBriggsbFinn,216.67,0,2
Matches/MatchScorecard_T20.asp?MatchCode=0306,20,notout,145.45,0,2
Matches/MatchScorecard_ODI.asp?MatchCode=4067,2,cJadhavbKumar,40.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0465,0,cRashidbStokes,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3831,0,notout,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3830,-,dnb,-,-,-
Matches/MatchScorecard_T20.asp?MatchCode=0539,-,dnb,-,-,-
