match_id,score,how dismissed,strike rate,4s,6s
Matches/MatchScorecard_ODI.asp?MatchCode=3624,30,bAshwin,83.33,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3921,190,c†O'BrienbMcCarthy,202.67,16,9
Matches/MatchScorecard_T20.asp?MatchCode=0354,22,cSamiullahShinwaribMohammadNabi,112.50,2,1
Matches/MatchScorecard_T20.asp?MatchCode=0558,58,cGuptillbMilne,188.00,9,1
Matches/MatchScorecard_T20.asp?MatchCode=0561,36,bFaulkner,157.89,6,0
Matches/MatchScorecard_ODI.asp?MatchCode=3928,76,cStokesbWoakes,193.33,12,1
Matches/MatchScorecard_ODI.asp?MatchCode=3926,0,bWood,0.00,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3925,19,c†ButtlerbWood,106.67,3,0
Matches/MatchScorecard_T20.asp?MatchCode=0580,80,cAlibRashid,163.89,7,3
Matches/MatchScorecard_ODI.asp?MatchCode=3932,12,cWoodbWoakes,62.50,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3930,20,cStokesbJordan,133.33,2,1
Matches/MatchScorecard_T20.asp?MatchCode=0554,19,cPandyabRaina,70.83,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0525,8,cRahanebBumrah,140.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3972,21,cMaxwellbFaulkner,81.82,1,1
Matches/MatchScorecard_T20.asp?MatchCode=0549,23,bArafatSunny,180.00,1,2
Matches/MatchScorecard_T20.asp?MatchCode=0529,13,bArafatSunny,125.00,1,1
Matches/MatchScorecard_ODI.asp?MatchCode=3981,96,c†WadebStarc,114.49,9,2
Matches/MatchScorecard_ODI.asp?MatchCode=3977,94,cWarnerbZampa,157.45,10,3
Matches/MatchScorecard_ODI.asp?MatchCode=3975,64,bHead,106.38,8,1
Matches/MatchScorecard_ODI.asp?MatchCode=3973,33,c†WadebFaulkner,90.63,4,0
Matches/MatchScorecard_ODI.asp?MatchCode=3662,10,cHerathbMalinga,90.00,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3631,10,cNLTCPererabMalinga,133.33,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3620,29,cNoorAliZadranbAmirHamza,67.57,2,1
Matches/MatchScorecard_ODI.asp?MatchCode=3618,32,cMathewsbLakmal,113.04,4,1
Matches/MatchScorecard_ODI.asp?MatchCode=3594,20,c&amp;bMalinga,51.43,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3592,15,bMathews,81.25,2,0
Matches/MatchScorecard_ODI.asp?MatchCode=3591,2,bKulasekara,16.67,0,0
Matches/MatchScorecard_ODI.asp?MatchCode=3590,8,lbwbMalinga,116.67,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3589,77,cSenanayakebPrasanna,100.00,6,3
Matches/MatchScorecard_ODI.asp?MatchCode=3939,70,cNarinebBenn,125.58,6,3
Matches/MatchScorecard_T20.asp?MatchCode=0584,13,c†FletcherbWilliams,84.62,2,0
Matches/MatchScorecard_T20.asp?MatchCode=0583,2,bBadree,40.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0582,27,bBadree,122.22,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3944,43,cJosephbBenn,92.68,5,0
Matches/MatchScorecard_T20.asp?MatchCode=0531,38,cKapugederabDilshan,129.17,5,1
Matches/MatchScorecard_T20.asp?MatchCode=0527,5,lbwbAmjadJaved,133.33,1,0
Matches/MatchScorecard_ODI.asp?MatchCode=3943,29,cHolderbJoseph,200.00,3,1
Matches/MatchScorecard_ODI.asp?MatchCode=3666,0,cJayawardenebPrasad,0.00,0,0
Matches/MatchScorecard_T20.asp?MatchCode=0356,69,bPrasanna,200.00,5,3
Matches/MatchScorecard_T20.asp?MatchCode=0355,37,cDilshanbNLTCPerera,109.68,3,0
