match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4423,11,c†CareybHazlewood
Matches/MatchScorecard_ODI.asp?MatchCode=4341,10,c†CareybBehrendorff
Matches/MatchScorecard_ODI.asp?MatchCode=3968,3,bStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3888,19,cSmithbHazlewood
Matches/MatchScorecard_ODI.asp?MatchCode=3886,4,c†WadebMarsh
Matches/MatchScorecard_ODI.asp?MatchCode=3884,72,c†WadebMRMarsh
Matches/MatchScorecard_ODI.asp?MatchCode=4227,16,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4225,34,bHasanAli
Matches/MatchScorecard_ODI.asp?MatchCode=4104,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4223,0,lbwbShadabKhan
Matches/MatchScorecard_ODI.asp?MatchCode=4103,58,c†SarfarazAhmedbHasanAli
Matches/MatchScorecard_ODI.asp?MatchCode=4110,59,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4105,0,c&amp;bShadabKhan
Matches/MatchScorecard_ODI.asp?MatchCode=4102,21,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4101,96,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4100,18,c†HopebHolder
Matches/MatchScorecard_ODI.asp?MatchCode=4410,93,c†RahulbThakur
Matches/MatchScorecard_ODI.asp?MatchCode=4406,46,lbwbChahal
Matches/MatchScorecard_ODI.asp?MatchCode=4402,93,runout
Matches/MatchScorecard_T20.asp?MatchCode=0646,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4114,1,cFakharZamanbRummanRaees
Matches/MatchScorecard_ODI.asp?MatchCode=3883,5,lbwbMohammadAmir
Matches/MatchScorecard_ODI.asp?MatchCode=3879,93,bAnwarAli
Matches/MatchScorecard_ODI.asp?MatchCode=4353,30,bJadeja
Matches/MatchScorecard_ODI.asp?MatchCode=4249,9,cJadhavbMohammedShami
Matches/MatchScorecard_ODI.asp?MatchCode=4242,30,cMohammedShamibKuldeepYadav
Matches/MatchScorecard_ODI.asp?MatchCode=4239,13,cKuldeepYadavbJadhav
Matches/MatchScorecard_ODI.asp?MatchCode=4089,43,bKumar
Matches/MatchScorecard_ODI.asp?MatchCode=4088,45,bKumar
Matches/MatchScorecard_ODI.asp?MatchCode=4085,5,notout
Matches/MatchScorecard_T20.asp?MatchCode=0647,2,cIyerbBumrah
Matches/MatchScorecard_T20.asp?MatchCode=0645,7,runout
Matches/MatchScorecard_T20.asp?MatchCode=0563,8,bMustafizurRahman
Matches/MatchScorecard_ODI.asp?MatchCode=4248,35,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4245,6,c†KarthikbPandya
Matches/MatchScorecard_T20.asp?MatchCode=0736,4,bMalinga
Matches/MatchScorecard_ODI.asp?MatchCode=4233,143,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4232,35,c†DickwellabMalinga
Matches/MatchScorecard_ODI.asp?MatchCode=4231,16,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4355,63,bPlunkett
Matches/MatchScorecard_ODI.asp?MatchCode=4346,0,lbwbWoakes
Matches/MatchScorecard_ODI.asp?MatchCode=4251,16,cLitonDasbMustafizurRahman
Matches/MatchScorecard_ODI.asp?MatchCode=4250,62,bMehidyHasanMiraz
Matches/MatchScorecard_ODI.asp?MatchCode=4149,61,cMorganbCurran
Matches/MatchScorecard_ODI.asp?MatchCode=4146,14,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4139,0,lbwbRashid
Matches/MatchScorecard_ODI.asp?MatchCode=4137,0,cRoybCurran
Matches/MatchScorecard_ODI.asp?MatchCode=3872,2,cDilshanbKulasekara
Matches/MatchScorecard_ODI.asp?MatchCode=3870,4,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3868,21,bChameera
Matches/MatchScorecard_ODI.asp?MatchCode=4138,1,cRoybStokes
Matches/MatchScorecard_ODI.asp?MatchCode=4252,75,cTamimIqbalbMehidyHasanMiraz
Matches/MatchScorecard_ODI.asp?MatchCode=3865,28,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3866,-,dnb
