match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4086,7,lbwbPaterson
Matches/MatchScorecard_ODI.asp?MatchCode=4083,16,lbwbPhehlukwayo
Matches/MatchScorecard_ODI.asp?MatchCode=4080,25,cduPlessisbRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3816,20,bRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3813,0,cBehardienbRabada
Matches/MatchScorecard_ODI.asp?MatchCode=3818,6,notout
Matches/MatchScorecard_T20.asp?MatchCode=0438,11,cWiesebPhangiso
Matches/MatchScorecard_T20.asp?MatchCode=0437,23,cdeVilliersbWiese
Matches/MatchScorecard_ODI.asp?MatchCode=4329,23,lbwbZampa
Matches/MatchScorecard_ODI.asp?MatchCode=4204,6,bJunaidKhan
Matches/MatchScorecard_ODI.asp?MatchCode=4325,110,notout
Matches/MatchScorecard_T20.asp?MatchCode=0735,49,cBrathwaitebPaul
Matches/MatchScorecard_T20.asp?MatchCode=0734,78,bCottrell
Matches/MatchScorecard_T20.asp?MatchCode=0733,7,cBrathwaitebThomas
Matches/MatchScorecard_ODI.asp?MatchCode=4230,28,cPowellbPaul
Matches/MatchScorecard_ODI.asp?MatchCode=4229,9,cHetmeyerbPaul
Matches/MatchScorecard_ODI.asp?MatchCode=4228,46,bPaul
Matches/MatchScorecard_ODI.asp?MatchCode=4295,90,bMcCarthy
Matches/MatchScorecard_T20.asp?MatchCode=0684,13,runout
Matches/MatchScorecard_T20.asp?MatchCode=0681,34,lbwbMohammadNabi
Matches/MatchScorecard_T20.asp?MatchCode=0672,37,cRainabChahal
Matches/MatchScorecard_T20.asp?MatchCode=0677,12,cRainabWashingtonSundar
Matches/MatchScorecard_T20.asp?MatchCode=0675,8,st†KarthikbWashingtonSundar
Matches/MatchScorecard_ODI.asp?MatchCode=4349,35,cHarisSohailbShaheenShahAfridi
Matches/MatchScorecard_ODI.asp?MatchCode=4345,23,cKarthikbPandya
Matches/MatchScorecard_ODI.asp?MatchCode=4205,139,st†DhonibKuldeepYadav
Matches/MatchScorecard_ODI.asp?MatchCode=4199,8,cJadhavbKumar
Matches/MatchScorecard_ODI.asp?MatchCode=3811,37,bPatel
Matches/MatchScorecard_ODI.asp?MatchCode=3810,41,c†DhonibPatel
Matches/MatchScorecard_ODI.asp?MatchCode=3808,8,lbwbAshwin
Matches/MatchScorecard_T20.asp?MatchCode=1055,11,cWashingtonSundarbChahar
Matches/MatchScorecard_T20.asp?MatchCode=1047,33,runout
Matches/MatchScorecard_T20.asp?MatchCode=1042,8,cRahulbChahar
Matches/MatchScorecard_T20.asp?MatchCode=0475,19,cCremerbChisoro
Matches/MatchScorecard_T20.asp?MatchCode=1076,9,lbwbShadabKhan
Matches/MatchScorecard_T20.asp?MatchCode=1075,14,runout
Matches/MatchScorecard_T20.asp?MatchCode=0707,27,cFletcherbPaul
Matches/MatchScorecard_T20.asp?MatchCode=0710,78,cNursebWilliams
Matches/MatchScorecard_T20.asp?MatchCode=0709,1,cBrathwaitebNurse
Matches/MatchScorecard_T20.asp?MatchCode=0683,1,cRashidKhanbShapoorZadran
Matches/MatchScorecard_ODI.asp?MatchCode=4251,1,cFergusonbBoult
Matches/MatchScorecard_ODI.asp?MatchCode=4250,1,bHenry
Matches/MatchScorecard_ODI.asp?MatchCode=4420,204,cSikandarRazabMumba
Matches/MatchScorecard_ODI.asp?MatchCode=4418,11,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4416,145,retiredhurt
Matches/MatchScorecard_ODI.asp?MatchCode=4335,18,cHashmatullahShahidibMujeebUrRahman
Matches/MatchScorecard_ODI.asp?MatchCode=4252,1,lbwbSouthee
Matches/MatchScorecard_ODI.asp?MatchCode=4217,100,cTiripanobSikandarRaza
Matches/MatchScorecard_ODI.asp?MatchCode=4214,4,cZhuwawobChatara
Matches/MatchScorecard_T20.asp?MatchCode=0673,50,lbwbPradeep
Matches/MatchScorecard_ODI.asp?MatchCode=4202,44,cIhsanullahbRashidKhan
Matches/MatchScorecard_ODI.asp?MatchCode=4198,6,lbwbAftabAlam
Matches/MatchScorecard_ODI.asp?MatchCode=4193,0,cMendisbMalinga
Matches/MatchScorecard_T20.asp?MatchCode=0676,0,cNLTCPererabDananjaya
Matches/MatchScorecard_T20.asp?MatchCode=0644,10,cFrylinckb
Matches/MatchScorecard_ODI.asp?MatchCode=4218,0,lbwbJarvis
Matches/MatchScorecard_ODI.asp?MatchCode=3857,18,csubbCremer
Matches/MatchScorecard_ODI.asp?MatchCode=3856,8,c†ChakabvabPanyangara
Matches/MatchScorecard_T20.asp?MatchCode=0914,0,cNajeebTarakaibMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0912,21,bChatara
Matches/MatchScorecard_T20.asp?MatchCode=1127,75,lbwbSikandarRaza
Matches/MatchScorecard_T20.asp?MatchCode=0925,4,cAsgharAfghanbMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0919,44,cMadzivabMpofu
Matches/MatchScorecard_T20.asp?MatchCode=1129,76,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3854,0,cCremerbJongwe
