match_id,score,how dismissed
Matches/MatchScorecard_T20.asp?MatchCode=0371,16,cImranTahirbParnell
Matches/MatchScorecard_ODI.asp?MatchCode=4123,3,lbwbCurran
Matches/MatchScorecard_ODI.asp?MatchCode=4117,20,c†ButtlerbWood
Matches/MatchScorecard_ODI.asp?MatchCode=4115,15,notout
Matches/MatchScorecard_T20.asp?MatchCode=0399,0,cJadejabKumar
Matches/MatchScorecard_T20.asp?MatchCode=0402,20,notout
Matches/MatchScorecard_T20.asp?MatchCode=0262,0,cUmarAkmalbUmarGul
Matches/MatchScorecard_T20.asp?MatchCode=0284,25,notout
Matches/MatchScorecard_T20.asp?MatchCode=0281,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0273,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0267,25,notout
Matches/MatchScorecard_T20.asp?MatchCode=0259,5,runout
Matches/MatchScorecard_T20.asp?MatchCode=0291,5,c†RamdinbRampaul
Matches/MatchScorecard_T20.asp?MatchCode=0258,15,bSaeedAjmal
Matches/MatchScorecard_T20.asp?MatchCode=0288,13,cImranNazirbMohammadHafeez
Matches/MatchScorecard_T20.asp?MatchCode=0199,6,cPietersenbWoakes
Matches/MatchScorecard_T20.asp?MatchCode=0214,44,runout
Matches/MatchScorecard_T20.asp?MatchCode=0212,30,cMillerbPeterson
Matches/MatchScorecard_T20.asp?MatchCode=0205,43,bNLTCPerera
Matches/MatchScorecard_T20.asp?MatchCode=0204,8,bPerera
Matches/MatchScorecard_T20.asp?MatchCode=0200,0,lbwbSwann
Matches/MatchScorecard_T20.asp?MatchCode=0175,0,notout
Matches/MatchScorecard_T20.asp?MatchCode=0194,8,c†SangakkarabMalinga
Matches/MatchScorecard_T20.asp?MatchCode=0171,105,notout
Matches/MatchScorecard_T20.asp?MatchCode=0166,5,notout
Matches/MatchScorecard_T20.asp?MatchCode=0186,8,cShoaibMalikbShahidAfridi
Matches/MatchScorecard_T20.asp?MatchCode=0178,35,cBroadbWright
