match_id,score,how dismissed
Matches/MatchScorecard_T20.asp?MatchCode=0555,14,c†deKockbRabada
Matches/MatchScorecard_ODI.asp?MatchCode=4306,64,c†CareybStoinis
Matches/MatchScorecard_ODI.asp?MatchCode=3773,26,bStarc
Matches/MatchScorecard_ODI.asp?MatchCode=3437,0,c†WadebJohnson
Matches/MatchScorecard_ODI.asp?MatchCode=4200,5,bHasanAli
Matches/MatchScorecard_T20.asp?MatchCode=1060,16,cPollardbWilliams
Matches/MatchScorecard_ODI.asp?MatchCode=4379,34,cKingbChase
Matches/MatchScorecard_ODI.asp?MatchCode=4378,68,cPooranbCottrell
Matches/MatchScorecard_ODI.asp?MatchCode=4377,0,cHolderbChase
Matches/MatchScorecard_ODI.asp?MatchCode=4348,33,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4164,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4154,21,cMillerbPaul
Matches/MatchScorecard_ODI.asp?MatchCode=4290,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4315,5,c†LathambNeesham
Matches/MatchScorecard_ODI.asp?MatchCode=4340,48,bShaheenShahAfridi
Matches/MatchScorecard_ODI.asp?MatchCode=4309,49,runout
Matches/MatchScorecard_T20.asp?MatchCode=0544,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0541,20,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3916,5,c†PoynterbMurtagh
Matches/MatchScorecard_ODI.asp?MatchCode=3912,107,notout
Matches/MatchScorecard_T20.asp?MatchCode=0565,53,notout
Matches/MatchScorecard_T20.asp?MatchCode=0551,14,notout
Matches/MatchScorecard_T20.asp?MatchCode=0444,41,runout
Matches/MatchScorecard_T20.asp?MatchCode=0441,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3722,51,cStirlingbCusack
Matches/MatchScorecard_T20.asp?MatchCode=0440,37,c&amp;bAhsanMalik
Matches/MatchScorecard_ODI.asp?MatchCode=3778,70,cVettoribMilne
Matches/MatchScorecard_ODI.asp?MatchCode=3721,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0454,16,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3785,14,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3764,5,cHaqbBerrington
Matches/MatchScorecard_ODI.asp?MatchCode=3759,11,cPererabLakmal
Matches/MatchScorecard_ODI.asp?MatchCode=3754,18,lbwbShakibAlHasan
Matches/MatchScorecard_ODI.asp?MatchCode=3730,100,cStirlingbKJO'Brien
Matches/MatchScorecard_ODI.asp?MatchCode=3623,23,bArafatSunny
Matches/MatchScorecard_T20.asp?MatchCode=0340,20,bMudassarBukhari
Matches/MatchScorecard_T20.asp?MatchCode=0354,43,bJunaidKhan
Matches/MatchScorecard_T20.asp?MatchCode=0684,17,cMahmudullahbShakibAlHasan
Matches/MatchScorecard_T20.asp?MatchCode=0681,2,cAbuJayedbMahmudullah
Matches/MatchScorecard_T20.asp?MatchCode=0765,14,runout
Matches/MatchScorecard_T20.asp?MatchCode=0763,44,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4147,34,lbwbNadeemAhmed
Matches/MatchScorecard_ODI.asp?MatchCode=4145,4,cCremerbMuzarabani
Matches/MatchScorecard_T20.asp?MatchCode=0659,28,cBurlbMuzarabani
Matches/MatchScorecard_T20.asp?MatchCode=0658,0,c†TaylorbMuzarabani
Matches/MatchScorecard_ODI.asp?MatchCode=4140,79,cLeaskbWheal
Matches/MatchScorecard_ODI.asp?MatchCode=4163,18,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4160,74,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4134,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0453,5,cShahbIrfanAhmed
Matches/MatchScorecard_ODI.asp?MatchCode=3915,71,cStirlingbMcCarthy
Matches/MatchScorecard_ODI.asp?MatchCode=3938,24,cMosaddeckHossainbTaskinAhmed
Matches/MatchScorecard_ODI.asp?MatchCode=3936,8,c†MushfiqurRahimbMashrafeMortaza
Matches/MatchScorecard_T20.asp?MatchCode=0488,1,bJongwe
Matches/MatchScorecard_ODI.asp?MatchCode=3918,63,cWilsonbO'Brien
Matches/MatchScorecard_ODI.asp?MatchCode=3917,3,cTerrybMcBrine
Matches/MatchScorecard_ODI.asp?MatchCode=3913,11,cdeLangebWheal
Matches/MatchScorecard_ODI.asp?MatchCode=3941,30,cSabbirRahmanbMosaddeckHossain
Matches/MatchScorecard_ODI.asp?MatchCode=3867,10,csubbChigumbura
Matches/MatchScorecard_ODI.asp?MatchCode=3864,17,cErvinebCremer
Matches/MatchScorecard_ODI.asp?MatchCode=3850,6,st†MutumbamibSikandarRaza
Matches/MatchScorecard_T20.asp?MatchCode=0456,50,cKhawarAlibAnsari
Matches/MatchScorecard_ODI.asp?MatchCode=3725,1,lbwbDavey
Matches/MatchScorecard_ODI.asp?MatchCode=3628,5,csubbAshwin
Matches/MatchScorecard_T20.asp?MatchCode=0380,6,cVesawkarbMukhiya
Matches/MatchScorecard_ODI.asp?MatchCode=3626,12,cMathewsbNLTCPerera
Matches/MatchScorecard_ODI.asp?MatchCode=3620,1,bMohammadHafeez
Matches/MatchScorecard_T20.asp?MatchCode=0353,4,cMooneybJohnston
Matches/MatchScorecard_T20.asp?MatchCode=0350,35,cAllanbObuya
Matches/MatchScorecard_T20.asp?MatchCode=1059,20,notout
Matches/MatchScorecard_T20.asp?MatchCode=1057,31,c†RamdinbPollard
Matches/MatchScorecard_ODI.asp?MatchCode=4332,23,cChahalbPandya
Matches/MatchScorecard_ODI.asp?MatchCode=4203,22,lbwbJadeja
Matches/MatchScorecard_T20.asp?MatchCode=0268,6,runout
Matches/MatchScorecard_T20.asp?MatchCode=1124,18,notout
Matches/MatchScorecard_T20.asp?MatchCode=1120,47,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4267,8,c†PoynterbCameron-Dow
Matches/MatchScorecard_ODI.asp?MatchCode=4265,12,c&amp;bCameron-Dow
Matches/MatchScorecard_ODI.asp?MatchCode=4262,118,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4257,14,notout
Matches/MatchScorecard_T20.asp?MatchCode=0764,1,notout
Matches/MatchScorecard_T20.asp?MatchCode=0713,23,notout
Matches/MatchScorecard_T20.asp?MatchCode=0712,7,c†WilsonbLittle
Matches/MatchScorecard_T20.asp?MatchCode=0615,1,c†WilsonbMulder
Matches/MatchScorecard_T20.asp?MatchCode=0614,8,notout
Matches/MatchScorecard_T20.asp?MatchCode=0613,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0602,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0592,13,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3421,27,cMooneybStirling
Matches/MatchScorecard_ODI.asp?MatchCode=4192,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4190,45,cSimiSinghbKJO'Brien
Matches/MatchScorecard_T20.asp?MatchCode=1128,0,lbwbSimiSingh
Matches/MatchScorecard_ODI.asp?MatchCode=4301,74,notout
Matches/MatchScorecard_T20.asp?MatchCode=0683,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0627,11,notout
Matches/MatchScorecard_T20.asp?MatchCode=0625,4,c†WaltonbNarine
Matches/MatchScorecard_T20.asp?MatchCode=0559,16,runout
Matches/MatchScorecard_T20.asp?MatchCode=0520,75,notout
Matches/MatchScorecard_T20.asp?MatchCode=0514,22,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3843,29,bChisoro
Matches/MatchScorecard_T20.asp?MatchCode=0376,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0341,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4326,16,bWood
Matches/MatchScorecard_ODI.asp?MatchCode=4335,25,st†MushfiqurRahimbShakibAlHasan
Matches/MatchScorecard_T20.asp?MatchCode=0914,6,cSoumyaSarkarbShakibAlHasan
Matches/MatchScorecard_T20.asp?MatchCode=0925,15,bMohammadSaifuddin
Matches/MatchScorecard_T20.asp?MatchCode=0923,5,cMadzivabMutombodzi
Matches/MatchScorecard_T20.asp?MatchCode=0913,88,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4131,3,cErvinebMuzarabani
Matches/MatchScorecard_ODI.asp?MatchCode=4195,12,bNLTCPerera
Matches/MatchScorecard_ODI.asp?MatchCode=4129,95,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4132,10,notout
Matches/MatchScorecard_T20.asp?MatchCode=0626,12,bBrathwaite
Matches/MatchScorecard_ODI.asp?MatchCode=3998,3,cMirebCremer
Matches/MatchScorecard_ODI.asp?MatchCode=3994,0,c†MoorbMpofu
Matches/MatchScorecard_ODI.asp?MatchCode=3993,49,cCremerbChatara
Matches/MatchScorecard_ODI.asp?MatchCode=3991,11,cBurlbMpofu
Matches/MatchScorecard_T20.asp?MatchCode=0600,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0595,12,notout
Matches/MatchScorecard_T20.asp?MatchCode=0587,20,notout
Matches/MatchScorecard_T20.asp?MatchCode=0586,71,notout
Matches/MatchScorecard_T20.asp?MatchCode=0585,36,notout
Matches/MatchScorecard_T20.asp?MatchCode=0536,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0517,24,lbwbBilalKhan
Matches/MatchScorecard_T20.asp?MatchCode=0472,2,bMuzarabani
Matches/MatchScorecard_T20.asp?MatchCode=0471,41,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3846,1,cErvinebMasakadza
