match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=3771,69,cRossouwbMorkel
Matches/MatchScorecard_ODI.asp?MatchCode=3829,13,cCoulter-NilebCummins
Matches/MatchScorecard_ODI.asp?MatchCode=4397,83,cChasebWalsh
Matches/MatchScorecard_ODI.asp?MatchCode=4394,12,bJoseph
Matches/MatchScorecard_ODI.asp?MatchCode=4391,19,c†HopebChase
Matches/MatchScorecard_ODI.asp?MatchCode=4291,154,cHolderbCarter
Matches/MatchScorecard_ODI.asp?MatchCode=4285,33,cAmbrisbGabriel
Matches/MatchScorecard_ODI.asp?MatchCode=4150,9,c†HopebRoach
Matches/MatchScorecard_ODI.asp?MatchCode=3722,34,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3730,17,runout
Matches/MatchScorecard_ODI.asp?MatchCode=4295,24,c†MushfiqurRahimbAbuJayed
Matches/MatchScorecard_T20.asp?MatchCode=0765,54,bZiaurRahman
Matches/MatchScorecard_T20.asp?MatchCode=0763,6,lbwbKarimJanat
Matches/MatchScorecard_ODI.asp?MatchCode=4163,11,c†MohammadShahzadbRashidKhan
Matches/MatchScorecard_T20.asp?MatchCode=1073,31,runout
Matches/MatchScorecard_T20.asp?MatchCode=1072,40,cShepherdbPollard
Matches/MatchScorecard_T20.asp?MatchCode=1071,7,cWilliamsbPierre
Matches/MatchScorecard_ODI.asp?MatchCode=3789,18,cShahidAfridibHarisSohail
Matches/MatchScorecard_T20.asp?MatchCode=0693,12,st†DhonibChahal
Matches/MatchScorecard_ODI.asp?MatchCode=3781,27,cMohammedShamibAshwin
Matches/MatchScorecard_T20.asp?MatchCode=1124,52,cSamiullahShinwaribRashidKhan
Matches/MatchScorecard_T20.asp?MatchCode=1120,32,bRashidKhan
Matches/MatchScorecard_T20.asp?MatchCode=1014,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=1010,37,cHawkins-KaybBlampied
Matches/MatchScorecard_T20.asp?MatchCode=1003,0,bSaadBinZafar
Matches/MatchScorecard_T20.asp?MatchCode=0971,11,cRohanMustafabAhmedRaza
Matches/MatchScorecard_T20.asp?MatchCode=0961,86,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4267,76,bMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0924,24,bHamzaTahir
Matches/MatchScorecard_T20.asp?MatchCode=0920,50,cBoissevainbSeelaar
Matches/MatchScorecard_T20.asp?MatchCode=0948,44,st†BhandaribRajbanshi
Matches/MatchScorecard_ODI.asp?MatchCode=4265,0,c&amp;bMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0942,23,cMohammadNadeembAamirKaleem
Matches/MatchScorecard_ODI.asp?MatchCode=4299,5,c†MohammadShahzadbDawlatZadran
Matches/MatchScorecard_T20.asp?MatchCode=0940,36,cO'DowdbSnater
Matches/MatchScorecard_ODI.asp?MatchCode=4262,165,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4284,31,st†FoakesbDenly
Matches/MatchScorecard_ODI.asp?MatchCode=4257,2,lbwbMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0764,2,bRashidKhan
Matches/MatchScorecard_T20.asp?MatchCode=0761,104,cvanderGugtenbvanMeekeren
Matches/MatchScorecard_T20.asp?MatchCode=0760,6,cMunseybWatt
Matches/MatchScorecard_T20.asp?MatchCode=0747,39,cJatinderSinghbLalcheta
Matches/MatchScorecard_ODI.asp?MatchCode=4259,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=1036,8,bKlaassen
Matches/MatchScorecard_ODI.asp?MatchCode=4106,0,c†GhulamShabberbMohammadNaveed
Matches/MatchScorecard_T20.asp?MatchCode=0713,0,c&amp;bMujeebUrRahman
Matches/MatchScorecard_T20.asp?MatchCode=0712,9,lbwbRashidKhan
Matches/MatchScorecard_T20.asp?MatchCode=0695,10,bChahal
Matches/MatchScorecard_T20.asp?MatchCode=0689,94,cWattbWhittingham
Matches/MatchScorecard_T20.asp?MatchCode=0690,3,cHamzaTahirbWhittingham
Matches/MatchScorecard_ODI.asp?MatchCode=4143,7,bSoper
Matches/MatchScorecard_ODI.asp?MatchCode=4113,51,cWattbWhittingham
Matches/MatchScorecard_ODI.asp?MatchCode=4111,82,st†WallacebSole
Matches/MatchScorecard_ODI.asp?MatchCode=4107,119,cRohanMustafabQadeerAhmed
Matches/MatchScorecard_ODI.asp?MatchCode=4022,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4097,39,st†ShafiqullahbMohammadNabi
Matches/MatchScorecard_ODI.asp?MatchCode=4093,5,lbwbMujeebUrRahman
Matches/MatchScorecard_ODI.asp?MatchCode=4021,2,lbwbPlunkett
Matches/MatchScorecard_ODI.asp?MatchCode=4026,0,cTaylorbAnderson
Matches/MatchScorecard_ODI.asp?MatchCode=4025,13,bShakibAlHasan
Matches/MatchScorecard_ODI.asp?MatchCode=4023,41,c&amp;bSantner
Matches/MatchScorecard_ODI.asp?MatchCode=4092,0,bMujeebUrRahman
Matches/MatchScorecard_ODI.asp?MatchCode=4020,34,c†BillingsbBall
Matches/MatchScorecard_ODI.asp?MatchCode=4003,69,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4010,8,cShafiqullahbRashidKhan
Matches/MatchScorecard_ODI.asp?MatchCode=4009,24,bMohammadNabi
Matches/MatchScorecard_ODI.asp?MatchCode=4008,101,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4007,11,lbwbDawlatZadran
Matches/MatchScorecard_ODI.asp?MatchCode=4000,5,lbwbMohammadNaveed
Matches/MatchScorecard_T20.asp?MatchCode=0508,5,cSiakabSoper
Matches/MatchScorecard_T20.asp?MatchCode=0507,0,cVanuabVala
Matches/MatchScorecard_T20.asp?MatchCode=0513,2,st†PatilbAhmedRaza
Matches/MatchScorecard_ODI.asp?MatchCode=3724,23,lbwbHaq
Matches/MatchScorecard_ODI.asp?MatchCode=3840,13,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3842,26,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3839,5,cMasakadzabJongwe
Matches/MatchScorecard_ODI.asp?MatchCode=3800,6,cRoybWilley
Matches/MatchScorecard_T20.asp?MatchCode=0457,34,c†BarresibvanMeekeren
Matches/MatchScorecard_T20.asp?MatchCode=0451,11,cAizazKhanbHaseebAmjad
Matches/MatchScorecard_T20.asp?MatchCode=0447,7,bReva
Matches/MatchScorecard_T20.asp?MatchCode=0445,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3777,112,runout
Matches/MatchScorecard_T20.asp?MatchCode=0431,-,dnb
