match_id,score,how dismissed
Matches/MatchScorecard_T20.asp?MatchCode=0175,10,notout
Matches/MatchScorecard_T20.asp?MatchCode=0148,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0147,12,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4148,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4144,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4154,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4102,21,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3021,62,cShoaibMalikbShahidAfridi
Matches/MatchScorecard_ODI.asp?MatchCode=3031,19,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3617,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3261,5,notout
Matches/MatchScorecard_T20.asp?MatchCode=0153,2,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3108,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0357,16,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3598,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3597,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0358,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3596,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3100,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3109,14,notout
Matches/MatchScorecard_T20.asp?MatchCode=0179,5,c†deVilliersbLangeveldt
Matches/MatchScorecard_ODI.asp?MatchCode=3107,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3097,14,notout
Matches/MatchScorecard_T20.asp?MatchCode=0159,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3024,4,cPontingbHauritz
Matches/MatchScorecard_ODI.asp?MatchCode=2989,14,cMahmudullahbNaeemIslam
Matches/MatchScorecard_ODI.asp?MatchCode=2986,18,notout
Matches/MatchScorecard_T20.asp?MatchCode=0118,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2848,9,cWatsonbJohnson
Matches/MatchScorecard_ODI.asp?MatchCode=3629,11,csubbBresnan
Matches/MatchScorecard_ODI.asp?MatchCode=3625,2,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3253,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3110,0,runout
Matches/MatchScorecard_ODI.asp?MatchCode=3084,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3085,6,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3762,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3090,23,cClarkebMcKay
Matches/MatchScorecard_ODI.asp?MatchCode=3082,7,cMarshbHauritz
Matches/MatchScorecard_ODI.asp?MatchCode=3080,4,c†HaddinbHarris
Matches/MatchScorecard_ODI.asp?MatchCode=2951,11,notout
Matches/MatchScorecard_ODI.asp?MatchCode=2950,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2949,0,bCollingwood
Matches/MatchScorecard_ODI.asp?MatchCode=2948,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2846,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2910,27,notout
Matches/MatchScorecard_ODI.asp?MatchCode=2909,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2908,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2894,0,notout
Matches/MatchScorecard_ODI.asp?MatchCode=2898,5,notout
Matches/MatchScorecard_ODI.asp?MatchCode=2897,13,c†KamranAkmalbSaeedAjmal
Matches/MatchScorecard_ODI.asp?MatchCode=2867,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=2861,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3231,0,cJayawardenebMuralitharan
Matches/MatchScorecard_ODI.asp?MatchCode=3247,13,notout
Matches/MatchScorecard_ODI.asp?MatchCode=3227,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3104,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3102,0,bChigumbura
Matches/MatchScorecard_ODI.asp?MatchCode=2911,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3234,13,cMathewsbMendis
