match_id,score,how dismissed,strike rate,4s,6s,batting position,player_name
Matches/MatchScorecard_T20.asp?MatchCode=0251,32,st†MushfiqurRahimbAbdurRazzak,162.50,2,2,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0240,19,cCooperbSeelaar,94.44,2,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0238,50,notout,168.00,8,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0237,2,bSharif,40.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0234,76,notout,207.41,8,2,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0229,3,cMishrabSONgoche,42.86,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0227,28,cCOObuyabAga,104.55,3,1,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0226,1,runout,100.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0153,5,cSammybRoach,200.00,1,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0161,4,notout,40.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0132,22,cRizwanCheemabBaidwan,146.15,3,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0111,42,cYounisKhanbSaeedAjmal,111.11,2,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0142,20,runout,90.00,2,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0144,7,cKervezeebtenDoeschate,54.55,1,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0577,4,cTanwirAfzalbNadeemAhmed,80.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0103,1,runout,100.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0097,26,c&amp;bAbdurRazzak,79.31,3,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0109,36,c†SangakkarabMuralitharan,106.90,5,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0068,-,dnb,-,-,-,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0064,0,cTikolobOdoyo,0.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0063,4,lbwbKelly,40.00,0,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0059,8,bNel,77.78,1,0,Top Order,William Porterfield  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0693,7,bKuldeepYadav,77.78,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0765,11,notout,125.00,1,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0764,18,notout,214.29,1,1,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0431,-,dnb,-,-,-,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0430,13,c†CrossbSharif,110.00,2,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0429,-,dnb,-,-,-,,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0428,7,bSharif,100.00,1,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0763,35,notout,110.71,2,1,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0761,10,notout,200.00,0,1,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0760,7,runout,150.00,1,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0747,-,dnb,-,-,-,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0686,7,bO'Dowd,58.33,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0689,-,dnb,-,-,-,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0690,2,notout,66.67,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0688,2,notout,100.00,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0601,48,cMacLeodbdeLange,205.26,7,1,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0602,10,cRashidKhanbFareedAhmad,266.67,2,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0597,5,cShaimanAnwarbAmjadJaved,71.43,0,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0592,21,bMohammadNabi,90.00,3,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0508,9,cSiakabPokana,60.00,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0507,40,cSiakabRaho,145.83,1,2,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0513,10,bAhmedRaza,76.92,0,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0512,1,bQadeerAhmed,12.50,0,0,Top Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0457,3,cvanMeekerenbMudassarBukhari,75.00,0,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0451,8,c†AtkinsonbIrfanAhmed,100.00,1,0,Middle Order,Stuart Poynter  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0745,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0744,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0742,1,notout,100.00,0,0,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0872,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0874,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0732,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0731,-,dnb,-,-,-,,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0730,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=1055,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=1047,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=1042,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0728,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0727,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0725,-,dnb,-,-,-,Tail,Khaleel Ahmed  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0560,0,runout,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0522,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0589,0,notout,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0588,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0526,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0524,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0494,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0493,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0563,8,c†RonchibElliott,200.00,0,1,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0557,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0925,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0914,19,csubbFareedAhmad,214.29,2,1,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0912,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0673,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0672,1,notout,50.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0677,0,notout,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0676,0,runout,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0675,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0663,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0621,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0620,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0476,1,notout,100.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0475,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0438,0,bAbbott,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0437,1,bParnell,16.67,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0425,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0735,9,bBrathwaite,100.00,0,1,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0734,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0733,0,bPaul,0.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0707,3,notout,60.00,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0710,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0709,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0666,9,bGunathilaka,88.89,1,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1127,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1076,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1075,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1055,1,cIyerbChahar,33.33,0,0,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0919,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1047,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1042,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1129,-,dnb,-,-,-,Tail,Mustafizur Rahman  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0791,-,dnb,-,-,-,Middle Order,Ben Foakes  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0638,-,dnb,-,-,-,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0637,20,bBumrah,106.25,1,1,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0199,-,dnb,-,-,-,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0200,25,cCollingwoodbSwann,175.00,2,1,Top Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0185,1,bUmarGul,25.00,0,0,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0634,29,cRummanRaeesbSohailKhan,100.00,2,1,Top Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0635,11,bImadWasim,83.33,1,0,Top Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0612,1,notout,50.00,0,0,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0611,8,lbwbMalinga,175.00,1,0,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0610,0,runout,0.00,0,0,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0186,0,cUmarGulbShoaibAkhtar,0.00,0,0,Top Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0120,-,dnb,-,-,-,Middle Order,Tim Paine  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0580,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0558,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0496,0,cGuptillbElliott,0.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0492,10,cMilnebMcClenaghan,200.00,0,1,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0491,21,cBoultbHenry,200.00,1,1,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0743,22,bBEHendricks,146.15,3,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0741,7,bMorris,200.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0740,5,cMillerbShamsi,200.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0723,17,notout,280.00,1,1,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0726,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0724,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0722,3,notout,75.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0720,1,notout,100.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0719,0,cFinchbTye,0.00,0,0,Tail,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0561,0,cCoulter-NilebFaulkner,0.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0549,0,notout,0.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1076,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1075,7,bAl-AminHossain,150.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0791,21,notout,138.46,3,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0617,5,cBrathwaitebWilliams,100.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0616,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0619,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0618,0,st†WaltonbBadree,0.00,0,0,Top Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0584,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0583,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0582,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0643,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1050,6,cAgarbAbbott,100.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1044,12,runout,100.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1041,0,cSmithbStarc,0.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0947,3,cdeSilvabKumara,60.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0946,55,lbwbUdana,162.07,8,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0941,8,cdeSilvabRajitha,140.00,1,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0634,19,notout,375.00,0,2,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0642,2,lbwbPerera,66.67,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0640,-,dnb,-,-,-,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0636,0,cduPlessisbPerera,0.00,0,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0635,17,cImranTahirbPerera,136.36,2,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0467,15,notout,144.44,2,0,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0466,22,cErvinebJongwe,158.33,1,1,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0460,-,dnb,-,-,-,Tail,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0427,4,notout,80.00,0,0,Tail,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0461,28,notout,171.43,2,1,Middle Order,Imad Wasim  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0268,0,notout,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0154,0,notout,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0271,11,lbwbSwann,52.94,0,1,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0354,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0683,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0681,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0615,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0625,1,notout,50.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0514,0,bRohanMustafa,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0520,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0380,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0372,1,bShakibAlHasan,9.09,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0353,17,bMurtagh,65.00,0,2,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0350,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0341,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0340,0,bAhsanMalik,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0336,1,notout,50.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0334,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0143,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0139,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0137,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0163,1,notout,16.67,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0134,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0187,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0130,0,st†NJO'BrienbBotha,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0559,0,notout,0.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0627,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=1124,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=1120,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0614,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0613,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0555,1,bRabada,50.00,0,0,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0456,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0454,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0453,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0376,-,dnb,-,-,-,Tail,Shapoor Zadran  (Afghanistan)
Matches/MatchScorecard_T20.asp?MatchCode=0577,4,bTanwirAfzal,66.67,0,0,Top Order,Sean Terry  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0590,14,cdeGrandhommebSantner,171.43,2,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0589,1,cSantnerbWilliamson,14.29,0,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0588,24,cAndersonbSantner,117.65,0,2,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0495,16,bSikandarRaza,78.95,1,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0683,0,lbwbRashidKhan,0.00,0,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0681,15,cUsmanGhanibRashidKhan,60.87,1,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0925,20,notout,158.33,1,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0914,13,bRashidKhan,120.00,1,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0912,34,notout,125.00,0,2,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0621,20,bNLTCPerera,154.55,1,1,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0620,37,notout,113.33,3,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0919,2,cChakabvabJarvis,66.67,0,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1047,7,notout,77.78,0,0,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=1042,-,dnb,-,-,-,Middle Order,Mosaddeck Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0706,41,bKaul,161.90,7,0,Top Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0704,17,cKohlibUTYadav,116.67,3,0,Top Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0699,89,cKohlibKuldeepYadav,150.00,8,2,Top Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0607,18,bBumrah,150.00,1,1,Middle Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0606,-,dnb,-,-,-,Middle Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0608,0,cKohlibBumrah,0.00,0,0,Middle Order,Jos Butler  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0411,10,cRayudubMohammedShami,66.67,0,0,Middle Order,Jos Butler  (England)
