name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled,role
Rohit Sharma,43.33179723502304,0.8950975725844835,0.3317972350230415,0.016373155640171347,21.75115207373272,217,111.75,123.75,5.418181818181818,0.00808080808080808,2.0,38,bat
Jasprit Bumrah,1.2666666666666666,0.9047619047619048,0.0,0.047619047619047616,0.9333333333333333,15,49.2,53.4,5.52808988764045,0.018726591760299626,2.0,64,ball
Yuzvendra Chahal,5.444444444444445,0.6712328767123288,0.0,0.0684931506849315,3.111111111111111,9,35.375,39.3,5.400763358778626,0.025445292620865142,2.0,51,ball
KL Rahul,41.38709677419355,0.8799725651577504,0.3548387096774194,0.01646090534979424,17.483870967741936,31,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Bhuvneshwar Kumar,10.192307692307692,0.780559646539028,0.019230769230769232,0.042709867452135494,4.3076923076923075,52,47.81578947368421,50.62105263157895,5.667498440424204,0.019754626741526303,15.0,113,ball
Virat Kohli,51.34309623430963,0.9368605894029622,0.41841004184100417,0.01427698885326004,21.715481171548117,239,144.25,139.8,6.190987124463519,0.007153075822603719,1.0,48,bat
Hardik Pandya,25.605263157894736,1.1666666666666667,0.10526315789473684,0.03477218225419664,13.578947368421053,38,45.3235294117647,47.52352941176471,5.722242851838098,0.021042208194083423,4.0,53,all
M S Dhoni,37.39057239057239,0.8794646392650669,0.2760942760942761,0.01607666112299042,15.75084175084175,297,-1.0,-1.0,-1.0,-1.0,0.0,2,wk
Rishabh Pant,27.0,1.0384615384615385,0.07142857142857142,0.03571428571428571,15.714285714285714,14,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Dinesh Karthik,22.632911392405063,0.745,0.11392405063291139,0.021666666666666667,10.050632911392405,79,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Ravindra Jadeja,21.30909090909091,0.8671846096929338,0.10909090909090909,0.0244173140954495,8.6,110,41.29126213592233,50.359223300970875,4.919606709080393,0.019857335646809332,27.0,161,all
James Neesham,24.25925925925926,0.9834834834834835,0.1111111111111111,0.03153153153153153,11.851851851851851,54,38.333333333333336,35.78666666666667,6.426974664679582,0.02794336810730253,3.0,59,all
Trent Boult,3.975,0.8112244897959183,0.0,0.08163265306122448,2.4,40,27.576271186440678,32.30847457627118,5.1211835064526285,0.030951631518203758,23.0,90,ball
Matthew Henry,10.047619047619047,1.0876288659793814,0.0,0.05670103092783505,6.190476190476191,21,29.03448275862069,30.165517241379312,5.775034293552812,0.033150434385002286,4.0,50,ball
Colin de Grandhomme,22.363636363636363,1.1148036253776434,0.12121212121212122,0.03625377643504532,12.181818181818182,33,54.8235294117647,64.23529411764706,5.1208791208791204,0.015567765567765568,4.0,42,all
Mitchell Santner,16.642857142857142,0.8970163618864293,0.03571428571428571,0.029836381135707413,7.535714285714286,56,37.96363636363636,45.130909090909086,5.04713560551124,0.022157763274514544,11.0,67,all
Tom Latham,30.17391304347826,0.8460835111246571,0.21739130434782608,0.02285888448643706,12.26086956521739,92,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Lockie Ferguson,3.9375,0.5163934426229508,0.0,0.040983606557377046,1.125,16,34.888888888888886,36.06666666666667,5.804066543438077,0.0277264325323475,1.0,37,ball
Ross Taylor,41.02777777777778,0.8392045454545455,0.3287037037037037,0.015909090909090907,17.22222222222222,216,-1.0,-1.0,5.0,0.0,0.0,4,bat
Henry Nicholls,29.29787234042553,0.8235645933014354,0.2553191489361702,0.019138755980861243,11.659574468085106,47,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Martin Guptill,39.19444444444444,0.8813241723922548,0.29444444444444445,0.018363522798251094,21.288888888888888,180,45.0,50.099999999999994,5.389221556886228,0.019960079840319365,0.0,11,bat
Kane Williamson,44.3125,0.8222938144329897,0.3611111111111111,0.01610824742268041,17.63888888888889,144,34.08571428571429,37.354285714285716,5.474988526847177,0.026770689918923053,1.0,65,bat
