,MATCH_ID,SCORE
9,Matches/MatchScorecard_ODI.asp?MatchCode=4020,8
10,Matches/MatchScorecard_ODI.asp?MatchCode=4021,8
13,Matches/MatchScorecard_ODI.asp?MatchCode=4165,16
