matchid,date
Matches/MatchScorecard_ODI.asp?MatchCode=4234,2019-01-12
Matches/MatchScorecard_ODI.asp?MatchCode=4354,2019-07-11
Matches/MatchScorecard_ODI.asp?MatchCode=4268,2019-03-10
Matches/MatchScorecard_ODI.asp?MatchCode=4266,2019-03-08
Matches/MatchScorecard_ODI.asp?MatchCode=4263,2019-03-05
Matches/MatchScorecard_ODI.asp?MatchCode=4277,2019-03-31
Matches/MatchScorecard_ODI.asp?MatchCode=4276,2019-03-29
Matches/MatchScorecard_ODI.asp?MatchCode=4275,2019-03-27
Matches/MatchScorecard_ODI.asp?MatchCode=4274,2019-03-23
Matches/MatchScorecard_ODI.asp?MatchCode=4273,2019-03-22
Matches/MatchScorecard_ODI.asp?MatchCode=4270,2019-03-13
Matches/MatchScorecard_ODI.asp?MatchCode=4258,2019-03-02
Matches/MatchScorecard_ODI.asp?MatchCode=4236,2019-01-18
Matches/MatchScorecard_ODI.asp?MatchCode=4235,2019-01-15
Matches/MatchScorecard_ODI.asp?MatchCode=4074,2017-09-28
Matches/MatchScorecard_ODI.asp?MatchCode=4071,2017-09-24
Matches/MatchScorecard_ODI.asp?MatchCode=3988,2017-02-05
Matches/MatchScorecard_ODI.asp?MatchCode=3984,2017-01-30
Matches/MatchScorecard_ODI.asp?MatchCode=3981,2017-01-26
Matches/MatchScorecard_ODI.asp?MatchCode=3977,2017-01-22
Matches/MatchScorecard_ODI.asp?MatchCode=3975,2017-01-19
Matches/MatchScorecard_ODI.asp?MatchCode=4076,2017-10-01
