matchid,date
Matches/MatchScorecard_ODI.asp?MatchCode=4290,2019-05-10
Matches/MatchScorecard_ODI.asp?MatchCode=4315,2019-06-08
Matches/MatchScorecard_ODI.asp?MatchCode=4265,2019-03-08
Matches/MatchScorecard_ODI.asp?MatchCode=4340,2019-06-29
Matches/MatchScorecard_ODI.asp?MatchCode=4335,2019-06-24
Matches/MatchScorecard_ODI.asp?MatchCode=4332,2019-06-22
Matches/MatchScorecard_ODI.asp?MatchCode=4326,2019-06-18
Matches/MatchScorecard_ODI.asp?MatchCode=4323,2019-06-15
Matches/MatchScorecard_ODI.asp?MatchCode=4377,2019-11-06
Matches/MatchScorecard_ODI.asp?MatchCode=4301,2019-05-21
Matches/MatchScorecard_ODI.asp?MatchCode=4299,2019-05-19
Matches/MatchScorecard_ODI.asp?MatchCode=4348,2019-07-04
Matches/MatchScorecard_ODI.asp?MatchCode=4309,2019-06-04
Matches/MatchScorecard_ODI.asp?MatchCode=4257,2019-02-28
Matches/MatchScorecard_ODI.asp?MatchCode=4259,2019-03-02
Matches/MatchScorecard_ODI.asp?MatchCode=4306,2019-06-01
Matches/MatchScorecard_ODI.asp?MatchCode=4131,2018-02-11
Matches/MatchScorecard_ODI.asp?MatchCode=4203,2018-09-25
Matches/MatchScorecard_ODI.asp?MatchCode=4202,2018-09-23
Matches/MatchScorecard_ODI.asp?MatchCode=4200,2018-09-21
Matches/MatchScorecard_ODI.asp?MatchCode=4198,2018-09-20
Matches/MatchScorecard_ODI.asp?MatchCode=4195,2018-09-17
Matches/MatchScorecard_ODI.asp?MatchCode=4129,2018-02-09
Matches/MatchScorecard_ODI.asp?MatchCode=4192,2018-08-31
Matches/MatchScorecard_ODI.asp?MatchCode=4190,2018-08-29
Matches/MatchScorecard_ODI.asp?MatchCode=4189,2018-08-27
Matches/MatchScorecard_ODI.asp?MatchCode=4140,2018-03-04
Matches/MatchScorecard_ODI.asp?MatchCode=4164,2018-03-25
Matches/MatchScorecard_ODI.asp?MatchCode=4163,2018-03-23
Matches/MatchScorecard_ODI.asp?MatchCode=4160,2018-03-20
Matches/MatchScorecard_ODI.asp?MatchCode=4154,2018-03-15
Matches/MatchScorecard_ODI.asp?MatchCode=4132,2018-02-13
Matches/MatchScorecard_ODI.asp?MatchCode=4043,2017-06-11
Matches/MatchScorecard_ODI.asp?MatchCode=4097,2017-12-10
Matches/MatchScorecard_ODI.asp?MatchCode=4040,2017-06-09
Matches/MatchScorecard_ODI.asp?MatchCode=4093,2017-12-07
Matches/MatchScorecard_ODI.asp?MatchCode=4046,2017-06-14
Matches/MatchScorecard_ODI.asp?MatchCode=4092,2017-12-05
Matches/MatchScorecard_ODI.asp?MatchCode=4010,2017-03-24
Matches/MatchScorecard_ODI.asp?MatchCode=4009,2017-03-22
Matches/MatchScorecard_ODI.asp?MatchCode=4008,2017-03-19
Matches/MatchScorecard_ODI.asp?MatchCode=4007,2017-03-17
Matches/MatchScorecard_ODI.asp?MatchCode=4006,2017-03-15
Matches/MatchScorecard_ODI.asp?MatchCode=3998,2017-02-26
Matches/MatchScorecard_ODI.asp?MatchCode=3996,2017-02-24
Matches/MatchScorecard_ODI.asp?MatchCode=3994,2017-02-21
Matches/MatchScorecard_ODI.asp?MatchCode=3993,2017-02-19
Matches/MatchScorecard_ODI.asp?MatchCode=3991,2017-02-16
Matches/MatchScorecard_ODI.asp?MatchCode=3918,2016-07-19
Matches/MatchScorecard_ODI.asp?MatchCode=3873,2016-01-06
Matches/MatchScorecard_ODI.asp?MatchCode=3721,2015-01-08
Matches/MatchScorecard_ODI.asp?MatchCode=3764,2015-02-26
Matches/MatchScorecard_ODI.asp?MatchCode=3725,2015-01-14
Matches/MatchScorecard_ODI.asp?MatchCode=3707,2014-11-30
Matches/MatchScorecard_ODI.asp?MatchCode=3705,2014-11-28
Matches/MatchScorecard_ODI.asp?MatchCode=3652,2014-07-24
Matches/MatchScorecard_ODI.asp?MatchCode=3650,2014-07-20
Matches/MatchScorecard_ODI.asp?MatchCode=3483,2013-03-08
Matches/MatchScorecard_ODI.asp?MatchCode=3482,2013-03-06
Matches/MatchScorecard_ODI.asp?MatchCode=3372,2012-02-10
Matches/MatchScorecard_ODI.asp?MatchCode=3437,2012-08-25
Matches/MatchScorecard_ODI.asp?MatchCode=3421,2012-07-05
Matches/MatchScorecard_ODI.asp?MatchCode=3407,2012-03-31
Matches/MatchScorecard_ODI.asp?MatchCode=3406,2012-03-29
Matches/MatchScorecard_ODI.asp?MatchCode=3310,2011-08-09
