matchid,date
Matches/MatchScorecard_ODI.asp?MatchCode=4165,2018-06-10
Matches/MatchScorecard_ODI.asp?MatchCode=4167,2018-06-16
Matches/MatchScorecard_ODI.asp?MatchCode=4075,2017-09-29
Matches/MatchScorecard_ODI.asp?MatchCode=4073,2017-09-27
Matches/MatchScorecard_ODI.asp?MatchCode=4021,2017-05-07
Matches/MatchScorecard_ODI.asp?MatchCode=4020,2017-05-05
Matches/MatchScorecard_ODI.asp?MatchCode=4004,2017-03-05
Matches/MatchScorecard_ODI.asp?MatchCode=4001,2017-03-03
Matches/MatchScorecard_ODI.asp?MatchCode=3978,2017-01-22
Matches/MatchScorecard_ODI.asp?MatchCode=3949,2016-10-12
Matches/MatchScorecard_ODI.asp?MatchCode=3805,2015-06-12
Matches/MatchScorecard_ODI.asp?MatchCode=3804,2015-06-09
Matches/MatchScorecard_ODI.asp?MatchCode=3809,2015-06-20
Matches/MatchScorecard_ODI.asp?MatchCode=3807,2015-06-17
Matches/MatchScorecard_ODI.asp?MatchCode=3806,2015-06-14
