MATCH_ID,SCORE,player_name
Matches/MatchScorecard_ODI.asp?MatchCode=2842,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=2845,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3078,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3348,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3349,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3350,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3351,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3354,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3396,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3409,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3413,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3549,28,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3550,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3679,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3713,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3715,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3717,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3719,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3720,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3745,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3747,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3776,48,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3797,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3798,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3801,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3802,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3814,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3819,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3820,28,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3822,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3837,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3838,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3858,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3859,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3863,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3879,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3883,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3921,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3928,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3930,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3939,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3944,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4017,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4018,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4019,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4044,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4045,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4050,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4079,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4082,32,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4084,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4087,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4103,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4105,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4114,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4172,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4174,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4176,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4177,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4194,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4200,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4204,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4223,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4238,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4297,12,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4308,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4319,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4324,16,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4334,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4337,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4340,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4349,20,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4375,24,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4376,8,Sarfaraz Ahmed  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3007,20,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3089,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3142,24,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3149,32,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3153,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3164,36,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3166,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3183,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3185,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3309,44,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3421,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3437,20,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3482,24,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3560,28,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3623,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3843,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3849,20,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3850,32,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3867,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3869,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3873,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3913,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3915,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3917,32,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3941,28,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3993,20,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3994,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3996,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3998,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4006,20,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4007,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4008,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4009,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4010,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4131,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4132,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4140,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4145,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4160,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4163,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4164,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4190,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4192,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4198,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4200,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4202,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4203,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4262,12,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4290,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4299,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4301,8,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4309,16,Mohammad Shahzad  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4115,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4224,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4226,24,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4236,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4258,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4268,24,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4270,40,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4274,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4275,28,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4277,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4306,44,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4316,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4319,32,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4322,32,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4336,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4341,24,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4351,12,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4354,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4398,24,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4415,16,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4421,8,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4423,16,Alex Carey  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3614,8,Anamul Haque  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3616,8,Anamul Haque  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3627,8,Anamul Haque  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3630,24,Anamul Haque  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3970,28,Nurul Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3352,28,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3372,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3374,12,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3376,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3531,20,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3532,28,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3533,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3535,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3538,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3569,20,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3571,28,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3574,24,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3582,28,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3584,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3585,28,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3589,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3590,12,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3591,24,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3592,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3594,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3618,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3620,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3624,20,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3627,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3631,20,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3658,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3662,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3751,8,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3770,40,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3772,16,Umar Akmal  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=2089,24,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2090,20,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2092,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2094,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2141,24,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2175,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2176,16,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2177,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2243,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=2248,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3212,16,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3294,20,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3295,40,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3296,36,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3298,12,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3353,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3355,24,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3357,24,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3359,20,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3360,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3382,8,Parthiv Patel  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3705,20,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3707,16,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3709,8,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3711,8,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3721,24,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3725,16,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3730,16,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3754,16,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3759,8,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3764,24,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3785,8,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4043,20,Afsar Zazai  (Afghanistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3029,24,Eoin Morgan  (England  Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=2831,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=2836,28,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=2846,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=2848,20,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3501,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3503,20,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3508,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3511,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3515,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3573,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3576,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3579,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3593,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3601,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3603,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3607,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3609,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3612,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3685,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3686,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3715,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3717,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3719,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3720,28,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3723,28,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3726,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3734,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3737,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3739,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3743,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3745,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3747,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3748,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3753,20,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3756,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3767,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3778,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3784,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3793,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3794,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3804,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3805,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3806,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3809,12,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3823,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3824,20,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3828,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3865,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3866,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3872,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3879,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3883,32,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3886,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3888,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3951,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3952,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3969,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3970,32,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3971,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3999,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4002,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4023,24,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4024,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4026,16,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4032,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4036,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4039,8,Luke Ronchi  (New Zealand  Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3430,8,Tom Latham  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3570,28,Tom Latham  (New Zealand)
