match_id,score,how dismissed,strike rate,4s,6s,batting position,player_name
Matches/MatchScorecard_ODI.asp?MatchCode=3831,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3830,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3681,5,runout,71.43,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3773,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4423,10,notout,225.00,1,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4341,0,bBoult,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3988,35,notout,126.09,2,2,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4032,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3984,3,cNeeshambSantner,100.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3968,0,notout,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3967,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3966,13,c†WatlingbNeesham,220.00,2,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3437,1,notout,100.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4419,3,lbwbNortje,60.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4415,5,runout,41.67,0,0,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4226,0,c&amp;bRabada,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4224,7,c&amp;bSteyn,100.00,1,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4222,14,lbwbImranTahir,100.00,2,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4400,0,csubbJadeja,0.00,0,0,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4399,6,c†RahulbSaini,54.55,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4398,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3796,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3767,0,bBoult,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4319,3,cShoaibMalikbMohammadAmir,50.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4354,32,c†ButtlerbWoakes,80.56,1,1,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4336,4,notout,66.67,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4329,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4322,5,notout,125.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4351,19,bRabada,145.45,1,1,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4312,9,cHolderbBrathwaite,88.89,1,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4306,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4035,-,dnb,-,-,-,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3981,6,runout,120.00,0,0,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3977,0,notout,0.00,0,0,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3973,3,runout,60.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3972,12,bHasanAli,125.00,0,1,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3909,20,st†RamdinbNarine,68.00,1,1,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3905,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3903,-,dnb,-,-,-,,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3893,-,dnb,-,-,-,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3829,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3779,0,runout,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3792,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3787,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3749,0,notout,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3738,1,notout,100.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3727,0,notout,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3746,0,notout,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3700,1,notout,20.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3698,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3668,3,bWilliams,60.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3663,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3659,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3673,33,notout,63.04,0,2,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3669,1,notout,100.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3458,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3473,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3472,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3467,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3471,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3441,13,notout,275.00,2,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3439,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3443,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3896,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3924,0,c&amp;bMathews,0.00,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3923,5,notout,71.43,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3697,-,dnb,-,-,-,Middle Order,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3202,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3929,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3927,15,cPrasannabdeSilva,150.00,1,1,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3931,-,dnb,-,-,-,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3507,5,bAnderson,62.50,0,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3465,63,notout,140.54,7,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3462,24,notout,78.57,2,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3371,15,cTharangabPrasad,73.68,1,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3377,19,runout,70.83,2,0,Tail,Mitchell Starc  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3680,28,bMohammedShami,59.09,2,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3683,46,bPatel,78.43,6,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3678,32,cDhawanbMishra,62.22,2,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3583,63,notout,96.23,4,2,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3581,62,c†DhonibAshwin,92.59,8,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3580,71,bMohammedShami,76.62,4,2,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3510,37,st†DhonibAshwin,42.17,2,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3521,66,cDhawanbAshwin,70.51,5,1,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3276,25,cHarbhajanSinghbRaina,75.86,1,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2976,-,dnb,-,-,-,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2975,21,cRPSinghbHarbhajanSingh,118.75,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2978,-,dnb,-,-,-,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2977,24,bNehra,140.00,3,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4256,77,cStokesbWood,103.39,4,4,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4255,-,dnb,-,-,-,,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4260,8,notout,50.00,1,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4285,10,notout,128.57,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4254,25,runout,67.57,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4253,50,cWoakesbRashid,133.33,2,4,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3481,81,notout,69.90,5,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3454,60,cMominulHaquebMahmudullah,47.22,3,1,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3453,37,c&amp;bSohagGazi,55.74,3,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3452,15,cSohagGazibNaeemIslam,56.52,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3525,1,cAshwinbKumar,14.29,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3353,70,bRaina,81.08,6,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3357,28,retiredhurt,63.41,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3355,15,cAshwinbVinayKumar,76.47,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3593,17,cWilliamsonbMcClenaghan,77.78,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3909,7,c†WadebMarsh,30.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3905,18,cSmithbHazlewood,75.00,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3893,22,cZampabMarsh,61.29,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3474,5,cFinchbJohnson,25.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3473,99,bFaulkner,89.58,7,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3472,17,lbwbStarc,70.00,3,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3471,12,cClarkebFaulkner,44.00,1,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4286,1,c†MushfiqurRahimbShakibAlHasan,25.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4296,3,notout,100.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4293,7,lbwbMehidyHasanMiraz,46.15,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4317,-,dnb,-,-,-,,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3338,0,c†MushfiqurRahimbShafiulIslam,0.00,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3336,1,notout,8.33,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3334,22,bShafiulIslam,105.26,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3253,10,notout,34.62,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4304,0,cBabarAzambMohammadAmir,0.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3939,12,bMohammadNawaz,42.86,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3907,126,cduPlessisbMorris,99.03,12,4,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3900,12,bParnell,57.89,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3898,44,c†WadebZampa,61.90,3,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3892,32,lbwbPhangiso,43.48,2,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3943,76,runout,82.43,5,3,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3855,4,bLakmal,57.14,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3853,22,cDilshanbSiriwardana,63.64,1,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3852,43,bMendis,65.52,3,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4291,18,csubbStirling,68.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4325,23,bMohammadSaifuddin,126.67,0,2,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3944,19,c†SarfarazAhmedbWahabRiaz,42.50,0,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3752,0,runout,0.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3617,1,c†WilsonbThompson,11.11,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3261,0,bKJO'Brien,0.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3108,32,notout,77.78,0,2,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3757,52,retiredhurt,62.82,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3538,10,c†UmarAkmalbJunaidKhan,42.86,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3535,10,cSaeedAjmalbWahabRiaz,50.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3533,19,cMohammadHafeezbWahabRiaz,42.50,2,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3532,64,bSaeedAjmal,66.67,6,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3531,6,c†UmarAkmalbMohammadIrfan,27.78,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3291,-,dnb,-,-,-,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3289,52,lbwbMohammadHafeez,61.04,3,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3288,14,cMisbah-ul-HaqbSaeedAjmal,66.67,2,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3287,74,runout,61.47,1,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3290,24,cTanvirAhmedbJunaidKhan,80.77,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4230,11,bMehidyHasanMiraz,38.46,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4229,30,bRubelHossain,62.79,1,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4228,20,cTamimIqbalbMashrafeMortaza,37.25,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3661,151,cImrulKayesbMahmudullah,97.64,7,8,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3657,61,lbwbSohagGazi,64.63,2,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3655,8,c†MushfiqurRahimbAl-AminHossain,50.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3475,36,cFaulknerbDoherty,66.00,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3527,80,cMendisbMathews,83.33,4,1,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3506,0,c†KamranAkmalbMohammadIrfan,0.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3520,31,runout,90.00,4,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3480,0,c†TaylorbMasakadza,0.00,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3478,121,notout,140.85,9,4,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3450,41,runout,85.37,4,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3405,3,c†WadebMcKay,14.29,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3404,28,cDJHusseybWatson,50.00,3,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3402,0,cBaileybWatson,0.00,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3400,19,bDoherty,57.14,3,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3398,5,runout,26.67,1,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3298,105,st†PatelbMishra,86.87,3,6,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3297,17,cTiwarybMishra,41.67,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3277,0,lbwbMohammadHafeez,0.00,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3270,6,cStraussbTredwell,33.33,1,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3231,45,lbwbMalinga,60.94,0,3,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3247,35,cKervezeebSeelaar,78.95,1,2,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3241,87,lbwbBotha,89.02,8,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3227,8,runout,36.36,0,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3294,5,cSharmabMMPatel,50.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3629,19,cBoparabAli,80.00,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3622,2,lbwbAli,16.67,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3625,15,bBroad,38.24,0,1,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3513,14,runout,171.43,2,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3412,9,notout,61.54,1,0,Tail,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3451,31,c†MushfiqurRahimbAbdurRazzak,68.29,3,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3114,50,notout,145.16,3,1,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3117,17,cBoucherbvanderMerwe,36.17,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4414,17,cdeSilvabPWHdeSilva,69.57,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4413,46,runout,75.00,3,2,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4417,8,runout,66.67,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3112,1,lbwbMorkel,16.67,0,0,Middle Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3106,15,st†TaibubLamb,40.00,1,0,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3234,94,lbwbPerera,86.81,9,1,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3107,88,bRizwanCheema,98.67,6,2,Top Order,Darren Bravo  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4074,32,cRahanebYadav,76.32,1,1,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4071,4,bBumrah,66.67,0,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4069,44,cPandeybChahal,100.00,5,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4067,5,c†DhonibPandya,83.33,0,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4076,46,bPatel,71.19,4,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4170,69,cMorganbPlunkett,133.33,9,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4169,76,cWilleybRashid,98.44,9,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4168,62,c&amp;bAli,130.77,7,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4167,24,cHalesbWood,126.67,3,1,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4166,5,cBairstowbWilley,125.00,0,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4125,24,runout,73.33,2,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4123,115,cMorganbWood,89.72,15,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4115,7,c&amp;bRoot,38.89,0,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4108,6,bPlunkett,62.50,1,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4041,84,notout,110.94,5,2,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3988,62,cBrownliebBoult,73.61,5,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4032,-,dnb,-,-,-,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3984,6,cMunrobBoult,33.33,1,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3968,39,bSantner,52.86,2,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3967,71,cMunrobSouthee,178.13,6,2,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=3966,61,c&amp;bBoult,86.67,5,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4226,7,cMarkrambRabada,28.57,1,0,Middle Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4224,10,lbwbNgidi,114.29,2,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4222,1,c†deKockbSteyn,11.11,0,0,Top Order,Travis Head  (Australia)
Matches/MatchScorecard_ODI.asp?MatchCode=4035,-,dnb,-,-,-,Middle Order,Travis Head  (Australia)
