Match_id,Score,Overs,Maidens,Wicket,Economy,player_name
Matches/MatchScorecard_ODI.asp?MatchCode=3647,25,9.4,0,1,5.17,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3685,27,5.0,0,1,4.4,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3728,2,6.0,0,0,4.17,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3732,0,4.0,0,0,9.75,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3736,0,3.0,0,0,3.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3750,25,8.0,0,1,5.63,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3783,29,3.0,1,1,4.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3794,21,5.0,0,1,8.6,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3887,0,4.0,0,0,6.75,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3942,25,3.0,0,1,5.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3983,0,2.0,0,0,3.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3985,50,5.0,0,2,6.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3990,0,5.0,0,0,5.6,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3992,0,1.0,0,0,4.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4028,0,6.0,0,0,5.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4033,0,2.0,0,0,3.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4042,0,3.0,0,0,5.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4182,0,4.0,0,0,5.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4183,2,7.0,0,0,4.29,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4186,0,4.0,0,0,6.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4188,0,5.0,0,0,5.8,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4208,4,4.0,1,0,3.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3663,0,4.0,0,0,5.75,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3669,0,4.0,0,0,6.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3268,25,2.0,0,1,5.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3027,0,3.0,0,0,5.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3058,0,4.0,0,0,4.25,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3059,52,6.0,0,2,4.17,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3255,0,4.0,0,0,5.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3438,25,3.0,0,1,5.33,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3444,25,4.0,0,1,2.75,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3517,25,5.0,0,1,5.4,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2918,27,6.0,0,1,3.83,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3534,-2,7.0,0,0,7.29,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3536,25,3.0,0,1,3.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3885,-6,5.0,0,0,9.6,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3543,0,7.0,0,0,6.57,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3653,25,6.0,0,1,5.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3654,21,7.0,0,1,8.29,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3665,0,1.0,0,0,7.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3671,77,8.2,0,3,4.2,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3740,50,6.0,0,2,4.83,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3790,83,9.0,1,3,3.22,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4187,50,6.0,0,2,5.83,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=4271,25,4.0,0,1,5.25,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3385,2,5.0,0,0,4.4,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2961,25,2.0,0,1,3.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2963,75,10.0,0,3,4.8,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3020,25,1.0,0,1,11.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3092,-2,5.0,0,0,7.6,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3117,0,2.0,0,0,5.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2930,25,4.0,0,1,5.25,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3192,25,4.0,0,1,5.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3365,50,6.5,0,2,6.44,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3390,0,1.0,0,0,11.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3648,50,8.3,0,2,5.06,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3263,0,3.0,0,0,9.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3363,25,5.0,0,1,5.2,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3344,2,5.0,0,0,3.8,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3114,0,1.0,0,0,9.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2783,0,6.0,0,0,5.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2917,0,1.0,0,0,6.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2924,25,10.0,0,1,5.2,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2926,0,3.0,0,0,5.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2954,0,4.0,0,0,5.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3250,29,6.0,0,1,2.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3279,0,2.0,0,0,4.5,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3347,56,7.0,1,2,4.14,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3362,2,6.0,0,0,4.33,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3388,0,1.0,0,0,2.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2255,27,7.0,0,1,4.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2257,0,5.0,0,0,4.8,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2259,0,2.0,0,0,5.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2524,4,6.0,1,0,5.83,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2753,25,1.0,0,1,6.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2759,0,2.0,0,0,8.0,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2890,77,8.1,0,3,3.8,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=2891,6,6.0,1,0,3.67,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3502,27,5.0,0,1,4.4,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3540,35,9.2,1,1,2.46,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3542,8,10.0,1,0,3.4,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_ODI.asp?MatchCode=3655,0,2.0,0,0,10.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3657,0,1.0,0,0,8.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3397,0,1.0,0,0,6.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3354,25,1.0,0,1,1.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3356,0,3.0,0,0,6.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3358,0,4.0,0,0,7.75,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3627,0,3.0,0,0,5.67,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3799,25,7.0,0,1,5.29,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3567,0,1.0,0,0,6.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3573,8,10.0,1,0,3.3,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3784,50,5.0,0,2,6.4,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3313,0,2.0,0,0,5.5,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3315,0,6.0,0,0,6.17,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3317,0,3.0,0,0,4.67,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3319,0,4.0,0,0,4.5,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3334,0,2.0,0,0,5.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3336,0,2.4,0,0,5.25,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3338,50,2.0,0,2,1.5,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3645,0,2.0,0,0,7.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3774,50,5.0,0,2,6.4,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3791,2,9.0,0,0,3.89,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3797,0,3.0,0,0,6.67,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3798,29,5.0,0,1,3.4,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3808,0,6.4,0,0,4.65,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3810,54,10.0,0,2,3.3,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3811,2,6.0,0,0,4.5,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3813,31,7.0,1,1,4.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3816,79,8.0,0,3,3.25,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3818,2,8.0,0,0,3.75,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3854,25,2.1,0,1,2.77,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3948,33,10.0,1,1,2.9,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3949,23,7.0,0,1,7.57,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4027,50,9.0,0,2,5.22,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4080,0,5.0,0,0,5.8,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4083,0,8.0,0,0,6.13,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4109,4,5.0,0,0,3.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4116,25,4.0,0,1,5.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4122,0,3.0,0,0,6.33,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3623,0,2.3,0,0,3.2,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3857,25,7.0,0,1,5.14,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3616,4,4.0,1,0,3.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3619,0,4.0,0,0,5.0,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3856,52,9.2,0,2,3.86,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3412,25,6.0,0,1,4.83,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3414,29,10.0,1,1,4.8,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3374,112,10.0,1,4,3.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3376,112,10.0,1,4,3.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3379,85,10.0,1,3,2.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3383,52,10.0,0,2,4.2,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3476,25,10.0,0,1,5.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3504,50,9.3,0,2,6.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3804,108,7.0,1,4,5.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3805,29,10.0,1,1,6.9,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3806,0,10.0,0,0,5.5,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3807,29,10.0,1,1,5.1,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3809,48,10.0,0,2,7.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3327,25,9.4,0,1,5.59,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3343,77,10.0,0,3,4.5,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3346,58,10.0,2,2,4.7,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3459,25,10.0,0,1,6.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3463,25,9.1,0,1,5.45,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3468,31,10.0,1,1,3.9,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3667,25,8.0,0,1,6.25,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3670,0,7.0,0,0,5.43,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3672,56,8.4,1,2,4.27,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3735,135,8.0,0,5,4.13,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4001,0,9.0,0,0,5.44,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4004,54,8.0,1,2,4.75,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3746,25,10.0,0,1,5.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4030,4,7.0,1,0,5.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3744,77,10.0,0,3,3.6,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3461,54,10.0,1,2,5.1,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3470,62,10.0,2,2,2.7,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3477,33,10.0,1,1,3.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3756,0,2.0,0,0,24.5,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3551,6,10.0,1,0,4.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3335,23,9.0,0,1,7.44,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3337,0,9.0,0,0,5.56,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3341,52,10.0,0,2,4.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3321,58,5.0,1,2,3.2,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3226,25,10.0,0,1,6.1,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3229,50,10.0,0,2,5.1,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3233,4,10.0,1,0,5.7,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3417,50,10.0,0,2,4.7,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3423,114,10.0,2,4,3.7,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3426,25,6.0,0,1,5.83,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3438,25,10.0,0,1,5.9,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3440,0,8.0,0,0,5.25,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3442,29,10.0,0,1,3.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3479,91,9.0,3,3,3.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3517,29,8.0,1,1,5.63,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3738,50,10.0,0,2,6.5,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3749,131,10.0,0,5,7.1,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3761,91,9.0,3,3,2.89,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3769,0,8.0,0,0,6.75,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3832,54,8.0,1,2,5.38,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3555,54,10.0,1,2,6.8,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3558,52,10.0,0,2,4.3,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3331,31,10.0,1,1,4.4,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4005,56,10.0,1,2,3.5,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3727,4,8.0,1,0,6.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3830,0,7.0,0,0,5.86,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3831,50,9.0,0,2,6.11,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3706,29,6.0,1,1,5.83,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3710,25,7.0,0,1,6.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3712,4,9.4,1,0,6.31,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3714,25,6.0,0,1,4.67,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3716,50,9.0,0,2,5.89,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3800,8,3.0,2,0,0.33,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3418,27,9.0,0,1,4.0,Steven Finn  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3722,25,5.0,0,1,5.2,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=3730,0,1.0,0,0,11.0,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=3676,25,4.0,0,1,7.75,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=3905,29,9.0,1,1,4.78,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3907,83,5.0,1,3,3.4,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3909,46,7.0,0,2,8.29,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3939,25,8.0,0,1,6.63,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3944,-2,5.0,0,0,7.4,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4285,75,8.0,0,3,5.5,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4100,0,10.0,0,0,5.7,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4017,0,10.0,0,0,6.9,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4018,54,10.0,1,2,5.0,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4019,50,10.0,0,2,6.0,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4286,25,10.0,0,1,5.8,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4325,-6,8.3,0,0,9.18,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4040,37,8.0,2,1,2.63,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4043,54,7.4,0,2,3.26,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3960,77,8.1,0,3,3.8,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3961,52,10.0,0,2,4.5,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3963,25,5.0,0,1,5.8,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4001,50,10.0,0,2,5.8,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4004,25,3.0,0,1,5.67,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4101,-2,10.0,0,0,7.5,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4102,0,4.0,0,0,9.25,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4291,54,10.0,1,2,4.7,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4296,50,3.0,0,2,10.0,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4321,48,7.0,0,2,7.0,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4344,-6,5.0,0,0,9.2,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3427,50,8.3,0,2,5.29,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3429,33,10.0,2,1,4.7,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3430,2,8.0,0,0,3.63,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4100,8,10.0,2,0,4.8,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4223,79,10.0,1,3,5.4,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4225,0,10.0,0,0,6.0,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4337,25,10.0,0,1,4.8,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4341,108,10.0,1,4,5.1,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3686,48,10.0,0,2,7.0,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3723,4,10.0,1,0,4.6,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3737,106,10.0,0,4,4.4,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3739,35,8.0,2,1,3.88,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3784,62,10.0,3,2,5.6,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3804,104,10.0,0,4,5.5,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3805,54,10.0,1,2,5.3,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3886,25,9.3,0,1,6.95,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3969,0,9.0,0,0,4.78,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3970,54,8.4,0,2,3.0,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4039,25,10.0,0,1,4.8,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4311,52,10.0,0,2,4.4,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4101,191,10.0,3,7,3.4,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4102,77,5.0,0,3,3.6,Trent Boult  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3995,75,10.0,0,3,6.3,Trent Boult  (New Zealand)
