Match_id,Score,Overs,Maidens,Wicket,Economy,player_name
Matches/MatchScorecard_ODI.asp?MatchCode=3481,18,7.0,3,0,2.14,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3506,95,10.0,4,3,2.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3510,-2,6.0,0,0,7.83,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3520,4,7.0,1,0,5.86,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3521,60,10.0,2,2,4.1,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3525,33,10.0,2,1,6.9,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3531,52,10.0,0,2,3.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3532,47,6.0,4,1,2.33,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3533,31,10.0,1,1,3.5,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3535,29,6.0,1,1,5.5,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3655,0,10.0,0,0,4.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3657,87,6.0,2,3,3.17,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3661,25,9.0,0,1,5.33,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3353,75,10.0,0,3,4.6,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4285,52,7.0,0,2,4.0,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3277,0,5.5,0,0,6.69,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4150,120,10.0,3,4,2.7,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3287,0,9.3,0,0,6.11,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3288,4,9.0,1,0,4.78,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3289,2,9.0,0,0,4.0,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3290,50,10.0,0,2,6.7,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4216,25,10.0,0,1,6.7,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4219,25,10.0,0,1,4.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2986,135,10.0,0,5,4.4,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2987,23,7.5,0,1,7.02,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2989,108,9.5,1,4,6.41,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3253,79,6.0,0,3,3.17,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3334,0,8.0,0,0,6.0,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3336,79,10.0,1,3,4.9,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3338,29,5.0,0,1,3.2,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4228,0,6.0,0,0,5.83,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4229,27,10.0,0,1,3.9,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4230,0,3.0,0,0,5.33,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4286,2,7.0,0,0,4.29,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4293,23,6.0,0,1,7.67,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3296,0,8.2,0,0,5.52,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3298,50,10.0,0,2,5.2,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3355,52,10.0,0,2,4.0,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4291,8,10.0,2,0,6.2,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4296,-6,5.0,0,0,11.4,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3031,31,6.0,1,1,4.5,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4220,48,10.0,0,2,7.4,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4221,12,5.0,2,0,2.6,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4338,77,10.0,0,3,3.6,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4360,-2,7.0,0,0,7.71,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4164,0,5.0,0,0,4.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4348,85,10.0,2,3,3.7,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3297,8,8.0,1,0,2.75,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4333,10,10.0,2,0,3.8,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3752,-4,6.0,0,0,8.67,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3775,29,8.0,1,1,5.5,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4213,-2,7.0,0,0,7.43,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3261,27,8.0,0,1,4.25,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4317,0,3.0,0,0,3.33,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2861,58,10.0,1,2,2.9,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=2864,25,8.0,0,1,6.13,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3024,48,10.0,0,2,7.3,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3080,31,10.0,1,1,4.1,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3082,23,6.0,0,1,7.33,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3097,27,9.0,0,1,3.78,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3100,77,9.5,0,3,3.76,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3102,83,9.0,1,3,3.11,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3104,27,7.2,0,1,4.09,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3231,2,8.0,0,0,3.63,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3241,25,8.0,0,1,5.25,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3247,154,8.3,0,6,3.18,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3270,60,9.4,2,2,3.52,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3527,116,8.0,2,4,3.38,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3788,0,8.0,0,0,6.75,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4144,25,10.0,0,1,6.0,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4159,75,10.0,0,3,5.5,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4161,62,7.0,2,2,2.86,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4362,23,7.0,0,1,7.57,Kemar Roach  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=3713,0,1.0,0,0,9.0,Asad Shafiq  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3715,0,1.0,0,0,9.0,Asad Shafiq  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3874,75,9.2,0,3,6.0,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3875,4,9.0,1,0,5.67,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3876,-2,8.0,0,0,7.88,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3895,52,10.0,0,2,4.2,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3897,58,6.0,1,2,2.83,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3899,0,8.0,0,0,5.0,Barinder Sran  (India)
Matches/MatchScorecard_ODI.asp?MatchCode=3429,33,10.0,2,1,5.8,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4100,104,8.0,0,4,6.88,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3503,29,8.0,1,1,6.88,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3865,81,9.0,1,3,4.11,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3866,33,6.0,2,1,5.17,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3868,-2,6.2,0,0,7.11,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3827,79,10.0,0,3,3.1,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3828,29,10.0,1,1,5.4,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3888,29,6.0,0,1,2.5,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4101,2,5.0,0,0,3.8,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4239,29,7.0,0,1,3.29,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4242,0,10.0,0,0,5.9,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4245,-4,6.0,0,0,8.17,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3951,33,8.0,2,1,5.5,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3340,83,10.0,2,3,5.5,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3342,4,10.0,1,0,4.8,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3366,31,8.0,1,1,4.13,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3370,33,8.0,1,1,3.25,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=3385,29,10.0,1,1,6.1,Douglas Bracewell  (New Zealand)
Matches/MatchScorecard_ODI.asp?MatchCode=4006,0,2.0,0,0,9.0,Jacob Mulder  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=4009,75,10.0,0,3,5.7,Jacob Mulder  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=4010,0,9.0,0,0,5.78,Jacob Mulder  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=4003,54,10.0,0,2,2.8,Jacob Mulder  (Ireland)
Matches/MatchScorecard_ODI.asp?MatchCode=4216,48,9.0,0,2,7.89,Obed McCoy  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4219,48,5.0,0,2,7.6,Obed McCoy  (West Indies)
Matches/MatchScorecard_ODI.asp?MatchCode=4021,79,8.0,0,3,2.88,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3925,25,10.0,0,1,5.2,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3930,25,9.0,0,1,6.78,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4068,0,8.0,0,0,5.25,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4045,0,6.0,0,0,5.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4354,0,8.0,0,0,5.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3804,-2,5.0,0,0,7.4,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3805,23,9.0,0,1,7.89,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3098,0,2.0,0,0,6.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3949,0,9.0,0,0,5.67,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4031,104,10.0,0,4,5.9,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4314,27,8.0,0,1,4.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4171,0,6.0,0,0,5.17,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4173,108,10.0,1,4,4.6,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4175,-4,5.0,0,0,8.2,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4001,108,8.2,1,4,4.8,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4004,81,7.5,1,3,4.09,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4321,25,5.0,0,1,6.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4115,25,8.0,0,1,5.38,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4168,0,6.0,0,0,6.83,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4029,75,10.0,0,3,6.4,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4303,50,7.0,0,2,5.29,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3926,50,10.0,0,2,5.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3928,25,6.0,0,1,5.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4342,75,10.0,0,3,5.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4028,25,9.0,0,1,4.67,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4166,75,8.0,0,3,5.25,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4167,108,9.1,1,4,5.78,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4170,25,4.0,0,1,4.75,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4041,0,8.0,0,0,6.13,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4108,73,10.0,0,3,7.1,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4036,104,9.3,0,4,5.79,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4346,27,8.0,0,1,3.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4355,77,10.0,0,3,4.2,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4020,0,3.0,0,0,4.67,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4284,104,7.0,0,4,5.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2403,75,9.0,0,3,5.67,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2405,46,7.0,0,2,8.71,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2406,50,9.0,0,2,5.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2407,0,8.0,0,0,5.63,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2457,58,8.0,2,2,5.25,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2458,41,9.0,3,1,3.22,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2459,25,6.0,0,1,6.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2462,52,5.0,0,2,4.4,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2463,2,10.0,0,0,4.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2643,25,7.0,0,1,6.14,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2648,50,9.0,0,2,5.11,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2685,19,7.0,0,1,10.14,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2702,56,10.0,1,2,3.8,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2709,75,10.0,0,3,5.9,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3233,50,10.0,0,2,4.9,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4253,-4,6.0,0,0,9.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4254,25,7.0,0,1,5.57,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4256,0,8.0,0,0,5.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3832,75,10.0,0,3,6.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2604,85,9.5,1,3,2.44,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4292,48,9.0,0,2,7.11,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4294,25,9.0,0,1,6.11,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3976,48,10.0,1,2,9.1,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3978,25,10.0,0,1,6.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4005,87,8.0,2,3,3.38,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4075,50,10.0,0,2,5.4,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4215,21,5.0,0,1,8.8,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3831,0,8.0,0,0,5.25,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4117,0,1.2,0,0,4.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3904,50,10.0,0,2,6.7,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3906,50,10.0,0,2,4.9,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3908,75,10.0,0,3,4.6,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3910,-4,8.0,0,0,8.13,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3911,75,8.0,0,3,5.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4072,133,8.1,0,5,6.37,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4073,25,10.0,0,1,6.7,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4287,25,4.0,0,1,6.75,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2404,-4,7.0,0,0,9.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2485,0,10.0,0,0,4.8,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2486,25,7.0,0,1,4.57,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2487,-2,8.0,0,0,7.25,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2488,-4,5.2,0,0,8.63,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2490,50,9.0,0,2,6.67,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2491,-6,5.0,0,0,9.2,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2593,-2,5.0,0,0,7.8,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2597,75,9.0,0,3,6.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2617,75,10.0,0,3,6.0,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2622,0,10.0,0,0,5.6,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=2626,73,6.0,0,3,7.17,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=3833,50,8.0,0,2,5.88,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4165,46,10.0,0,2,8.5,Liam Plunkett  (England)
Matches/MatchScorecard_ODI.asp?MatchCode=4050,0,3.3,0,0,7.14,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4237,0,2.0,0,0,4.0,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4300,0,4.0,0,0,5.75,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4103,25,3.0,0,1,6.33,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4174,0,3.0,0,0,3.67,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4194,0,0.3,0,0,0.0,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=4197,2,6.3,0,0,3.85,Fakhar Zaman  (Pakistan)
Matches/MatchScorecard_ODI.asp?MatchCode=3123,50,10.0,0,2,4.9,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3397,0,10.0,0,0,6.3,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4025,27,9.0,0,1,4.22,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4295,-2,9.0,0,0,7.22,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2808,25,10.0,0,1,5.2,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2810,25,5.0,0,1,5.8,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2814,31,9.0,1,1,3.78,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2815,0,10.0,0,0,5.2,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3354,64,9.4,3,2,4.34,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3356,29,10.0,0,1,2.7,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3358,39,10.0,2,1,2.1,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3394,52,10.0,0,2,4.1,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3403,56,10.0,1,2,3.9,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3627,33,10.0,2,1,5.3,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3799,54,10.0,0,2,3.4,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2805,31,10.0,1,1,3.8,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2806,56,7.0,0,2,2.29,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2807,54,10.0,1,2,4.6,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=4349,0,10.0,0,0,5.7,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2812,54,10.0,1,2,5.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3643,52,6.0,0,2,4.5,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=3784,108,8.5,1,4,6.23,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2500,27,10.0,0,1,3.9,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2504,58,10.0,1,2,3.2,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2505,31,6.3,1,1,4.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2506,2,8.0,0,0,3.5,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2527,0,2.0,0,0,11.5,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2530,6,5.0,0,0,2.4,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2531,85,10.0,1,3,1.8,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2558,62,10.0,2,2,3.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2562,52,10.0,0,2,4.4,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2564,2,10.0,0,0,4.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2567,58,10.0,1,2,3.2,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2568,2,7.0,0,0,4.14,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2571,47,10.0,4,1,1.3,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2573,25,4.0,0,1,2.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2612,27,10.0,0,1,4.0,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2618,27,6.0,0,1,4.5,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2623,29,10.0,0,1,2.9,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2625,27,10.0,0,1,4.2,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2635,31,8.0,1,1,4.5,Shakib Al Hasan  (Bangladesh)
Matches/MatchScorecard_ODI.asp?MatchCode=2637,56,10.0,1,2,3.6,Shakib Al Hasan  (Bangladesh)
