name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled,role
Marcus Stoinis,36.214285714285715,0.9201451905626135,0.15789473684210525,0.025408348457350273,15.052631578947368,38,45.81481481481482,44.95555555555556,6.114681166584281,0.022244191794364803,1.0,39,all
David Warner,43.5,0.9565972222222222,0.2892561983471074,0.02199074074074074,22.363636363636363,121,-1.0,-1.0,8.0,0.0,0.0,1,bat
Mitchell Starc,15.291666666666666,0.9017199017199017,0.0,0.05896805896805897,3.176470588235294,51,29.483333333333334,32.2,5.4937888198757765,0.031055900621118012,16.0,91,ball
Steve Smith,42.43010752688172,0.8661106233538192,0.2909090909090909,0.020412642669007903,14.763636363636364,110,33.0,37.51428571428572,5.277989337395278,0.026656511805026654,1.0,40,bat
Patrick Cummins,13.0,0.7624633431085044,0.0,0.05865102639296188,2.5,40,30.391304347826086,36.58695652173913,4.983957219251337,0.027332144979203804,22.0,64,ball
Aaron Finch,42.388888888888886,0.8877254217568353,0.29508196721311475,0.020942408376963352,21.688524590163933,122,58.25,65.25,5.35632183908046,0.01532567049808429,1.0,21,bat
Jason Behrendorff,19.0,1.3571428571428572,0.0,0.07142857142857142,0.0,5,41.4,38.76,6.408668730650155,0.02579979360165119,3.0,11,ball
Glenn Maxwell,34.6625,1.2373940205265506,0.17,0.035698348951361,17.08,100,55.0,59.21538461538461,5.572876071706937,0.01688750324759678,6.0,86,all
Alex Carey,36.166666666666664,0.9146469968387777,0.125,0.02528977871443625,12.75,32,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Usman Khawaja,41.885714285714286,0.8434982738780207,0.3076923076923077,0.020138089758342925,17.384615384615383,39,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Nathan Lyon,25.666666666666668,0.9506172839506173,0.0,0.037037037037037035,2.857142857142857,14,40.083333333333336,49.5,4.858585858585859,0.020202020202020204,4.0,29,ball
James Vince,26.1,0.8907849829351536,0.0,0.034129692832764506,13.818181818181818,11,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Mark Wood,14.0,0.9655172413793104,0.0,0.06896551724137931,1.411764705882353,17,51.5,52.5,5.885714285714286,0.01904761904761905,2.0,50,ball
Moeen Ali,26.984375,1.0391095066185319,0.0963855421686747,0.03850782190132371,11.903614457831326,83,44.863013698630134,50.794520547945204,5.299352750809062,0.019687162891046387,8.0,96,all
Jofra Archer,4.333333333333333,0.6190476190476191,0.0,0.14285714285714285,0.5714285714285714,7,28.875,32.25,5.372093023255814,0.031007751937984496,4.0,14,ball
Joe Root,49.982142857142854,0.8723702664796634,0.31386861313868614,0.017453638772011844,15.83941605839416,137,58.17391304347826,59.84347826086957,5.832606800348736,0.016710258645742517,2.0,67,bat
Jos Butler,44.47560975609756,1.199671052631579,0.23076923076923078,0.026973684210526316,17.333333333333332,117,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Jonny Bairstow,48.6140350877193,1.0436911487758946,0.24285714285714285,0.021468926553672316,24.714285714285715,70,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Chris Woakes,28.13953488372093,0.9118311981914092,0.043478260869565216,0.03240391861341371,6.63768115942029,69,31.511904761904763,35.042857142857144,5.3954341622503055,0.028536485935589072,30.0,97,all
Adil Rashid,20.928571428571427,1.0226876090750436,0.022727272727272728,0.04886561954624782,6.7727272727272725,44,36.18,38.388,5.6548921537980625,0.02604980723142649,2.0,94,ball
Ben Stokes,42.0655737704918,0.9430356486585814,0.25925925925925924,0.022418228592429253,16.271604938271604,81,40.131147540983605,39.71803278688524,6.062407132243686,0.025177480600957574,6.0,80,all
