,MATCH_ID,SCORE
27,Matches/MatchScorecard_ODI.asp?MatchCode=4399,28
28,Matches/MatchScorecard_ODI.asp?MatchCode=4400,16
29,Matches/MatchScorecard_ODI.asp?MatchCode=4402,12
31,Matches/MatchScorecard_ODI.asp?MatchCode=4410,8
