,MATCH_ID,SCORE
12,Matches/MatchScorecard_ODI.asp?MatchCode=3510,8
13,Matches/MatchScorecard_ODI.asp?MatchCode=3513,8
17,Matches/MatchScorecard_ODI.asp?MatchCode=3527,8
18,Matches/MatchScorecard_ODI.asp?MatchCode=3531,16
19,Matches/MatchScorecard_ODI.asp?MatchCode=3532,20
23,Matches/MatchScorecard_ODI.asp?MatchCode=3580,8
24,Matches/MatchScorecard_ODI.asp?MatchCode=3581,8
25,Matches/MatchScorecard_ODI.asp?MatchCode=3583,16
